

 107                   : lake code
Cheewhat Lk         processed by RT on Nov. 20'89.
890920                 : date
SIMRAD               2 : 1 = FURUNO FM 22  /  2 = SIMRAD
10   : Sounder Gain    : Sounder Gain
clr,nownd,mnup@23011/2full,at12.5,st18.5@2320
Sx were 84-0+,.05-1+,.01-2+.                                                                                  

depth / transect / targets / %sockeye / %stickleback

20-30   1     52  1.00  0.00
20-30   2   1651  1.00  0.00
20-30   3    608  1.00  0.00
20-30   4    919  1.00  0.00
20-30   5    867  1.00  0.00
20-30   6    681  1.00  0.00
20-30   7    282  1.00  0.00
20-30   8      0  0.00  0.00
20-30   9      0  0.00  0.00
20-30  10      0  0.00  0.00
20-30  11      0  0.00  0.00
20-30  12      0  0.00  0.00
20-30  13      0  0.00  0.00
20-30  14      0  0.00  0.00
20-30  15      0  0.00  0.00
20-30  16      0  0.00  0.00
20-30  17      0  0.00  0.00
20-30  18      0  0.00  0.00
30-40   1      6  1.00  0.00
30-40   2    209  1.00  0.00
30-40   3     44  1.00  0.00
30-40   4     43  1.00  0.00
30-40   5     71  1.00  0.00
30-40   6     69  1.00  0.00
30-40   7     69  1.00  0.00
30-40   8      0  0.00  0.00
30-40   9      0  0.00  0.00
30-40  10      0  0.00  0.00
30-40  11      0  0.00  0.00
30-40  12      0  0.00  0.00
30-40  13      0  0.00  0.00
30-40  14      0  0.00  0.00
30-40  15      0  0.00  0.00
30-40  16      0  0.00  0.00
30-40  17      0  0.00  0.00
30-40  18      0  0.00  0.00
40-50   1      0  1.00  0.00
40-50   2      9  1.00  0.00
40-50   3      5  1.00  0.00
40-50   4      9  1.00  0.00
40-50   5     23  1.00  0.00
40-50   6     22  1.00  0.00
40-50   7     34  1.00  0.00
40-50   8      0  0.00  0.00
40-50   9      0  0.00  0.00
40-50  10      0  0.00  0.00
40-50  11      0  0.00  0.00
40-50  12      0  0.00  0.00
40-50  13      0  0.00  0.00
40-50  14      0  0.00  0.00
40-50  15      0  0.00  0.00
40-50  16      0  0.00  0.00
40-50  17      0  0.00  0.00
40-50  18      0  0.00  0.00
50-60   1      4  1.00  0.00
50-60   2     14  1.00  0.00
50-60   3      4  1.00  0.00
50-60   4      5  1.00  0.00
50-60   5     17  1.00  0.00
50-60   6      9  1.00  0.00
50-60   7     10  1.00  0.00
50-60   8      0  0.00  0.00
50-60   9      0  0.00  0.00
50-60  10      0  0.00  0.00
50-60  11      0  0.00  0.00
50-60  12      0  0.00  0.00
50-60  13      0  0.00  0.00
50-60  14      0  0.00  0.00
50-60  15      0  0.00  0.00
50-60  16      0  0.00  0.00
50-60  17      0  0.00  0.00
50-60  18      0  0.00  0.00
60-70   1      0  1.00  0.00
60-70   2      0  1.00  0.00
60-70   3      0  1.00  0.00
60-70   4      0  1.00  0.00
60-70   5      0  1.00  0.00
60-70   6      0  1.00  0.00
60-70   7      0  1.00  0.00
60-70   8      0  0.00  0.00
60-70   9      0  0.00  0.00
60-70  10      0  0.00  0.00
60-70  11      0  0.00  0.00
60-70  12      0  0.00  0.00
60-70  13      0  0.00  0.00
60-70  14      0  0.00  0.00
60-70  15      0  0.00  0.00
60-70  16      0  0.00  0.00
60-70  17      0  0.00  0.00
60-70  18      0  0.00  0.00


   6                   : lake code
Hobiton Lk          processed by RT.
890306                 : date
SIMRAD               2 : 1 = FURUNO FM 22  /  2 = SIMRAD
10   : Sounder Gain    : Sounder Gain
ovrcst@211310%@0500,lgt-modwd,swrs,at2.0st4.5
                                                                                                              

depth / transect / targets / %sockeye / %stickleback

  2-5   1      1  0.89  0.11
  2-5   2      2  0.89  0.11
  2-5   3      2  0.89  0.11
  2-5   4      5  0.89  0.11
  2-5   5      0  1.00  0.00
  2-5   6      3  0.89  0.11
  2-5   7      6  0.89  0.11
  2-5   8     25  0.89  0.11
  2-5   9      5  0.89  0.11
  2-5  10      8  0.89  0.11
  2-5  11      2  0.89  0.11
  3-5   1      0  0.00  0.00
  3-5   2      0  0.00  0.00
  3-5   3      0  0.00  0.00
  3-5   4      0  0.00  0.00
  3-5   5      0  0.00  0.00
  3-5   6      0  0.00  0.00
  3-5   7      0  0.00  0.00
  3-5   8      0  0.00  0.00
  3-5   9      0  0.00  0.00
  3-5  10      0  0.00  0.00
  3-5  11      0  0.00  0.00
 5-10   1     19  0.89  0.11
 5-10   2     29  0.89  0.11
 5-10   3     25  0.89  0.11
 5-10   4     14  0.89  0.11
 5-10   5     16  0.89  0.11
 5-10   6     17  0.89  0.11
 5-10   7     30  0.89  0.11
 5-10   8     58  0.89  0.11
 5-10   9     30  0.89  0.11
 5-10  10     26  0.89  0.11
 5-10  11     11  0.89  0.11
10-15   1     30  0.89  0.11
10-15   2     34  0.89  0.11
10-15   3     39  0.89  0.11
10-15   4     24  0.89  0.11
10-15   5     65  0.89  0.11
10-15   6     20  0.89  0.11
10-15   7     48  0.89  0.11
10-15   8     74  0.89  0.11
10-15   9     45  0.89  0.11
10-15  10     60  0.89  0.11
10-15  11     18  0.89  0.11
15-20   1     10  1.00  0.00
15-20   2     14  1.00  0.00
15-20   3     44  1.00  0.00
15-20   4     45  1.00  0.00
15-20   5     31  1.00  0.00
15-20   6     14  1.00  0.00
15-20   7     49  1.00  0.00
15-20   8     61  1.00  0.00
15-20   9     96  1.00  0.00
15-20  10     91  1.00  0.00
15-20  11     34  1.00  0.00
20-30   1     24  1.00  0.00
20-30   2     19  1.00  0.00
20-30   3    107  1.00  0.00
20-30   4    166  1.00  0.00
20-30   5     80  1.00  0.00
20-30   6     30  1.00  0.00
20-30   7     99  1.00  0.00
20-30   8    134  1.00  0.00
20-30   9    273  1.00  0.00
20-30  10    298  1.00  0.00
20-30  11    118  1.00  0.00
30-40   1     20  1.00  0.00
30-40   2     31  1.00  0.00
30-40   3    129  1.00  0.00
30-40   4    273  1.00  0.00
30-40   5     95  1.00  0.00
30-40   6     16  1.00  0.00
30-40   7    135  1.00  0.00
30-40   8    165  1.00  0.00
30-40   9    240  1.00  0.00
30-40  10    293  1.00  0.00
30-40  11    157  1.00  0.00
40-50   1      0  1.00  0.00
40-50   2     15  1.00  0.00
40-50   3     41  1.00  0.00
40-50   4    220  1.00  0.00
40-50   5     64  1.00  0.00
40-50   6      0  1.00  0.00
40-50   7     50  1.00  0.00
40-50   8     40  1.00  0.00
40-50   9    167  1.00  0.00
40-50  10    220  1.00  0.00
40-50  11    154  1.00  0.00
50-60   1      0  1.00  0.00
50-60   2      0  1.00  0.00
50-60   3      5  1.00  0.00
50-60   4    112  1.00  0.00
50-60   5      4  1.00  0.00
50-60   6      0  1.00  0.00
50-60   7      0  1.00  0.00
50-60   8      4  1.00  0.00
50-60   9     36  1.00  0.00
50-60  10    144  1.00  0.00
50-60  11     50  1.00  0.00


   6                   : lake code
Hobiton Lk          processed by RT on Sept. 11'89.
890831                 : date
SIMRAD               2 : 1 = FURUNO FM 22  /  2 = SIMRAD
10   : Sounder Gain    : Sounder Gain
80-100%clds,lgtswwind,at15,st18@0302
                                                                                                              

depth / transect / targets / %sockeye / %stickleback

  2-5   1      8  1.00  0.00
  2-5   2      6  1.00  0.00
  2-5   3      9  1.00  0.00
  2-5   4      9  1.00  0.00
  2-5   5      6  1.00  0.00
  2-5   6      5  1.00  0.00
  2-5   7      8  1.00  0.00
  2-5   8     14  1.00  0.00
  2-5   9     15  1.00  0.00
  2-5  10     27  1.00  0.00
  2-5  11      5  1.00  0.00
  3-5   1      0  0.00  0.00
  3-5   2      0  0.00  0.00
  3-5   3      0  0.00  0.00
  3-5   4      0  0.00  0.00
  3-5   5      0  0.00  0.00
  3-5   6      0  0.00  0.00
  3-5   7      0  0.00  0.00
  3-5   8      0  0.00  0.00
  3-5   9      0  0.00  0.00
  3-5  10      0  0.00  0.00
  3-5  11      0  0.00  0.00
 5-10   1     11  1.00  0.00
 5-10   2     18  1.00  0.00
 5-10   3      9  1.00  0.00
 5-10   4     37  1.00  0.00
 5-10   5     26  1.00  0.00
 5-10   6     16  1.00  0.00
 5-10   7     52  1.00  0.00
 5-10   8     52  1.00  0.00
 5-10   9     28  1.00  0.00
 5-10  10     96  1.00  0.00
 5-10  11     57  1.00  0.00
10-15   1     44  1.00  0.00
10-15   2     54  1.00  0.00
10-15   3    186  1.00  0.00
10-15   4    149  1.00  0.00
10-15   5     92  1.00  0.00
10-15   6     73  1.00  0.00
10-15   7    210  1.00  0.00
10-15   8    377  1.00  0.00
10-15   9    277  1.00  0.00
10-15  10    331  1.00  0.00
10-15  11    177  1.00  0.00
15-20   1      6  1.00  0.00
15-20   2      1  1.00  0.00
15-20   3     10  1.00  0.00
15-20   4      8  1.00  0.00
15-20   5     15  1.00  0.00
15-20   6     15  1.00  0.00
15-20   7     17  1.00  0.00
15-20   8     34  1.00  0.00
15-20   9     21  1.00  0.00
15-20  10     18  1.00  0.00
15-20  11     11  1.00  0.00
20-30   1     21  1.00  0.00
20-30   2      5  1.00  0.00
20-30   3      1  1.00  0.00
20-30   4      7  1.00  0.00
20-30   5      7  1.00  0.00
20-30   6     47  1.00  0.00
20-30   7     23  1.00  0.00
20-30   8     10  1.00  0.00
20-30   9      6  1.00  0.00
20-30  10      9  1.00  0.00
20-30  11      8  1.00  0.00
30-40   1     33  1.00  0.00
30-40   2      7  1.00  0.00
30-40   3      1  1.00  0.00
30-40   4      1  1.00  0.00
30-40   5     11  1.00  0.00
30-40   6     25  1.00  0.00
30-40   7     48  1.00  0.00
30-40   8      3  1.00  0.00
30-40   9      0  1.00  0.00
30-40  10      2  1.00  0.00
30-40  11      0  1.00  0.00
40-50   1      0  1.00  0.00
