
  27                   : lake code
AWUN                NIGHT SURVEY
830829                 : date
FURUNO FM 22         1 : 1 = FURUNO FM 22  /  2 = SIMRAD
10   : Sounder Gain    : Sounder Gain
CLEAR,LATE MOON,CALM
WATER TEMP 18C.                                                                                               

depth / transect / targets / %sockeye / %stickleback

  2-5   1      6  0.81  0.19
  2-5   2     12  0.81  0.19
  2-5   3      7  0.81  0.19
  2-5   4      2  0.81  0.19
  3-5   1      0  0.00  0.00
  3-5   2      0  0.00  0.00
  3-5   3      0  0.00  0.00
  3-5   4      0  0.00  0.00
 5-10   1     29  0.81  0.19
 5-10   2     25  0.81  0.19
 5-10   3     16  0.81  0.19
 5-10   4      2  0.81  0.19
10-15   1     34  0.89  0.11
10-15   2     58  0.89  0.11
10-15   3     38  0.89  0.11
10-15   4     16  0.89  0.11
15-20   1     21  0.88  0.12
15-20   2     32  0.88  0.12
15-20   3     29  0.88  0.12
15-20   4      4  0.88  0.12
20-30   1     12  0.88  0.12
20-30   2     14  0.88  0.12
20-30   3      4  0.88  0.12
20-30   4      2  0.88  0.12
30-40   1      7  0.88  0.12
30-40   2     10  0.88  0.12
30-40   3      1  0.88  0.12
30-40   4      0  0.88  0.12
40-50   1      7  0.88  0.12
40-50   2     14  0.88  0.12
40-50   3      1  0.88  0.12
40-50   4      0  0.00  0.00
50-60   1      0  0.00  0.00
50-60   2      0  0.00  0.00
50-60   3      0  0.00  0.00
50-60   4      0  0.00  0.00
60-70   1      0  0.00  0.00
60-70   2      0  0.00  0.00
60-70   3      0  0.00  0.00
60-70   4      0  0.00  0.00

  31                   : lake code
BONILLA             NIGHT SURVEY
830907                 : date
FURUNO FM 22         1 : 1 = FURUNO FM 22  /  2 = SIMRAD
10   : Sounder Gain    : Sounder Gain

MODERATE SURFACE INTERFERENCE. 36 FISH CAUGHT ON SURFACE. 10 MIN.                                             

depth / transect / targets / %sockeye / %stickleback

  2-5   1      0  0.00  0.00
  2-5   2      0  0.00  0.00
  2-5   3      0  0.00  0.00
  2-5   4      0  0.00  0.00
  3-5   1      7  0.00  1.00
  3-5   2     38  0.00  1.00
  3-5   3     13  0.00  1.00
  3-5   4      6  0.00  1.00
 5-10   1      8  0.00  1.00
 5-10   2     69  0.00  1.00
 5-10   3     21  0.00  1.00
 5-10   4      2  0.00  1.00
10-15   1     17  0.30  0.70
10-15   2     75  0.30  0.70
10-15   3     48  0.30  0.70
10-15   4      7  0.30  0.70
15-20   1     52  0.30  0.70
15-20   2    125  0.30  0.70
15-20   3     26  0.30  0.70
15-20   4      7  0.30  0.70
20-30   1     68  0.17  0.83
20-30   2     78  0.17  0.83
20-30   3     32  0.17  0.83
20-30   4      4  0.17  0.83
30-40   1     24  0.17  0.83
30-40   2     14  0.17  0.83
30-40   3     22  0.17  0.83
30-40   4      0  0.00  0.00
40-50   1     22  0.17  0.83
40-50   2      3  0.17  0.83
40-50   3      1  0.17  0.83
40-50   4      0  0.00  0.00

 107                   : lake code
CHEEWHAT            NIGHT SURVEY
831101                 : date
FURUNO FM 22         1 : 1 = FURUNO FM 22  /  2 = SIMRAD
10   : Sounder Gain    : Sounder Gain
OVERCAST,RAIN
                                                                                                              

depth / transect / targets / %sockeye / %stickleback

  2-5   1      8  0.28  0.72
  2-5   2      5  0.28  0.72
  2-5   3      2  0.28  0.72
  2-5   4      3  0.28  0.72
  2-5   5      4  0.28  0.72
  2-5   6      6  0.28  0.72
  3-5   1      0  0.00  0.00
  3-5   2      0  0.00  0.00
  3-5   3      0  0.00  0.00
  3-5   4      0  0.00  0.00
  3-5   5      0  0.00  0.00
  3-5   6      0  0.00  0.00
 5-10   1     64  0.28  0.72
 5-10   2     45  0.28  0.72
 5-10   3     24  0.28  0.72
 5-10   4     23  0.28  0.72
 5-10   5     22  0.28  0.72
 5-10   6     76  0.28  0.72
10-15   1      0  0.00  0.00
10-15   2    119  0.66  0.34
10-15   3     96  0.66  0.34
10-15   4    101  0.66  0.34
10-15   5     87  0.66  0.34
10-15   6     43  0.66  0.34
15-20   1      0  0.00  0.00
15-20   2      0  0.00  0.00
15-20   3      0  0.00  0.00
15-20   4      0  0.00  0.00
15-20   5      0  0.00  0.00
15-20   6      0  0.00  0.00

  28                   : lake code
CURTIS              NIGHT SURVEY
830908                 : date
FURUNO FM 22         1 : 1 = FURUNO FM 22  /  2 = SIMRAD
10   : Sounder Gain    : Sounder Gain
CLEAR LIGHT BREEZE
WATER TEMP 13 C.                                                                                              

depth / transect / targets / %sockeye / %stickleback

  2-5   1     70  0.01  0.99
  2-5   2     40  0.01  0.99
  2-5   3     51  0.01  0.99
  2-5   4     60  0.01  0.99
  3-5   1      0  0.00  0.00
  3-5   2      0  0.00  0.00
  3-5   3      0  0.00  0.00
  3-5   4      0  0.00  0.00
 5-10   1     77  0.63  0.37
 5-10   2     44  0.63  0.37
 5-10   3      9  0.63  0.37
 5-10   4      8  0.63  0.37
10-15   1    252  0.55  0.45
10-15   2    105  0.55  0.45
10-15   3      8  0.55  0.45
10-15   4      0  0.55  0.45
15-20   1    109  0.55  0.45
15-20   2     78  0.55  0.45
15-20   3      6  0.55  0.45
15-20   4      3  0.55  0.45
20-30   1     51  0.30  0.70
20-30   2     12  0.30  0.70
20-30   3     41  0.30  0.70
20-30   4     21  0.30  0.70
30-40   1     21  0.30  0.70
30-40   2      5  0.30  0.70
30-40   3      9  0.30  0.70
30-40   4      1  0.30  0.70
40-50   1     12  0.30  0.70
40-50   2      4  0.30  0.70
40-50   3      0  0.00  0.00
40-50   4      0  0.30  0.70
50-60   1      0  0.00  0.00
50-60   2      0  0.00  0.00
50-60   3      0  0.00  0.00
50-60   4      0  0.00  0.00
60-70   1      0  0.00  0.00
60-70   2      0  0.00  0.00
60-70   3      0  0.00  0.00
60-70   4      0  0.00  0.00

  29                   : lake code
DEVON               NIGHT SURVEY
830909                 : date
FURUNO FM 22         1 : 1 = FURUNO FM 22  /  2 = SIMRAD
10   : Sounder Gain    : Sounder Gain
OVERCAST
WATER TEMP 12C.                                                                                               

