

 107                   : lake code
Cheewhat Lk         processed by PR, 23Jun92.
920617                 : date
SIMRAD               2 : 1 = FURUNO FM 22  /  2 = SIMRAD
10   : Sounder Gain    : Sounder Gain
clr,clm,fllmnup@2400,AT11.5ST18degC.
EY-M #10005.                                                                                                  

depth / transect / targets / %sockeye / %stickleback

  2-5   1      0  1.00  0.00
  2-5   2      0  1.00  0.00
  2-5   3      0  1.00  0.00
  2-5   4      0  1.00  0.00
  2-5   5      0  1.00  0.00
  2-5   6      0  1.00  0.00
  3-5   1      0  0.00  0.00
  3-5   2      0  0.00  0.00
  3-5   3      0  0.00  0.00
  3-5   4      0  0.00  0.00
  3-5   5      0  0.00  0.00
  3-5   6      0  0.00  0.00
 5-10   1     36  1.00  0.00
 5-10   2     54  1.00  0.00
 5-10   3     40  1.00  0.00
 5-10   4     43  1.00  0.00
 5-10   5     18  1.00  0.00
 5-10   6    101  1.00  0.00
10-15   1     14  1.00  0.00
10-15   2     30  1.00  0.00
10-15   3     66  1.00  0.00
10-15   4     80  1.00  0.00
10-15   5      0  0.00  0.00
10-15   6     66  1.00  0.00
15-20   1      0  0.00  0.00
15-20   2      0  0.00  0.00
15-20   3     22  1.00  0.00
15-20   4     20  1.00  0.00
15-20   5      0  0.00  0.00
15-20   6     71  1.00  0.00


 107                   : lake code
Cheewhat Lk         processed by PR, 11Aug92.
920806                 : date
SIMRAD               2 : 1 = FURUNO FM 22  /  2 = SIMRAD
10   : Sounder Gain    : Sounder Gain
overcast, drizzle, chop, AT 15, ST 19.5 deg C.
EY-M #10005. Sounder # not recorded, assumed most frequently used sounder.                                    

depth / transect / targets / %sockeye / %stickleback

  2-5   1      2  0.91  0.09
  2-5   2      8  0.91  0.09
  2-5   3      3  0.91  0.09
  2-5   4      4  0.91  0.09
  2-5   5      6  0.91  0.09
  2-5   6     10  0.91  0.09
  3-5   1      0  0.00  0.00
  3-5   2      0  0.00  0.00
  3-5   3      0  0.00  0.00
  3-5   4      0  0.00  0.00
  3-5   5      0  0.00  0.00
  3-5   6      0  0.00  0.00
 5-10   1     51  0.91  0.09
 5-10   2     51  0.91  0.09
 5-10   3     33  0.91  0.09
 5-10   4     24  0.91  0.09
 5-10   5      6  0.91  0.09
 5-10   6     71  0.91  0.09
10-15   1      6  0.91  0.09
10-15   2     64  0.91  0.09
10-15   3     79  0.91  0.09
10-15   4     94  0.91  0.09
10-15   5     21  0.91  0.09
10-15   6    210  0.91  0.09
15-20   1      0  0.00  0.00
15-20   2      0  0.00  0.00
15-20   3     35  0.52  0.48
15-20   4     33  0.52  0.48
15-20   5      0  0.00  0.00
15-20   6    107  0.52  0.48


 107                   : lake code
Cheewhat Lk         processed by PR, 08Jan92.
921130                 : date
SIMRAD               2 : 1 = FURUNO FM 22  /  2 = SIMRAD
10   : Sounder Gain    : Sounder Gain
EY-M #20111, K. Gertken pers. com.
11% of "stickleback">10m are sculpins.                                                                        

depth / transect / targets / %sockeye / %stickleback

  2-5   1      1  0.47  0.53
  2-5   2      1  0.47  0.53
  2-5   3      0  1.00  0.00
  2-5   4      0  1.00  0.00
  2-5   5      0  1.00  0.00
  2-5   6      0  1.00  0.00
  3-5   1      0  0.00  0.00
  3-5   2      0  0.00  0.00
  3-5   3      0  0.00  0.00
  3-5   4      0  0.00  0.00
  3-5   5      0  0.00  0.00
  3-5   6      0  0.00  0.00
 5-10   1      9  0.47  0.53
 5-10   2     15  0.47  0.53
 5-10   3     41  0.47  0.53
 5-10   4     29  0.47  0.53
 5-10   5     26  0.47  0.53
 5-10   6     67  0.47  0.53
10-15   1      2  0.05  0.95
10-15   2     22  0.05  0.95
10-15   3     65  0.05  0.95
10-15   4     43  0.05  0.95
10-15   5      4  0.05  0.95
10-15   6    136  0.05  0.95
15-20   1      0  0.00  0.00
15-20   2      0  0.00  0.00
15-20   3     30  0.05  0.95
15-20   4      4  0.05  0.95
15-20   5      0  0.00  0.00
15-20   6     71  0.05  0.95


 107                   : lake code
Cheewhat Lk         processed by SM.
930223                 : date
SIMRAD               2 : 1 = FURUNO FM 22  /  2 = SIMRAD
10   : Sounder Gain    : Sounder Gain
clear,clm,AT-6ST2.5degC.
                                                                                                              

depth / transect / targets / %sockeye / %stickleback

  2-5   1      3  0.66  0.34
  2-5   2     15  0.66  0.34
  2-5   3      9  0.66  0.34
  2-5   4      8  0.66  0.34
  2-5   5      0  0.66  0.34
  2-5   6     15  0.66  0.34
  3-5   1      0  0.00  0.00
  3-5   2      0  0.00  0.00
  3-5   3      0  0.00  0.00
  3-5   4      0  0.00  0.00
  3-5   5      0  0.00  0.00
  3-5   6      0  0.00  0.00
 5-10   1     43  0.66  0.34
 5-10   2     50  0.66  0.34
 5-10   3     37  0.66  0.34
 5-10   4     41  0.66  0.34
 5-10   5      1  0.66  0.34
 5-10   6     84  0.66  0.34
10-15   1     31  0.71  0.29
10-15   2     24  0.71  0.29
10-15   3     16  0.71  0.29
10-15   4     11  0.71  0.29
10-15   5      7  0.71  0.29
10-15   6     49  0.71  0.29
15-20   1      0  0.00  0.00
15-20   2      0  0.00  0.00
15-20   3      5  0.71  0.29
15-20   4      1  0.71  0.29
15-20   5      0  0.00  0.00
15-20   6     17  0.71  0.29


   1                   : lake code
GCL                 processed by PR, 06Aug92.
920715                 : date
SIMRAD               2 : 1 = FURUNO FM 22  /  2 = SIMRAD
10   : Sounder Gain    : Sounder Gain
clear, calm
EY-M #20069.                                                                                                  

depth / transect / targets / %sockeye / %stickleback

  2-5   1      3  1.00  0.00
  2-5   2      4  1.00  0.00
  2-5   3      2  1.00  0.00
  2-5   4      0  1.00  0.00
  2-5   5      2  1.00  0.00
  2-5   6      2  1.00  0.00
  3-5   1      0  0.00  0.00
  3-5   2      0  0.00  0.00
  3-5   3      0  0.00  0.00
  3-5   4      0  0.00  0.00
  3-5   5      0  0.00  0.00
  3-5   6      0  0.00  0.00
 5-10   1     11  1.00  0.00
 5-10   2     14  1.00  0.00
 5-10   3     17  1.00  0.00
 5-10   4    163  1.00  0.00
 5-10   5    188  1.00  0.00
 5-10   6    102  1.00  0.00
10-15   1    178  1.00  0.00
10-15   2    371  1.00  0.00
10-15   3    669  1.00  0.00
10-15   4    714  1.00  0.00
10-15   5    622  1.00  0.00
10-15   6   1256  1.00  0.00
15-20   1    151  1.00  0.00
15-20   2    165  1.00  0.00
15-20   3    731  1.00  0.00
15-20   4    374  1.00  0.00
15-20   5    233  1.00  0.00
15-20   6    496  1.00  0.00
20-30   1     17  1.00  0.00
20-30   2     17  1.00  0.00
20-30   3     86  1.00  0.00
20-30   4     50  1.00  0.00
20-30   5     12  1.00  0.00
20-30   6     43  1.00  0.00
30-40   1      1  1.00  0.00
30-40   2      1  1.00  0.00
30-40   3      8  1.00  0.00
30-40   4      1  1.00  0.00
30-40   5      0  1.00  0.00
30-40   6      0  1.00  0.00
40-50   1      0  1.00  0.00
40-50   2      0  1.00  0.00
40-50   3      0  1.00  0.00
40-50   4      0  1.00  0.00
40-50   5      0  1.00  0.00
40-50   6      0  1.00  0.00
50-60   1      0  1.00  0.00
50-60   2      0  1.00  0.00
50-60   3      0  1.00  0.00
50-60   4      0  1.00  0.00
50-60   5      0  1.00  0.00
50-60   6      0  1.00  0.00
60-70   1      0  1.00  0.00
60-70   2      0  1.00  0.00
60-70   3      0  1.00  0.00
60-70   4      0  1.00  0.00
60-70   5      0  1.00  0.00
60-70   6      0  1.00  0.00
70-80   1      0  1.00  0.00
70-80   2      0  1.00  0.00
70-80   3      0  1.00  0.00
70-80   4      0  1.00  0.00
70-80   5      0  1.00  0.00
70-80   6      0  1.00  0.00
80-90   1      0  1.00  0.00
80-90   2      0  1.00  0.00
80-90   3      0  1.00  0.00
80-90   4      0  1.00  0.00
80-90   5      0  1.00  0.00
80-90   6      0  1.00  0.00
90-100  1      0  1.00  0.00
90-100  2      0  1.00  0.00
90-100  3      0  1.00  0.00
90-100  4      0  1.00  0.00
90-100  5      0  1.00  0.00
90-100  6      0  1.00  0.00


   1                   : lake code
GCL                 processed by PR, 30Dec92.
921027                 : date
SIMRAD               2 : 1 = FURUNO FM 22  /  2 = SIMRAD
10   : Sounder Gain    : Sounder Gain
ovrcst,clm,AT10STdegC.
EY-M #20069.                                                                                                  

depth / transect / targets / %sockeye / %stickleback

  2-5   1      8  1.00  0.00
  2-5   2      3  1.00  0.00
  2-5   3      0  1.00  0.00
  2-5   4      7  1.00  0.00
  2-5   5      0  1.00  0.00
  2-5   6      1  1.00  0.00
  3-5   1      0  0.00  0.00
  3-5   2      0  0.00  0.00
  3-5   3      0  0.00  0.00
  3-5   4      0  0.00  0.00
  3-5   5      0  0.00  0.00
  3-5   6      0  0.00  0.00
 5-10   1    188  1.00  0.00
 5-10   2     37  1.00  0.00
 5-10   3     20  1.00  0.00
 5-10   4     69  1.00  0.00
 5-10   5     41  1.00  0.00
 5-10   6     33  1.00  0.00
10-15   1     89  1.00  0.00
10-15   2    130  1.00  0.00
10-15   3     61  1.00  0.00
10-15   4    211  1.00  0.00
10-15   5    446  1.00  0.00
10-15   6    348  1.00  0.00
15-20   1     34  0.98  0.02
15-20   2    270  0.98  0.02
15-20   3    243  0.98  0.02
15-20   4    609  0.98  0.02
15-20   5    811  0.98  0.02
15-20   6    635  0.98  0.02
20-30   1      9  1.00  0.00
20-30   2     49  1.00  0.00
20-30   3     67  1.00  0.00
20-30   4    241  1.00  0.00
20-30   5    388  1.00  0.00
20-30   6    189  1.00  0.00
30-40   1      6  1.00  0.00
30-40   2     19  1.00  0.00
30-40   3     26  1.00  0.00
30-40   4     49  1.00  0.00
30-40   5     37  1.00  0.00
30-40   6     21  1.00  0.00
40-50   1      8  1.00  0.00
40-50   2     29  1.00  0.00
40-50   3     11  1.00  0.00
40-50   4     26  1.00  0.00
40-50   5     19  1.00  0.00
40-50   6     14  1.00  0.00
50-60   1      2  1.00  0.00
50-60   2      7  1.00  0.00
50-60   3      4  1.00  0.00
50-60   4      3  1.00  0.00
50-60   5      2  1.00  0.00
50-60   6      3  1.00  0.00
60-70   1      0  0.00  0.00
60-70   2      0  0.00  0.00
60-70   3      0  0.00  0.00
60-70   4      0  0.00  0.00
60-70   5      0  0.00  0.00
60-70   6      0  0.00  0.00
70-80   1      0  0.00  0.00
70-80   2      0  0.00  0.00
70-80   3      0  0.00  0.00
70-80   4      0  0.00  0.00
70-80   5      0  0.00  0.00
70-80   6      0  0.00  0.00
80-90   1      0  0.00  0.00
80-90   2      0  0.00  0.00
80-90   3      0  0.00  0.00
80-90   4      0  0.00  0.00
80-90   5      0  0.00  0.00
80-90   6      0  0.00  0.00
90-100  1      0  0.00  0.00
90-100  2      0  0.00  0.00
90-100  3      0  0.00  0.00
90-100  4      0  0.00  0.00
90-100  5      0  0.00  0.00
90-100  6      0  0.00  0.00


   1                   : lake code
GCL                 processed by PR, 18Mar93.
930211                 : date
SIMRAD               2 : 1 = FURUNO FM 22  /  2 = SIMRAD
10   : Sounder Gain    : Sounder Gain
fog,calm,AT3ST3.5degC.
                                                                                                              

depth / transect / targets / %sockeye / %stickleback

  2-5   1      0  1.00  0.00
  2-5   2      2  1.00  0.00
  2-5   3      3  1.00  0.00
  2-5   4      2  1.00  0.00
  2-5   5      5  1.00  0.00
  2-5   6      0  1.00  0.00
  3-5   1      0  0.00  0.00
  3-5   2      0  0.00  0.00
  3-5   3      0  0.00  0.00
  3-5   4      0  0.00  0.00
  3-5   5      0  0.00  0.00
  3-5   6      0  0.00  0.00
 5-10   1      0  1.00  0.00
 5-10   2     22  1.00  0.00
 5-10   3     16  1.00  0.00
 5-10   4     20  1.00  0.00
 5-10   5     20  1.00  0.00
 5-10   6      8  1.00  0.00
10-15   1      2  1.00  0.00
10-15   2     27  1.00  0.00
10-15   3     31  1.00  0.00
10-15   4     27  1.00  0.00
10-15   5     33  1.00  0.00
10-15   6     20  1.00  0.00
15-20   1      9  1.00  0.00
15-20   2     34  1.00  0.00
15-20   3     30  1.00  0.00
15-20   4     34  1.00  0.00
15-20   5    108  1.00  0.00
15-20   6     33  1.00  0.00
20-30   1     44  1.00  0.00
20-30   2    153  1.00  0.00
20-30   3    210  1.00  0.00
20-30   4     99  1.00  0.00
20-30   5    196  1.00  0.00
20-30   6    133  1.00  0.00
30-40   1    122  1.00  0.00
30-40   2    285  1.00  0.00
30-40   3    216  1.00  0.00
30-40   4    244  1.00  0.00
30-40   5    399  1.00  0.00
30-40   6    325  1.00  0.00
40-50   1    100  1.00  0.00
40-50   2    325  1.00  0.00
40-50   3    269  1.00  0.00
40-50   4    310  1.00  0.00
40-50   5    682  1.00  0.00
40-50   6    468  1.00  0.00
50-60   1     91  1.00  0.00
50-60   2    441  1.00  0.00
50-60   3    295  1.00  0.00
50-60   4    792  1.00  0.00
50-60   5   1292  1.00  0.00
50-60   6    808  1.00  0.00
60-70   1     66  1.00  0.00
60-70   2    390  1.00  0.00
60-70   3    208  1.00  0.00
60-70   4    490  1.00  0.00
60-70   5   1643  1.00  0.00
60-70   6   1395  1.00  0.00
70-80   1     24  1.00  0.00
70-80   2    102  1.00  0.00
70-80   3    137  1.00  0.00
70-80   4    128  1.00  0.00
70-80   5    302  1.00  0.00
70-80   6    218  1.00  0.00
80-90   1      0  1.00  0.00
80-90   2      5  1.00  0.00
80-90   3      8  1.00  0.00
80-90   4      8  1.00  0.00
