"Lake name","Lake code","Depth min m","Depth max m","Area ha","Transect","Transect length m","Lake latitude","Lake longitude"
"Ellerslie Lake",181,15,20,2055,4,1106,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,15,20,2055,5,1006,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,15,20,2055,6,1967,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,15,20,2055,7,1094,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,15,20,2055,8,0,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,15,20,2055,9,367,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,15,20,2055,10,778,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,15,20,2055,11,689,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,15,20,2055,12,1517,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,15,20,2055,13,1400,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,15,20,2055,14,1517,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,20,30,1926,1,1811,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,20,30,1926,2,828,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,20,30,1926,3,878,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,20,30,1926,4,1094,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,20,30,1926,5,961,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,20,30,1926,6,1956,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,20,30,1926,7,483,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,20,30,1926,8,0,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,20,30,1926,9,311,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,20,30,1926,10,717,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,20,30,1926,11,672,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,20,30,1926,12,1500,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,20,30,1926,13,1367,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,20,30,1926,14,1494,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,30,40,1768,1,1761,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,30,40,1768,2,800,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,30,40,1768,3,850,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,30,40,1768,4,1067,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,30,40,1768,5,889,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,30,40,1768,6,1778,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,30,40,1768,7,0,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,30,40,1768,8,0,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,30,40,1768,9,167,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,30,40,1768,10,506,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,30,40,1768,11,633,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,30,40,1768,12,1467,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,30,40,1768,13,1322,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,30,40,1768,14,1456,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,40,50,1606,1,1717,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,40,50,1606,2,767,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,40,50,1606,3,828,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,40,50,1606,4,1044,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,40,50,1606,5,822,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,40,50,1606,6,1611,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,40,50,1606,7,0,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,40,50,1606,8,0,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,40,50,1606,9,0,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,40,50,1606,10,0,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,40,50,1606,11,600,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,40,50,1606,12,1422,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,40,50,1606,13,1244,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,40,50,1606,14,1372,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,50,60,1436,1,1656,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,50,60,1436,2,739,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,50,60,1436,3,806,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,50,60,1436,4,1017,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,50,60,1436,5,783,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,50,60,1436,6,1400,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,50,60,1436,7,0,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,50,60,1436,8,0,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,50,60,1436,9,0,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,50,60,1436,10,0,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,50,60,1436,11,556,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,50,60,1436,12,1367,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,50,60,1436,13,1156,"52 deg 32 min","127 deg 57 min"
"Ellerslie Lake",181,50,60,1436,14,1294,"52 deg 32 min","127 deg 57 min"
"Elsie Lake",152,NA,NA,NA,NA,NA,"49 deg 35 min","125 deg 12 min"
"Ethel Lake",94,NA,NA,NA,NA,NA,"63 deg 22 min","136 deg 06 min"
"Foucault Bluff",203,NA,NA,NA,NA,NA,NA,NA
"Fox Lake",95,NA,NA,NA,NA,NA,"61 deg 14 min","135 deg 28 min"
"Francois Lake",88,NA,NA,NA,NA,NA,"54 deg 03 min","125 deg 44 min"
"Fraser Lake",89,NA,NA,NA,NA,NA,"54 deg 05 min","124 deg 45 min"
"Fred Wright Lake",11,2,5,353,1,925,"55 deg 58 min","128 deg 47 min"
"Fred Wright Lake",11,2,5,353,2,2350,"55 deg 58 min","128 deg 47 min"
"Fred Wright Lake",11,2,5,353,3,407,"55 deg 58 min","128 deg 47 min"
"Fred Wright Lake",11,2,5,353,4,512,"55 deg 58 min","128 deg 47 min"
"Fred Wright Lake",11,3,5,343,1,925,"55 deg 58 min","128 deg 47 min"
"Fred Wright Lake",11,3,5,343,2,2350,"55 deg 58 min","128 deg 47 min"
"Fred Wright Lake",11,3,5,343,3,407,"55 deg 58 min","128 deg 47 min"
"Fred Wright Lake",11,3,5,343,4,444,"55 deg 58 min","128 deg 47 min"
"Fred Wright Lake",11,5,10,287,1,848,"55 deg 58 min","128 deg 47 min"
"Fred Wright Lake",11,5,10,287,2,2147,"55 deg 58 min","128 deg 47 min"
"Fred Wright Lake",11,5,10,287,3,285,"55 deg 58 min","128 deg 47 min"
"Fred Wright Lake",11,5,10,287,4,504,"55 deg 58 min","128 deg 47 min"
"Fred Wright Lake",11,10,15,226,1,794,"55 deg 58 min","128 deg 47 min"
"Fred Wright Lake",11,10,15,226,2,2028,"55 deg 58 min","128 deg 47 min"
"Fred Wright Lake",11,10,15,226,3,0,"55 deg 58 min","128 deg 47 min"
"Fred Wright Lake",11,10,15,226,4,429,"55 deg 58 min","128 deg 47 min"
"Fred Wright Lake",11,15,20,176,1,748,"55 deg 58 min","128 deg 47 min"
"Fred Wright Lake",11,15,20,176,2,1873,"55 deg 58 min","128 deg 47 min"
"Fred Wright Lake",11,15,20,176,3,0,"55 deg 58 min","128 deg 47 min"
"Fred Wright Lake",11,15,20,176,4,379,"55 deg 58 min","128 deg 47 min"
"Fred Wright Lake",11,20,30,127,1,663,"55 deg 58 min","128 deg 47 min"
"Fred Wright Lake",11,20,30,127,2,1575,"55 deg 58 min","128 deg 47 min"
"Fred Wright Lake",11,20,30,127,3,0,"55 deg 58 min","128 deg 47 min"
"Fred Wright Lake",11,20,30,127,4,248,"55 deg 58 min","128 deg 47 min"
"Fred Wright Lake",11,30,40,54,1,331,"55 deg 58 min","128 deg 47 min"
"Fred Wright Lake",11,30,40,54,2,1276,"55 deg 58 min","128 deg 47 min"
"Fred Wright Lake",11,30,40,54,3,0,"55 deg 58 min","128 deg 47 min"
"Fred Wright Lake",11,30,40,54,4,0,"55 deg 58 min","128 deg 47 min"
"Fred Wright Lake",11,40,50,6,1,0,"55 deg 58 min","128 deg 47 min"
"Fred Wright Lake",11,40,50,6,2,298,"55 deg 58 min","128 deg 47 min"
"Fred Wright Lake",11,40,50,6,3,0,"55 deg 58 min","128 deg 47 min"
"Fred Wright Lake",11,40,50,6,4,0,"55 deg 58 min","128 deg 47 min"
"Fulmore Lake",49,2,5,824,1,1046,"50 deg 35 min","125 deg 57 min"
"Fulmore Lake",49,2,5,824,2,621,"50 deg 35 min","125 deg 57 min"
"Fulmore Lake",49,2,5,824,3,1163,"50 deg 35 min","125 deg 57 min"
"Fulmore Lake",49,2,5,824,4,1494,"50 deg 35 min","125 deg 57 min"
"Fulmore Lake",49,2,5,824,5,690,"50 deg 35 min","125 deg 57 min"
"Fulmore Lake",49,2,5,824,6,891,"50 deg 35 min","125 deg 57 min"
"Fulmore Lake",49,3,5,824,1,1046,"50 deg 35 min","125 deg 57 min"
"Fulmore Lake",49,3,5,824,2,621,"50 deg 35 min","125 deg 57 min"
"Fulmore Lake",49,3,5,824,3,1163,"50 deg 35 min","125 deg 57 min"
"Fulmore Lake",49,3,5,824,4,1494,"50 deg 35 min","125 deg 57 min"
"Fulmore Lake",49,3,5,824,5,690,"50 deg 35 min","125 deg 57 min"
"Fulmore Lake",49,3,5,824,6,891,"50 deg 35 min","125 deg 57 min"
"Fulmore Lake",49,5,10,749,1,907,"50 deg 35 min","125 deg 57 min"
"Fulmore Lake",49,5,10,749,2,605,"50 deg 35 min","125 deg 57 min"
"Fulmore Lake",49,5,10,749,3,1125,"50 deg 35 min","125 deg 57 min"
"Fulmore Lake",49,5,10,749,4,1481,"50 deg 35 min","125 deg 57 min"
"Fulmore Lake",49,5,10,749,5,662,"50 deg 35 min","125 deg 57 min"
"Fulmore Lake",49,5,10,749,6,783,"50 deg 35 min","125 deg 57 min"
"Fulmore Lake",49,10,15,686,1,614,"50 deg 35 min","125 deg 57 min"
"Fulmore Lake",49,10,15,686,2,594,"50 deg 35 min","125 deg 57 min"
"Fulmore Lake",49,10,15,686,3,1078,"50 deg 35 min","125 deg 57 min"
"Fulmore Lake",49,10,15,686,4,1462,"50 deg 35 min","125 deg 57 min"
"Fulmore Lake",49,10,15,686,5,634,"50 deg 35 min","125 deg 57 min"
"Fulmore Lake",49,10,15,686,6,681,"50 deg 35 min","125 deg 57 min"
"Fulmore Lake",49,15,20,618,1,398,"50 deg 35 min","125 deg 57 min"
"Fulmore Lake",49,15,20,618,2,567,"50 deg 35 min","125 deg 57 min"
"Fulmore Lake",49,15,20,618,3,1040,"50 deg 35 min","125 deg 57 min"
"Fulmore Lake",49,15,20,618,4,1318,"50 deg 35 min","125 deg 57 min"
"Fulmore Lake",49,15,20,618,5,600,"50 deg 35 min","125 deg 57 min"
"Fulmore Lake",49,15,20,618,6,0,"50 deg 35 min","125 deg 57 min"
"Fulmore Lake",49,20,30,513,1,0,"50 deg 35 min","125 deg 57 min"
"Fulmore Lake",49,20,30,513,2,540,"50 deg 35 min","125 deg 57 min"
"Fulmore Lake",49,20,30,513,3,993,"50 deg 35 min","125 deg 57 min"
"Fulmore Lake",49,20,30,513,4,1130,"50 deg 35 min","125 deg 57 min"
"Fulmore Lake",49,20,30,513,5,323,"50 deg 35 min","125 deg 57 min"
"Fulmore Lake",49,20,30,513,6,0,"50 deg 35 min","125 deg 57 min"
"Fulmore Lake",49,30,40,431,1,0,"50 deg 35 min","125 deg 57 min"
"Fulmore Lake",49,30,40,431,2,508,"50 deg 35 min","125 deg 57 min"
"Fulmore Lake",49,30,40,431,3,889,"50 deg 35 min","125 deg 57 min"
"Fulmore Lake",49,30,40,431,4,1048,"50 deg 35 min","125 deg 57 min"
"Fulmore Lake",49,30,40,431,5,192,"50 deg 35 min","125 deg 57 min"
"Fulmore Lake",49,30,40,431,6,0,"50 deg 35 min","125 deg 57 min"
"Fulmore Lake",49,40,50,376,1,0,"50 deg 35 min","125 deg 57 min"
"Fulmore Lake",49,40,50,376,2,465,"50 deg 35 min","125 deg 57 min"
"Fulmore Lake",49,40,50,376,3,842,"50 deg 35 min","125 deg 57 min"
"Fulmore Lake",49,40,50,376,4,941,"50 deg 35 min","125 deg 57 min"
"Fulmore Lake",49,40,50,376,5,0,"50 deg 35 min","125 deg 57 min"
"Fulmore Lake",49,40,50,376,6,0,"50 deg 35 min","125 deg 57 min"
"Fulmore_2005",248,2,5,824,1,420,NA,NA
"Fulmore_2005",248,2,5,824,2,533,NA,NA
"Fulmore_2005",248,2,5,824,3,1254,NA,NA
"Fulmore_2005",248,2,5,824,4,1610,NA,NA
"Fulmore_2005",248,2,5,824,5,2316,NA,NA
"Fulmore_2005",248,2,5,824,6,1082,NA,NA
"Fulmore_2005",248,2,5,824,7,1223,NA,NA
"Fulmore_2005",248,2,5,824,8,940,NA,NA
"Fulmore_2005",248,3,5,824,1,420,NA,NA
"Fulmore_2005",248,3,5,824,2,533,NA,NA
"Fulmore_2005",248,3,5,824,3,1254,NA,NA
"Fulmore_2005",248,3,5,824,4,1610,NA,NA
"Fulmore_2005",248,3,5,824,5,2316,NA,NA
"Fulmore_2005",248,3,5,824,6,1082,NA,NA
"Fulmore_2005",248,3,5,824,7,1223,NA,NA
"Fulmore_2005",248,3,5,824,8,940,NA,NA
"Fulmore_2005",248,5,10,749,1,416,NA,NA
"Fulmore_2005",248,5,10,749,2,526,NA,NA
"Fulmore_2005",248,5,10,749,3,1243,NA,NA
"Fulmore_2005",248,5,10,749,4,1601,NA,NA
"Fulmore_2005",248,5,10,749,5,2306,NA,NA
"Fulmore_2005",248,5,10,749,6,1059,NA,NA
"Fulmore_2005",248,5,10,749,7,1223,NA,NA
"Fulmore_2005",248,5,10,749,8,380,NA,NA
"Fulmore_2005",248,10,15,686,1,387,NA,NA
"Fulmore_2005",248,10,15,686,2,508,NA,NA
"Fulmore_2005",248,10,15,686,3,1213,NA,NA
"Fulmore_2005",248,10,15,686,4,1582,NA,NA
"Fulmore_2005",248,10,15,686,5,2257,NA,NA
"Fulmore_2005",248,10,15,686,6,1044,NA,NA
"Fulmore_2005",248,10,15,686,7,1089,NA,NA
"Fulmore_2005",248,10,15,686,8,181,NA,NA
"Fulmore_2005",248,15,20,618,1,311,NA,NA
"Fulmore_2005",248,15,20,618,2,485,NA,NA
"Fulmore_2005",248,15,20,618,3,1186,NA,NA
"Fulmore_2005",248,15,20,618,4,1516,NA,NA
"Fulmore_2005",248,15,20,618,5,2184,NA,NA
"Fulmore_2005",248,15,20,618,6,999,NA,NA
"Fulmore_2005",248,15,20,618,7,161,NA,NA
"Fulmore_2005",248,15,20,618,8,0,NA,NA
"Fulmore_2005",248,20,30,513,1,235,NA,NA
"Fulmore_2005",248,20,30,513,2,445,NA,NA
"Fulmore_2005",248,20,30,513,3,1113,NA,NA
"Fulmore_2005",248,20,30,513,4,1367,NA,NA
"Fulmore_2005",248,20,30,513,5,1888,NA,NA
"Fulmore_2005",248,20,30,513,6,413,NA,NA
"Fulmore_2005",248,20,30,513,7,0,NA,NA
"Fulmore_2005",248,20,30,513,8,0,NA,NA
"Fulmore_2005",248,30,40,431,1,0,NA,NA
"Fulmore_2005",248,30,40,431,2,397,NA,NA
"Fulmore_2005",248,30,40,431,3,1031,NA,NA
"Fulmore_2005",248,30,40,431,4,1260,NA,NA
"Fulmore_2005",248,30,40,431,5,1514,NA,NA
"Fulmore_2005",248,30,40,431,6,0,NA,NA
"Fulmore_2005",248,30,40,431,7,0,NA,NA
"Fulmore_2005",248,30,40,431,8,0,NA,NA
"Fulmore_2005",248,40,50,376,1,0,NA,NA
"Fulmore_2005",248,40,50,376,2,330,NA,NA
"Fulmore_2005",248,40,50,376,3,942,NA,NA
"Fulmore_2005",248,40,50,376,4,1161,NA,NA
"Fulmore_2005",248,40,50,376,5,1235,NA,NA
"Fulmore_2005",248,40,50,376,6,0,NA,NA
"Fulmore_2005",248,40,50,376,7,0,NA,NA
"Fulmore_2005",248,40,50,376,8,0,NA,NA
"Gamble Lake",70,NA,NA,NA,NA,NA,"53 deg 31 min","129 deg 24 min"
"Georgie Lake",123,2,5,453,1,441,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,2,5,453,2,485,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,2,5,453,3,313,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,2,5,453,4,528,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,2,5,453,5,494,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,2,5,453,6,645,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,2,5,453,7,1012,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,2,5,453,8,426,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,3,5,453,1,441,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,3,5,453,2,485,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,3,5,453,3,313,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,3,5,453,4,528,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,3,5,453,5,494,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,3,5,453,6,645,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,3,5,453,7,1012,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,3,5,453,8,426,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,5,10,397,1,393,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,5,10,397,2,465,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,5,10,397,3,189,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,5,10,397,4,492,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,5,10,397,5,446,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,5,10,397,6,581,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,5,10,397,7,886,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,5,10,397,8,318,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,10,15,328,1,355,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,10,15,328,2,428,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,10,15,328,3,142,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,10,15,328,4,432,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,10,15,328,5,418,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,10,15,328,6,523,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,10,15,328,7,832,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,10,15,328,8,272,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,15,20,211,1,304,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,15,20,211,2,382,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,15,20,211,3,76,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,15,20,211,4,0,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,15,20,211,5,335,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,15,20,211,6,445,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,15,20,211,7,747,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,15,20,211,8,222,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,20,30,92,1,0,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,20,30,92,2,232,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,20,30,92,3,0,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,20,30,92,4,0,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,20,30,92,5,0,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,20,30,92,6,181,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,20,30,92,7,681,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,20,30,92,8,154,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,30,40,29,1,0,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,30,40,29,2,0,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,30,40,29,3,0,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,30,40,29,4,0,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,30,40,29,5,0,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,30,40,29,6,0,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,30,40,29,7,556,"50 deg 45 min","127 deg 40 min"
"Georgie Lake",123,30,40,29,8,0,"50 deg 45 min","127 deg 40 min"
"Glendale Lake",120,2,5,109,1,575,"50 deg 37 min","125 deg 38 min"
"Glendale Lake",120,2,5,109,2,490,"50 deg 37 min","125 deg 38 min"
"Glendale Lake",120,2,5,109,3,655,"50 deg 37 min","125 deg 38 min"
"Glendale Lake",120,2,5,109,4,2105,"50 deg 37 min","125 deg 38 min"
"Glendale Lake",120,3,5,109,1,575,"50 deg 37 min","125 deg 38 min"
"Glendale Lake",120,3,5,109,2,490,"50 deg 37 min","125 deg 38 min"
"Glendale Lake",120,3,5,109,3,655,"50 deg 37 min","125 deg 38 min"
"Glendale Lake",120,3,5,109,4,2105,"50 deg 37 min","125 deg 38 min"
"Glendale Lake",120,5,10,96,1,545,"50 deg 37 min","125 deg 38 min"
"Glendale Lake",120,5,10,96,2,470,"50 deg 37 min","125 deg 38 min"
"Glendale Lake",120,5,10,96,3,600,"50 deg 37 min","125 deg 38 min"
"Glendale Lake",120,5,10,96,4,2065,"50 deg 37 min","125 deg 38 min"
"Glendale Lake",120,10,15,78,1,405,"50 deg 37 min","125 deg 38 min"
"Glendale Lake",120,10,15,78,2,420,"50 deg 37 min","125 deg 38 min"
"Glendale Lake",120,10,15,78,3,530,"50 deg 37 min","125 deg 38 min"
"Glendale Lake",120,10,15,78,4,2005,"50 deg 37 min","125 deg 38 min"
"Glendale Lake",120,15,20,53,1,240,"50 deg 37 min","125 deg 38 min"
"Glendale Lake",120,15,20,53,2,370,"50 deg 37 min","125 deg 38 min"
"Glendale Lake",120,15,20,53,3,465,"50 deg 37 min","125 deg 38 min"
"Glendale Lake",120,15,20,53,4,1855,"50 deg 37 min","125 deg 38 min"
"Glendale Lake",120,20,30,20,1,0,"50 deg 37 min","125 deg 38 min"
"Glendale Lake",120,20,30,20,2,0,"50 deg 37 min","125 deg 38 min"
"Glendale Lake",120,20,30,20,3,245,"50 deg 37 min","125 deg 38 min"
"Glendale Lake",120,20,30,20,4,555,"50 deg 37 min","125 deg 38 min"
"Glover Ck (GCL)",211,NA,NA,NA,NA,NA,"49 deg 20 min","124 deg 59 min"
"Gold River",145,NA,NA,NA,NA,NA,"49 deg 41 min","126 deg 10 min"
"Grande Isle Vil",135,NA,NA,NA,NA,NA,"54 deg 53 min","126 deg 13 min"
"Grant Lake",212,2,5,48,1,213,"48 deg 37 min","123 deg 46 min"
"Grant Lake",212,2,5,48,2,355,"48 deg 37 min","123 deg 46 min"
"Grant Lake",212,2,5,48,3,298,"48 deg 37 min","123 deg 46 min"
"Grant Lake",212,2,5,48,4,505,"48 deg 37 min","123 deg 46 min"
"Grant Lake",212,2,5,48,5,398,"48 deg 37 min","123 deg 46 min"
"Grant Lake",212,2,5,48,6,418,"48 deg 37 min","123 deg 46 min"
"Grant Lake",212,2,5,48,7,258,"48 deg 37 min","123 deg 46 min"
"Grant Lake",212,2,5,48,8,182,"48 deg 37 min","123 deg 46 min"
"Grant Lake",212,2,5,48,9,98,"48 deg 37 min","123 deg 46 min"
"Grant Lake",212,3,5,48,1,213,"48 deg 37 min","123 deg 46 min"
"Grant Lake",212,3,5,48,2,355,"48 deg 37 min","123 deg 46 min"
"Grant Lake",212,3,5,48,3,298,"48 deg 37 min","123 deg 46 min"
"Grant Lake",212,3,5,48,4,505,"48 deg 37 min","123 deg 46 min"
"Grant Lake",212,3,5,48,5,398,"48 deg 37 min","123 deg 46 min"
"Grant Lake",212,3,5,48,6,418,"48 deg 37 min","123 deg 46 min"
"Grant Lake",212,3,5,48,7,258,"48 deg 37 min","123 deg 46 min"
"Grant Lake",212,3,5,48,8,182,"48 deg 37 min","123 deg 46 min"
"Grant Lake",212,3,5,48,9,98,"48 deg 37 min","123 deg 46 min"
"Grant Lake",212,5,10,39,1,160,"48 deg 37 min","123 deg 46 min"
"Grant Lake",212,5,10,39,2,335,"48 deg 37 min","123 deg 46 min"
"Grant Lake",212,5,10,39,3,259,"48 deg 37 min","123 deg 46 min"
"Grant Lake",212,5,10,39,4,453,"48 deg 37 min","123 deg 46 min"
"Grant Lake",212,5,10,39,5,335,"48 deg 37 min","123 deg 46 min"
"Grant Lake",212,5,10,39,6,388,"48 deg 37 min","123 deg 46 min"
"Grant Lake",212,5,10,39,7,240,"48 deg 37 min","123 deg 46 min"
"Grant Lake",212,5,10,39,8,154,"48 deg 37 min","123 deg 46 min"
"Grant Lake",212,5,10,39,9,30,"48 deg 37 min","123 deg 46 min"
"Grant Lake",212,10,15,31,1,150,"48 deg 37 min","123 deg 46 min"
"Grant Lake",212,10,15,31,2,272,"48 deg 37 min","123 deg 46 min"
"Grant Lake",212,10,15,31,3,236,"48 deg 37 min","123 deg 46 min"
"Grant Lake",212,10,15,31,4,408,"48 deg 37 min","123 deg 46 min"
"Grant Lake",212,10,15,31,5,276,"48 deg 37 min","123 deg 46 min"
"Grant Lake",212,10,15,31,6,331,"48 deg 37 min","123 deg 46 min"
"Grant Lake",212,10,15,31,7,179,"48 deg 37 min","123 deg 46 min"
"Grant Lake",212,10,15,31,8,109,"48 deg 37 min","123 deg 46 min"
"Grant Lake",212,10,15,31,9,0,"48 deg 37 min","123 deg 46 min"
"Grant Lake",212,15,20,25,1,70,"48 deg 37 min","123 deg 46 min"
"Grant Lake",212,15,20,25,2,235,"48 deg 37 min","123 deg 46 min"
"Grant Lake",212,15,20,25,3,194,"48 deg 37 min","123 deg 46 min"
"Grant Lake",212,15,20,25,4,351,"48 deg 37 min","123 deg 46 min"
"Grant Lake",212,15,20,25,5,235,"48 deg 37 min","123 deg 46 min"
"Grant Lake",212,15,20,25,6,283,"48 deg 37 min","123 deg 46 min"
"Grant Lake",212,15,20,25,7,136,"48 deg 37 min","123 deg 46 min"
"Grant Lake",212,15,20,25,8,25,"48 deg 37 min","123 deg 46 min"
"Grant Lake",212,15,20,25,9,0,"48 deg 37 min","123 deg 46 min"
"Grant Lake",212,20,30,17,1,0,"48 deg 37 min","123 deg 46 min"
"Grant Lake",212,20,30,17,2,178,"48 deg 37 min","123 deg 46 min"
"Grant Lake",212,20,30,17,3,118,"48 deg 37 min","123 deg 46 min"
"Grant Lake",212,20,30,17,4,306,"48 deg 37 min","123 deg 46 min"
