"Lake name","Lake code","Depth min m","Depth max m","Area ha","Transect","Transect length m","Lake latitude","Lake longitude"
"Tatsamenie Lake",66,3,5,1622,15,2604,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,3,5,1622,16,2660,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,5,10,1508,1,898,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,5,10,1508,2,458,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,5,10,1508,3,1305,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,5,10,1508,4,1001,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,5,10,1508,5,961,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,5,10,1508,6,1015,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,5,10,1508,7,678,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,5,10,1508,8,987,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,5,10,1508,9,1256,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,5,10,1508,10,700,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,5,10,1508,11,1100,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,5,10,1508,12,810,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,5,10,1508,13,755,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,5,10,1508,14,2801,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,5,10,1508,15,2528,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,5,10,1508,16,2501,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,10,15,1410,1,887,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,10,15,1410,2,435,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,10,15,1410,3,1260,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,10,15,1410,4,965,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,10,15,1410,5,941,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,10,15,1410,6,989,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,10,15,1410,7,646,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,10,15,1410,8,962,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,10,15,1410,9,1194,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,10,15,1410,10,688,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,10,15,1410,11,999,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,10,15,1410,12,769,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,10,15,1410,13,684,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,10,15,1410,14,2792,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,10,15,1410,15,2375,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,10,15,1410,16,2451,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,15,20,1326,1,865,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,15,20,1326,2,413,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,15,20,1326,3,1094,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,15,20,1326,4,934,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,15,20,1326,5,919,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,15,20,1326,6,965,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,15,20,1326,7,609,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,15,20,1326,8,927,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,15,20,1326,9,1125,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,15,20,1326,10,649,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,15,20,1326,11,896,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,15,20,1326,12,739,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,15,20,1326,13,640,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,15,20,1326,14,2706,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,15,20,1326,15,2299,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,15,20,1326,16,2392,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,20,30,1198,1,825,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,20,30,1198,2,382,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,20,30,1198,3,935,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,20,30,1198,4,889,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,20,30,1198,5,886,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,20,30,1198,6,914,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,20,30,1198,7,532,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,20,30,1198,8,877,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,20,30,1198,9,1013,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,20,30,1198,10,590,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,20,30,1198,11,808,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,20,30,1198,12,714,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,20,30,1198,13,502,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,20,30,1198,14,2624,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,20,30,1198,15,2139,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,20,30,1198,16,2287,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,30,40,1048,1,781,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,30,40,1048,2,337,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,30,40,1048,3,779,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,30,40,1048,4,772,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,30,40,1048,5,830,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,30,40,1048,6,854,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,30,40,1048,7,310,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,30,40,1048,8,826,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,30,40,1048,9,625,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,30,40,1048,10,497,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,30,40,1048,11,742,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,30,40,1048,12,619,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,30,40,1048,13,374,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,30,40,1048,14,2467,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,30,40,1048,15,1972,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,30,40,1048,16,2103,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,40,50,927,1,744,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,40,50,927,2,301,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,40,50,927,3,731,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,40,50,927,4,710,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,40,50,927,5,780,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,40,50,927,6,761,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,40,50,927,7,0,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,40,50,927,8,774,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,40,50,927,9,533,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,40,50,927,10,469,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,40,50,927,11,668,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,40,50,927,12,531,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,40,50,927,13,308,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,40,50,927,14,2433,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,40,50,927,15,1827,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,40,50,927,16,2034,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,50,60,813,1,704,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,50,60,813,2,247,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,50,60,813,3,649,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,50,60,813,4,657,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,50,60,813,5,735,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,50,60,813,6,642,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,50,60,813,7,0,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,50,60,813,8,774,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,50,60,813,9,533,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,50,60,813,10,469,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,50,60,813,11,668,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,50,60,813,12,531,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,50,60,813,13,308,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,50,60,813,14,2342,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,50,60,813,15,1705,"58 deg 20 min","132 deg 20 min"
"Tatsamenie Lake",66,50,60,813,16,1929,"58 deg 20 min","132 deg 20 min"
"Taye Lake",133,NA,NA,NA,NA,NA,"60 deg 56 min","136 deg 21 min"
"Toquart Lake",112,NA,NA,NA,NA,NA,"49 deg 05 min","125 deg 21 min"
"Trapper Lake",67,2,5,542,1,849,"58 deg 28 min","132 deg 38 min"
"Trapper Lake",67,2,5,542,2,827,"58 deg 28 min","132 deg 38 min"
"Trapper Lake",67,2,5,542,3,476,"58 deg 28 min","132 deg 38 min"
"Trapper Lake",67,2,5,542,4,1637,"58 deg 28 min","132 deg 38 min"
"Trapper Lake",67,2,5,542,5,628,"58 deg 28 min","132 deg 38 min"
"Trapper Lake",67,3,5,542,1,849,"58 deg 28 min","132 deg 38 min"
"Trapper Lake",67,3,5,542,2,827,"58 deg 28 min","132 deg 38 min"
"Trapper Lake",67,3,5,542,3,476,"58 deg 28 min","132 deg 38 min"
"Trapper Lake",67,3,5,542,4,1637,"58 deg 28 min","132 deg 38 min"
"Trapper Lake",67,3,5,542,5,628,"58 deg 28 min","132 deg 38 min"
"Trapper Lake",67,5,10,513,1,835,"58 deg 28 min","132 deg 38 min"
"Trapper Lake",67,5,10,513,2,815,"58 deg 28 min","132 deg 38 min"
"Trapper Lake",67,5,10,513,3,465,"58 deg 28 min","132 deg 38 min"
"Trapper Lake",67,5,10,513,4,1617,"58 deg 28 min","132 deg 38 min"
"Trapper Lake",67,5,10,513,5,607,"58 deg 28 min","132 deg 38 min"
"Trapper Lake",67,10,15,490,1,823,"58 deg 28 min","132 deg 38 min"
"Trapper Lake",67,10,15,490,2,800,"58 deg 28 min","132 deg 38 min"
"Trapper Lake",67,10,15,490,3,460,"58 deg 28 min","132 deg 38 min"
"Trapper Lake",67,10,15,490,4,1599,"58 deg 28 min","132 deg 38 min"
"Trapper Lake",67,10,15,490,5,586,"58 deg 28 min","132 deg 38 min"
"Trapper Lake",67,15,20,472,1,818,"58 deg 28 min","132 deg 38 min"
"Trapper Lake",67,15,20,472,2,779,"58 deg 28 min","132 deg 38 min"
"Trapper Lake",67,15,20,472,3,454,"58 deg 28 min","132 deg 38 min"
"Trapper Lake",67,15,20,472,4,1568,"58 deg 28 min","132 deg 38 min"
"Trapper Lake",67,15,20,472,5,565,"58 deg 28 min","132 deg 38 min"
"Trapper Lake",67,20,30,445,1,797,"58 deg 28 min","132 deg 38 min"
"Trapper Lake",67,20,30,445,2,761,"58 deg 28 min","132 deg 38 min"
"Trapper Lake",67,20,30,445,3,439,"58 deg 28 min","132 deg 38 min"
"Trapper Lake",67,20,30,445,4,1462,"58 deg 28 min","132 deg 38 min"
"Trapper Lake",67,20,30,445,5,527,"58 deg 28 min","132 deg 38 min"
"Trapper Lake",67,30,40,410,1,763,"58 deg 28 min","132 deg 38 min"
"Trapper Lake",67,30,40,410,2,731,"58 deg 28 min","132 deg 38 min"
"Trapper Lake",67,30,40,410,3,423,"58 deg 28 min","132 deg 38 min"
"Trapper Lake",67,30,40,410,4,1410,"58 deg 28 min","132 deg 38 min"
"Trapper Lake",67,30,40,410,5,485,"58 deg 28 min","132 deg 38 min"
"Trapper Lake",67,40,50,374,1,751,"58 deg 28 min","132 deg 38 min"
"Trapper Lake",67,40,50,374,2,704,"58 deg 28 min","132 deg 38 min"
"Trapper Lake",67,40,50,374,3,396,"58 deg 28 min","132 deg 38 min"
"Trapper Lake",67,40,50,374,4,1286,"58 deg 28 min","132 deg 38 min"
"Trapper Lake",67,40,50,374,5,412,"58 deg 28 min","132 deg 38 min"
"Trapper Lake",67,50,60,312,1,720,"58 deg 28 min","132 deg 38 min"
"Trapper Lake",67,50,60,312,2,774,"58 deg 28 min","132 deg 38 min"
"Trapper Lake",67,50,60,312,3,383,"58 deg 28 min","132 deg 38 min"
"Trapper Lake",67,50,60,312,4,1111,"58 deg 28 min","132 deg 38 min"
"Trapper Lake",67,50,60,312,5,0,"58 deg 28 min","132 deg 38 min"
"Trembleur Lake",68,NA,NA,NA,NA,NA,"54 deg 49 min","125 deg 09 min"
"Tsusiat Lake",137,2,5,283.3,1,556,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,2,5,283.3,2,577,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,2,5,283.3,3,502,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,2,5,283.3,4,339,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,2,5,283.3,5,672,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,2,5,283.3,6,381,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,2,5,283.3,7,175,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,3,5,0,1,0,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,3,5,0,2,0,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,3,5,0,3,0,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,3,5,0,4,0,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,3,5,0,5,0,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,3,5,0,6,0,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,3,5,0,7,0,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,5,10,253.8,1,495,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,5,10,253.8,2,557,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,5,10,253.8,3,488,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,5,10,253.8,4,277,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,5,10,253.8,5,455,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,5,10,253.8,6,360,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,5,10,253.8,7,155,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,10,15,228.3,1,387,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,10,15,228.3,2,498,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,10,15,228.3,3,461,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,10,15,228.3,4,0,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,10,15,228.3,5,352,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,10,15,228.3,6,314,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,10,15,228.3,7,118,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,15,20,194.1,1,132,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,15,20,194.1,2,466,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,15,20,194.1,3,436,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,15,20,194.1,4,0,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,15,20,194.1,5,300,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,15,20,194.1,6,73,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,15,20,194.1,7,0,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,20,30,145.2,1,0,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,20,30,145.2,2,417,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,20,30,145.2,3,392,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,20,30,145.2,4,0,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,20,30,145.2,5,0,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,20,30,145.2,6,0,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,20,30,145.2,7,0,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,30,40,104.9,1,0,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,30,40,104.9,2,345,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,30,40,104.9,3,294,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,30,40,104.9,4,0,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,30,40,104.9,5,0,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,30,40,104.9,6,0,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,30,40,104.9,7,0,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,40,50,70.3,1,0,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,40,50,70.3,2,0,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,40,50,70.3,3,0,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,40,50,70.3,4,0,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,40,50,70.3,5,0,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,40,50,70.3,6,0,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,40,50,70.3,7,0,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,50,60,33.4,1,0,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,50,60,33.4,2,0,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,50,60,33.4,3,0,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,50,60,33.4,4,0,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,50,60,33.4,5,0,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,50,60,33.4,6,0,"48 deg 44 min","124 deg 53 min"
"Tsusiat Lake",137,50,60,33.4,7,0,"48 deg 44 min","124 deg 53 min"
"Tuya Lake",175,2,5,2948,1,1511,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,2,5,2948,2,2191,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,2,5,2948,3,3105,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,2,5,2948,4,2251,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,2,5,2948,5,2647,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,2,5,2948,6,873,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,2,5,2948,7,1214,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,2,5,2948,8,1215,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,2,5,2948,9,1779,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,2,5,2948,10,1426,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,3,5,2948,1,1511,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,3,5,2948,2,2191,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,3,5,2948,3,3105,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,3,5,2948,4,2251,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,3,5,2948,5,2647,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,3,5,2948,6,873,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,3,5,2948,7,1214,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,3,5,2948,8,1215,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,3,5,2948,9,1779,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,3,5,2948,10,1426,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,5,10,2615,1,1485,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,5,10,2615,2,2007,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,5,10,2615,3,3019,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,5,10,2615,4,2181,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,5,10,2615,5,2365,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,5,10,2615,6,198,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,5,10,2615,7,1173,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,5,10,2615,8,1118,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,5,10,2615,9,1616,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,5,10,2615,10,1349,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,10,15,2353,1,1448,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,10,15,2353,2,1882,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,10,15,2353,3,2865,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,10,15,2353,4,1919,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,10,15,2353,5,2162,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,10,15,2353,6,0,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,10,15,2353,7,1119,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,10,15,2353,8,909,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,10,15,2353,9,1583,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,10,15,2353,10,1265,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,15,20,9097,1,1375,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,15,20,9097,2,1639,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,15,20,9097,3,2730,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,15,20,9097,4,1809,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,15,20,9097,5,1976,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,15,20,9097,6,0,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,15,20,9097,7,1066,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,15,20,9097,8,849,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,15,20,9097,9,1498,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,15,20,9097,10,1193,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,20,30,1450,1,1110,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,20,30,1450,2,1112,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,20,30,1450,3,2341,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,20,30,1450,4,1279,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,20,30,1450,5,0,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,20,30,1450,6,0,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,20,30,1450,7,933,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,20,30,1450,8,300,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,20,30,1450,9,1136,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,20,30,1450,10,971,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,30,40,603,1,0,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,30,40,603,2,857,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,30,40,603,3,1724,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,30,40,603,4,189,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,30,40,603,5,0,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,30,40,603,6,0,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,30,40,603,7,0,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,30,40,603,8,0,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,30,40,603,9,635,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,30,40,603,10,187,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,40,50,155,1,0,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,40,50,155,2,364,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,40,50,155,3,0,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,40,50,155,4,0,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,40,50,155,5,0,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,40,50,155,6,0,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,40,50,155,7,0,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,40,50,155,8,0,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,40,50,155,9,103,"59 deg 05 min","130 deg 34 min"
"Tuya Lake",175,40,50,155,10,0,"59 deg 05 min","130 deg 34 min"
"Twin Lake",104,NA,NA,NA,NA,NA,"61 deg 42 min","135 deg 59 min"
"U Kennedy R M74",235,NA,NA,NA,NA,NA,NA,NA
"Uchuck Lake",115,2,5,92,1,490,"49 deg 02 min","125 deg 05 min"
"Uchuck Lake",115,2,5,92,2,617,"49 deg 02 min","125 deg 05 min"
"Uchuck Lake",115,2,5,92,3,475,"49 deg 02 min","125 deg 05 min"
"Uchuck Lake",115,2,5,92,4,393,"49 deg 02 min","125 deg 05 min"
"Uchuck Lake",115,2,5,92,5,2564,"49 deg 02 min","125 deg 05 min"
"Uchuck Lake",115,3,5,92,1,490,"49 deg 02 min","125 deg 05 min"
"Uchuck Lake",115,3,5,92,2,617,"49 deg 02 min","125 deg 05 min"
"Uchuck Lake",115,3,5,92,3,475,"49 deg 02 min","125 deg 05 min"
"Uchuck Lake",115,3,5,92,4,393,"49 deg 02 min","125 deg 05 min"
"Uchuck Lake",115,3,5,92,5,2564,"49 deg 02 min","125 deg 05 min"
"Uchuck Lake",115,5,10,68,1,425,"49 deg 02 min","125 deg 05 min"
"Uchuck Lake",115,5,10,68,2,587,"49 deg 02 min","125 deg 05 min"
