Syscode,System,Year,Date,Trawl#,Depth,Original_file
12,Alastair Lk,1978,1978-07-10,4,,Trawldoc.xls
12,Alastair Lk,1978,1978-10-08,4,,Trawldoc.xls
12,AlastairLk,1978,1978-07-10,3,7,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
12,AlastairLk,1978,1978-07-10,2,7,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
12,AlastairLk,1978,1978-07-10,4,7,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
12,AlastairLk,1978,1978-07-10,1,7,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
12,AlastairLk,1978,1978-10-08,4,15,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
12,AlastairLk,1978,1978-10-08,3,18,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
12,AlastairLk,1978,1978-10-08,2,20,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
12,AlastairLk,1978,1978-10-08,1,18,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
12,AlastairLk,1995,1995-10-11,10,33,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
12,AlastairLk,1995,1995-10-11,4,4,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
12,AlastairLk,1995,1995-10-11,5,9,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
12,AlastairLk,1995,1995-10-11,5,9,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
12,AlastairLk,1995,1995-10-11,6,12,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
12,AlastairLk,1995,1995-10-11,6,12,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
12,AlastairLk,1995,1995-10-11,7,11,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
12,AlastairLk,1995,1995-10-11,7,11,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
12,AlastairLk,1995,1995-10-11,8,9,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
12,AlastairLk,1995,1995-10-11,8,9,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
12,AlastairLk,1995,1995-10-11,9,17,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
12,AlastairLk,1995,1995-10-11,10,33,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
12,AlastairLk,1995,1995-10-11,11,33,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
12,AlastairLk,1995,1995-10-11,11,33,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
12,AlastairLk,1995,1995-10-11,12,19,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
12,AlastairLk,1995,1995-10-11,12,19,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
12,AlastairLk,1995,1995-10-11,13,14,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
12,AlastairLk,1995,1995-10-11,3,4,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
12,AlastairLk,1995,1995-10-11,9,17,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,Awun Lk,1979,1979-08-01,5,,Trawldoc.xls
27,Awun Lk,1982,1982-09-27,3,,Trawldoc.xls
27,Awun Lk,1982,1982-09-28,6,,Trawldoc.xls
27,Awun Lk,1983,1983-08-29,4,,Trawldoc.xls
27,Awun Lk,1983,1983-08-30,5,,Trawldoc.xls
27,Awun Lk,1984,1984-09-06,4,,Trawldoc.xls
27,Awun Lk,1984,1984-09-07,6,,Trawldoc.xls
27,Awun Lk,1985,1985-10-30,,,Trawldoc.xls
27,Awun Lk,1986,1986-09-05,,,Trawldoc.xls
27,Awun Lk,1991,1991-10-24,,,Trawldoc.xls
27,AwunLk,1979,1979-08-01,1,5,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1979,1979-08-01,4,14,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1979,1979-08-01,1,5,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1979,1979-08-01,2,10,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1979,1979-08-01,3,12,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1979,1979-08-01,3,12,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1979,1979-08-01,4,4,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1979,1979-08-01,5,8,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1979,1979-08-01,5,8,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1979,1979-08-01,2,10,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1980,1980-07-31,3,10,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1980,1980-07-31,3,10,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1980,1980-07-31,2,9,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1980,1980-07-31,2,9,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1980,1980-07-31,1,7,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1980,1980-07-31,1,7,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1981,1981-10-07,1,40,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1981,1981-10-07,2,30,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1981,1981-10-07,1,40,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1981,1981-10-07,3,15,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1981,1981-10-08,4,35,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1981,1981-10-08,4,35,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1981,1981-10-08,5,10,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1982,1982-09-27,2,10,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1982,1982-09-27,3,15,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1982,1982-09-27,1,10,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1982,1982-09-28,4,12,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1982,1982-09-28,5,22,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1982,1982-09-28,6,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1983,1983-08-29,1,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1983,1983-08-29,3,12,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1983,1983-08-29,3,12,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1983,1983-08-29,4,18,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1983,1983-08-29,4,18,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1983,1983-08-29,2,5,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1983,1983-08-29,2,5,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1983,1983-08-30,5,30,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1983,1983-08-30,5,30,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1984,1984-09-06,4,13,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1984,1984-09-06,4,13,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1984,1984-09-06,2,10,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1984,1984-09-06,2,10,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1984,1984-09-06,3,7,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1984,1984-09-06,3,7,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1984,1984-09-07,6,10,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1984,1984-09-07,6,10,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1984,1984-09-07,5,10,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1984,1984-09-07,5,10,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1985,1985-08-30,9,10,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1985,1985-08-30,3,10,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1985,1985-08-30,9,10,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1985,1985-08-30,8,10,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1985,1985-08-30,8,10,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1985,1985-08-30,6,6,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1985,1985-08-30,4,6,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1985,1985-08-30,5,14,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1985,1985-08-30,4,6,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1985,1985-08-30,5,14,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1985,1985-10-30,,,Missing Trawls-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1986,1986-09-05,,,Missing Trawls-Trawl Inventory (as of Sep 2000).xls
27,AwunLk,1991,1991-10-24,,,Missing Trawls-Trawl Inventory (as of Sep 2000).xls
16,Bear Lk,1978,1978-07-16,4,,Trawldoc.xls
16,Bear Lk,1978,1978-07-17,6,,Trawldoc.xls
16,Bear Lk,1978,1978-11-25,5,,Trawldoc.xls
16,Bear Lk,1988,1988-09-05,9,,Trawldoc.xls
16,BearLk,1978,1978-07-16,4,7,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
16,BearLk,1978,1978-07-16,3,7,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
16,BearLk,1978,1978-07-16,2,7,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
16,BearLk,1978,1978-07-16,1,4,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
16,BearLk,1978,1978-07-17,6,6,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
16,BearLk,1978,1978-11-25,1,6,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
16,BearLk,1978,1978-11-25,5,23,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
16,BearLk,1988,1988-09-05,2,11,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
16,BearLk,1988,1988-09-06,5,11,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
16,BearLk,1988,1988-09-06,3,14,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
16,BearLk,1988,1988-09-06,6,10,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
16,BearLk,1988,1988-09-06,7,10,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
16,BearLk,1995,1995-10-03,14,22,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
16,BearLk,1995,1995-10-03,15,17,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
16,BearLk,1995,1995-10-03,16,11,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
16,BearLk,1995,1995-10-03,17,12,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,Bonilla Lk,1979,1979-10-04,4,,Trawldoc.xls
31,Bonilla Lk,1982,1982-04-13,2,,Trawldoc.xls
31,Bonilla Lk,1982,1982-04-14,5,,Trawldoc.xls
31,Bonilla Lk,1982,1982-10-04,5,,Trawldoc.xls
31,Bonilla Lk,1983,1983-09-07,4,,Trawldoc.xls
31,Bonilla Lk,1983,1983-09-08,5,,Trawldoc.xls
31,Bonilla Lk,1984,1984-08-27,3,,Trawldoc.xls
31,Bonilla Lk,1984,1984-08-28,11,,Trawldoc.xls
31,BonillaLk,1979,1979-10-04,1,14,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1979,1979-10-04,2,14,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1979,1979-10-04,3,16,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1979,1979-10-04,3,19,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1979,1979-10-04,4,4,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1979,1979-10-04,1,4,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1979,1979-10-04,4,4,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1979,1979-10-04,2,4,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1980,1980-09-17,4,8,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1980,1980-09-17,4,4,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1980,1980-09-17,3,20,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1980,1980-09-17,2,16,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1980,1980-09-17,2,16,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1980,1980-09-17,1,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1980,1980-09-17,1,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1980,1980-09-18,5,19,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1980,1980-09-18,5,19,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1981,1981-07-18,1,20,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1981,1981-07-18,1,20,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1981,1981-07-18,2,7,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1981,1981-07-18,2,7,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1981,1981-07-19,5,12,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1981,1981-07-19,4,5,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1981,1981-07-19,4,5,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1981,1981-07-19,3,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1981,1981-07-19,3,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1981,1981-07-19,5,12,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1981,1981-07-19,4,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1981,1981-08-19,1,23,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1981,1981-08-19,2,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1981,1981-08-19,3,35,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1981,1981-08-20,7,15,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1981,1981-08-20,10,35,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1981,1981-08-20,9,25,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1981,1981-08-20,9,25,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1981,1981-08-20,8,20,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1981,1981-08-20,7,15,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1981,1981-08-20,10,35,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1981,1981-08-20,6,15,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1981,1981-08-20,6,15,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1981,1981-08-20,5,10,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1981,1981-08-20,4,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1981,1981-08-20,8,20,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1981,1981-09-20,3,20,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1981,1981-09-20,4,25,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1981,1981-09-20,4,25,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1981,1981-09-20,3,20,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1981,1981-09-20,2,10,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1981,1981-09-20,2,10,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1981,1981-09-20,1,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1981,1981-09-20,1,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1981,1981-09-21,5,25,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1981,1981-09-21,5,25,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1982,1982-04-13,1,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1982,1982-04-13,2,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1982,1982-04-13,2,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1982,1982-04-14,4,20,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1982,1982-04-14,5,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1982,1982-04-14,5,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1982,1982-10-04,3,19,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1982,1982-10-04,1,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1982,1982-10-04,2,14,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1982,1982-10-04,5,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1982,1982-10-04,5,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1982,1982-10-04,4,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1982,1982-10-04,3,19,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1982,1982-10-04,1,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1982,1982-10-04,2,14,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1983,1983-09-07,2,20,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1983,1983-09-07,2,20,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1983,1983-09-07,3,20,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1983,1983-09-07,3,20,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1983,1983-09-07,4,25,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1983,1983-09-07,4,25,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1983,1983-09-07,1,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1983,1983-09-08,5,8,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1984,1984-08-27,3,10,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1984,1984-08-27,2,5,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1984,1984-08-27,2,5,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1984,1984-08-27,1,5,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1984,1984-08-27,1,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1984,1984-08-27,3,10,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1984,1984-08-28,9,15,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1984,1984-08-28,8,15,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1984,1984-08-28,4,15,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1984,1984-08-28,4,15,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1984,1984-08-28,5,20,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1984,1984-08-28,5,20,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1984,1984-08-28,6,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1984,1984-08-28,9,15,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1984,1984-08-28,7,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1984,1984-08-28,10,5,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1984,1984-08-28,10,5,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1984,1984-08-28,11,5,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
31,BonillaLk,1984,1984-08-28,8,15,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
220,Bonney,1992,1992-08-10,,,Trawldoc.xls
220,Bonney,1992,1992-09-10,,,Trawldoc.xls
220,BonneyLk,1992,1992-08-10,,,Missing Trawls-Trawl Inventory (as of Sep 2000).xls
220,BonneyLk,1992,1992-09-10,,,Missing Trawls-Trawl Inventory (as of Sep 2000).xls
35,Bowser,1992,1992-09-10,1,,Trawldoc.xls
35,Bowser,1992,1992-09-11,14,,Trawldoc.xls
35,Bowser,1993,1993-06-16,4?,,Trawldoc.xls
35,Bowser,1993,1993-07-10,3?,,Trawldoc.xls
35,Bowser,1993,1993-08-09,2?,,Trawldoc.xls
35,Bowser,1993,1993-09-25,8,,Trawldoc.xls
35,Bowser Lk,1991,1991-09-01,1,,Trawldoc.xls
35,Bowser Lk,1991,1991-09-02,5,,Trawldoc.xls
35,BowserLk,1991,1991-09-01,1,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
35,BowserLk,1991,1991-09-02,5,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
35,BowserLk,1991,1991-09-02,4,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
35,BowserLk,1991,1991-09-02,3,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
35,BowserLk,1991,1991-09-02,2,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
35,BowserLk,1992,1992-09-10,1,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
35,BowserLk,1992,1992-09-11,12,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
35,BowserLk,1992,1992-09-11,15,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
35,BowserLk,1992,1992-09-11,14,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
35,BowserLk,1992,1992-09-11,12,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
35,BowserLk,1992,1992-09-11,7,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
35,BowserLk,1992,1992-09-11,6,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
35,BowserLk,1992,1992-09-11,5,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
35,BowserLk,1992,1992-09-11,5,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
35,BowserLk,1992,1992-09-11,2,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
35,BowserLk,1992,1992-09-11,8,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
35,BowserLk,1992,1992-09-11,13,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
35,BowserLk,1993,1993-06-16,4,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
35,BowserLk,1993,1993-06-16,4,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
35,BowserLk,1993,1993-06-16,3,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
35,BowserLk,1993,1993-07-10,3,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
35,BowserLk,1993,1993-08-09,1,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
35,BowserLk,1993,1993-08-09,2,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
35,BowserLk,1993,1993-09-25,2,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
35,BowserLk,1993,1993-09-25,5,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
35,BowserLk,1993,1993-09-25,6,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
35,BowserLk,1993,1993-09-25,7,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
35,BowserLk,1993,1993-09-25,8,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
35,BowserLk,1993,1993-09-25,3,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
35,BowserLk,1993,1993-09-25,4,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
35,BowserLk,1993,1993-09-25,1,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
161,Brannen Lk,1986,1986-04-16,5,,Trawldoc.xls
161,Brannen Lk,1990,1990-09-06,6,,Trawldoc.xls
161,BrannenLk,1986,1986-04-16,5,15,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
161,BrannenLk,1986,1986-04-16,3,12,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
161,BrannenLk,1986,1986-04-16,5,15,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
161,BrannenLk,1986,1986-04-16,3,12,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
161,BrannenLk,1986,1986-04-16,4,15,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
161,BrannenLk,1986,1986-04-16,4,15,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
161,BrannenLk,1986,1986-04-16,4,15,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
161,BrannenLk,1986,1986-04-16,4,15,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
161,BrannenLk,1986,1986-04-16,5,15,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
161,BrannenLk,1986,1986-04-16,5,15,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
161,BrannenLk,1990,1990-09-06,1,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
161,BrannenLk,1990,1990-09-06,6,0,TrawlYY Database-Trawl Inventory (as of Sep 2000).xls
