"lk.name","lake_code","depth_min","depth_max","Area","Transect","Length","lake_name","lake_latitude","lake_longitude"
"Fulmore_2005",248,20,30,513,4,1367,"Fulmore_2005",NA,NA
"Fulmore_2005",248,20,30,513,5,1888,"Fulmore_2005",NA,NA
"Fulmore_2005",248,20,30,513,6,413,"Fulmore_2005",NA,NA
"Fulmore_2005",248,20,30,513,7,0,"Fulmore_2005",NA,NA
"Fulmore_2005",248,20,30,513,8,0,"Fulmore_2005",NA,NA
"Fulmore_2005",248,30,40,431,1,0,"Fulmore_2005",NA,NA
"Fulmore_2005",248,30,40,431,2,397,"Fulmore_2005",NA,NA
"Fulmore_2005",248,30,40,431,3,1031,"Fulmore_2005",NA,NA
"Fulmore_2005",248,30,40,431,4,1260,"Fulmore_2005",NA,NA
"Fulmore_2005",248,30,40,431,5,1514,"Fulmore_2005",NA,NA
"Fulmore_2005",248,30,40,431,6,0,"Fulmore_2005",NA,NA
"Fulmore_2005",248,30,40,431,7,0,"Fulmore_2005",NA,NA
"Fulmore_2005",248,30,40,431,8,0,"Fulmore_2005",NA,NA
"Fulmore_2005",248,40,50,376,1,0,"Fulmore_2005",NA,NA
"Fulmore_2005",248,40,50,376,2,330,"Fulmore_2005",NA,NA
"Fulmore_2005",248,40,50,376,3,942,"Fulmore_2005",NA,NA
"Fulmore_2005",248,40,50,376,4,1161,"Fulmore_2005",NA,NA
"Fulmore_2005",248,40,50,376,5,1235,"Fulmore_2005",NA,NA
"Fulmore_2005",248,40,50,376,6,0,"Fulmore_2005",NA,NA
"Fulmore_2005",248,40,50,376,7,0,"Fulmore_2005",NA,NA
"Fulmore_2005",248,40,50,376,8,0,"Fulmore_2005",NA,NA
NA,70,NA,NA,NA,NA,NA,"Gamble Lake","53 deg 31 min","129 deg 24 min"
"Georgie Lk",123,2,5,453,1,441,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,2,5,453,2,485,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,2,5,453,3,313,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,2,5,453,4,528,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,2,5,453,5,494,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,2,5,453,6,645,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,2,5,453,7,1012,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,2,5,453,8,426,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,3,5,453,1,441,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,3,5,453,2,485,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,3,5,453,3,313,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,3,5,453,4,528,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,3,5,453,5,494,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,3,5,453,6,645,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,3,5,453,7,1012,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,3,5,453,8,426,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,5,10,397,1,393,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,5,10,397,2,465,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,5,10,397,3,189,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,5,10,397,4,492,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,5,10,397,5,446,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,5,10,397,6,581,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,5,10,397,7,886,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,5,10,397,8,318,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,10,15,328,1,355,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,10,15,328,2,428,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,10,15,328,3,142,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,10,15,328,4,432,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,10,15,328,5,418,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,10,15,328,6,523,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,10,15,328,7,832,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,10,15,328,8,272,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,15,20,211,1,304,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,15,20,211,2,382,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,15,20,211,3,76,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,15,20,211,4,0,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,15,20,211,5,335,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,15,20,211,6,445,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,15,20,211,7,747,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,15,20,211,8,222,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,20,30,92,1,0,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,20,30,92,2,232,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,20,30,92,3,0,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,20,30,92,4,0,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,20,30,92,5,0,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,20,30,92,6,181,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,20,30,92,7,681,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,20,30,92,8,154,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,30,40,29,1,0,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,30,40,29,2,0,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,30,40,29,3,0,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,30,40,29,4,0,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,30,40,29,5,0,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,30,40,29,6,0,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,30,40,29,7,556,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Georgie Lk",123,30,40,29,8,0,"Georgie Lake","50 deg 45 min","127 deg 40 min"
"Glendale Lk",120,2,5,109,1,575,"Glendale Lake","50 deg 37 min","125 deg 38 min"
"Glendale Lk",120,2,5,109,2,490,"Glendale Lake","50 deg 37 min","125 deg 38 min"
"Glendale Lk",120,2,5,109,3,655,"Glendale Lake","50 deg 37 min","125 deg 38 min"
"Glendale Lk",120,2,5,109,4,2105,"Glendale Lake","50 deg 37 min","125 deg 38 min"
"Glendale Lk",120,3,5,109,1,575,"Glendale Lake","50 deg 37 min","125 deg 38 min"
"Glendale Lk",120,3,5,109,2,490,"Glendale Lake","50 deg 37 min","125 deg 38 min"
"Glendale Lk",120,3,5,109,3,655,"Glendale Lake","50 deg 37 min","125 deg 38 min"
"Glendale Lk",120,3,5,109,4,2105,"Glendale Lake","50 deg 37 min","125 deg 38 min"
"Glendale Lk",120,5,10,96,1,545,"Glendale Lake","50 deg 37 min","125 deg 38 min"
"Glendale Lk",120,5,10,96,2,470,"Glendale Lake","50 deg 37 min","125 deg 38 min"
"Glendale Lk",120,5,10,96,3,600,"Glendale Lake","50 deg 37 min","125 deg 38 min"
"Glendale Lk",120,5,10,96,4,2065,"Glendale Lake","50 deg 37 min","125 deg 38 min"
"Glendale Lk",120,10,15,78,1,405,"Glendale Lake","50 deg 37 min","125 deg 38 min"
"Glendale Lk",120,10,15,78,2,420,"Glendale Lake","50 deg 37 min","125 deg 38 min"
"Glendale Lk",120,10,15,78,3,530,"Glendale Lake","50 deg 37 min","125 deg 38 min"
"Glendale Lk",120,10,15,78,4,2005,"Glendale Lake","50 deg 37 min","125 deg 38 min"
"Glendale Lk",120,15,20,53,1,240,"Glendale Lake","50 deg 37 min","125 deg 38 min"
"Glendale Lk",120,15,20,53,2,370,"Glendale Lake","50 deg 37 min","125 deg 38 min"
"Glendale Lk",120,15,20,53,3,465,"Glendale Lake","50 deg 37 min","125 deg 38 min"
"Glendale Lk",120,15,20,53,4,1855,"Glendale Lake","50 deg 37 min","125 deg 38 min"
"Glendale Lk",120,20,30,20,1,0,"Glendale Lake","50 deg 37 min","125 deg 38 min"
"Glendale Lk",120,20,30,20,2,0,"Glendale Lake","50 deg 37 min","125 deg 38 min"
"Glendale Lk",120,20,30,20,3,245,"Glendale Lake","50 deg 37 min","125 deg 38 min"
"Glendale Lk",120,20,30,20,4,555,"Glendale Lake","50 deg 37 min","125 deg 38 min"
NA,211,NA,NA,NA,NA,NA,"Glover Ck (GCL)","49 deg 20 min","124 deg 59 min"
NA,145,NA,NA,NA,NA,NA,"Gold River","49 deg 41 min","126 deg 10 min"
NA,135,NA,NA,NA,NA,NA,"Grande Isle Vil","54 deg 53 min","126 deg 13 min"
"Grant Lk",212,2,5,48,1,213,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,2,5,48,2,355,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,2,5,48,3,298,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,2,5,48,4,505,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,2,5,48,5,398,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,2,5,48,6,418,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,2,5,48,7,258,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,2,5,48,8,182,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,2,5,48,9,98,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,3,5,48,1,213,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,3,5,48,2,355,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,3,5,48,3,298,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,3,5,48,4,505,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,3,5,48,5,398,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,3,5,48,6,418,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,3,5,48,7,258,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,3,5,48,8,182,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,3,5,48,9,98,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,5,10,39,1,160,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,5,10,39,2,335,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,5,10,39,3,259,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,5,10,39,4,453,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,5,10,39,5,335,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,5,10,39,6,388,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,5,10,39,7,240,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,5,10,39,8,154,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,5,10,39,9,30,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,10,15,31,1,150,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,10,15,31,2,272,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,10,15,31,3,236,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,10,15,31,4,408,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,10,15,31,5,276,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,10,15,31,6,331,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,10,15,31,7,179,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,10,15,31,8,109,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,10,15,31,9,0,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,15,20,25,1,70,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,15,20,25,2,235,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,15,20,25,3,194,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,15,20,25,4,351,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,15,20,25,5,235,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,15,20,25,6,283,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,15,20,25,7,136,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,15,20,25,8,25,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,15,20,25,9,0,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,20,30,17,1,0,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,20,30,17,2,178,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,20,30,17,3,118,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,20,30,17,4,306,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,20,30,17,5,181,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,20,30,17,6,204,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,20,30,17,7,99,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,20,30,17,8,0,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,20,30,17,9,0,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,30,40,6,1,0,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,30,40,6,2,54,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,30,40,6,3,74,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,30,40,6,4,213,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,30,40,6,5,115,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,30,40,6,6,0,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,30,40,6,7,0,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,30,40,6,8,0,"Grant Lake","48 deg 37 min","123 deg 46 min"
"Grant Lk",212,30,40,6,9,0,"Grant Lake","48 deg 37 min","123 deg 46 min"
"GREAT CENTRAL LAKE",1,2,5,5085,1,1260,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,2,5,5085,2,2150,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,2,5,5085,3,1560,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,2,5,5085,4,1370,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,2,5,5085,5,1780,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,2,5,5085,6,760,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,3,5,5085,1,1260,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,3,5,5085,2,2150,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,3,5,5085,3,1560,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,3,5,5085,4,1370,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,3,5,5085,5,1780,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,3,5,5085,6,760,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,5,10,5054,1,1250,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,5,10,5054,2,2140,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,5,10,5054,3,1554,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,5,10,5054,4,1365,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,5,10,5054,5,1770,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,5,10,5054,6,760,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,10,15,5022,1,1240,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,10,15,5022,2,2140,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,10,15,5022,3,1548,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,10,15,5022,4,1360,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,10,15,5022,5,1770,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,10,15,5022,6,750,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,15,20,4959,1,1230,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,15,20,4959,2,2136,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,15,20,4959,3,1525,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,15,20,4959,4,1350,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,15,20,4959,5,1762,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,15,20,4959,6,748,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,20,30,4863,1,1220,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,20,30,4863,2,2114,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,20,30,4863,3,1502,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,20,30,4863,4,1326,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,20,30,4863,5,1744,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,20,30,4863,6,740,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,30,40,4735,1,1179,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,30,40,4735,2,2050,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,30,40,4735,3,1444,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,30,40,4735,4,1264,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,30,40,4735,5,1709,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,30,40,4735,6,736,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,40,50,4606,1,1144,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,40,50,4606,2,1986,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,40,50,4606,3,1397,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,40,50,4606,4,1220,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,40,50,4606,5,1682,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,40,50,4606,6,724,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,50,60,4475,1,1110,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,50,60,4475,2,1935,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,50,60,4475,3,1362,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,50,60,4475,4,1184,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,50,60,4475,5,1638,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,50,60,4475,6,717,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,60,70,4345,1,1075,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,60,70,4345,2,1884,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,60,70,4345,3,1316,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,60,70,4345,4,1123,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,60,70,4345,5,1602,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,60,70,4345,6,699,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,70,80,4195,1,1029,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,70,80,4195,2,1794,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,70,80,4195,3,1281,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,70,80,4195,4,1078,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,70,80,4195,5,1566,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,70,80,4195,6,687,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,80,90,4020,1,983,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,80,90,4020,2,1704,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,80,90,4020,3,1260,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,80,90,4020,4,1043,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,80,90,4020,5,1540,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,80,90,4020,6,669,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,90,100,3815,1,970,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,90,100,3815,2,1666,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,90,100,3815,3,1200,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,90,100,3815,4,1000,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,90,100,3815,5,1500,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"GREAT CENTRAL LAKE",1,90,100,3815,6,600,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"Halfway Lk",221,2,5,32,1,222,"Halfway Lake",NA,NA
"Halfway Lk",221,2,5,32,2,215,"Halfway Lake",NA,NA
"Halfway Lk",221,2,5,32,3,729,"Halfway Lake",NA,NA
"Halfway Lk",221,3,5,0,1,0,"Halfway Lake",NA,NA
"Halfway Lk",221,3,5,0,2,0,"Halfway Lake",NA,NA
"Halfway Lk",221,3,5,0,3,0,"Halfway Lake",NA,NA
"Halfway Lk",221,5,10,22,1,180,"Halfway Lake",NA,NA
"Halfway Lk",221,5,10,22,2,161,"Halfway Lake",NA,NA
"Halfway Lk",221,5,10,22,3,326,"Halfway Lake",NA,NA
"Halfway Lk",221,10,15,14,1,127,"Halfway Lake",NA,NA
"Halfway Lk",221,10,15,14,2,111,"Halfway Lake",NA,NA
"Halfway Lk",221,10,15,14,3,246,"Halfway Lake",NA,NA
"Halfway Lk",221,15,20,3,1,0,"Halfway Lake",NA,NA
"Halfway Lk",221,15,20,3,2,0,"Halfway Lake",NA,NA
"Halfway Lk",221,15,20,3,3,124,"Halfway Lake",NA,NA
NA,196,NA,NA,NA,NA,NA,"Hand Is.",NA,NA
NA,75,NA,NA,NA,NA,NA,"Harrison Lake","49 deg 25 min","121 deg 50 min"
"HENDERSON LAKE",3,2,5,1545,1,485,"Henderson Lake","49 deg 05 min","125 deg 02 min"
"HENDERSON LAKE",3,2,5,1545,2,830,"Henderson Lake","49 deg 05 min","125 deg 02 min"
"HENDERSON LAKE",3,2,5,1545,3,945,"Henderson Lake","49 deg 05 min","125 deg 02 min"
"HENDERSON LAKE",3,2,5,1545,4,845,"Henderson Lake","49 deg 05 min","125 deg 02 min"
"HENDERSON LAKE",3,2,5,1545,5,910,"Henderson Lake","49 deg 05 min","125 deg 02 min"
"HENDERSON LAKE",3,2,5,1545,6,1135,"Henderson Lake","49 deg 05 min","125 deg 02 min"
"HENDERSON LAKE",3,2,5,1545,7,760,"Henderson Lake","49 deg 05 min","125 deg 02 min"
"HENDERSON LAKE",3,2,5,1545,8,1667,"Henderson Lake","49 deg 05 min","125 deg 02 min"
"HENDERSON LAKE",3,2,5,1545,9,2025,"Henderson Lake","49 deg 05 min","125 deg 02 min"
"HENDERSON LAKE",3,2,5,1545,10,2332,"Henderson Lake","49 deg 05 min","125 deg 02 min"
"HENDERSON LAKE",3,2,5,1545,11,2571,"Henderson Lake","49 deg 05 min","125 deg 02 min"
"HENDERSON LAKE",3,2,5,1545,12,3025,"Henderson Lake","49 deg 05 min","125 deg 02 min"
"HENDERSON LAKE",3,2,5,1545,13,1917,"Henderson Lake","49 deg 05 min","125 deg 02 min"
"HENDERSON LAKE",3,2,5,1545,14,702,"Henderson Lake","49 deg 05 min","125 deg 02 min"
"HENDERSON LAKE",3,2,5,1545,15,1349,"Henderson Lake","49 deg 05 min","125 deg 02 min"
"HENDERSON LAKE",3,2,5,1545,16,1600,"Henderson Lake","49 deg 05 min","125 deg 02 min"
"HENDERSON LAKE",3,2,5,1545,17,1568,"Henderson Lake","49 deg 05 min","125 deg 02 min"
