"fish_unique_ID","lake_code.sas","trawl_number.sas","trawl_date.sas","fish_id.sas","lake_code.dat","trawl_number.dat","trawl_date.dat","fish_id.dat","match"
"1991-05-24_6_2_1","6","2","1991-05-24","1","6","2","1991-05-24","1","MATCH"
"1991-05-24_6_2_2","6","2","1991-05-24","2","6","2","1991-05-24","2","MATCH"
"1991-05-24_6_2_3","6","2","1991-05-24","3","6","2","1991-05-24","3","MATCH"
"1991-05-24_6_2_4","6","2","1991-05-24","4","6","2","1991-05-24","4","MATCH"
"1991-05-24_6_2_5","6","2","1991-05-24","5","6","2","1991-05-24","5","MATCH"
"1991-05-24_6_2_6","6","2","1991-05-24","6","6","2","1991-05-24","6","MATCH"
"1991-05-24_6_2_7","6","2","1991-05-24","7","6","2","1991-05-24","7","MATCH"
"1991-05-24_6_2_8","6","2","1991-05-24","8","6","2","1991-05-24","8","MATCH"
"1991-05-24_6_2_9","6","2","1991-05-24","9","6","2","1991-05-24","9","MATCH"
"1991-05-24_6_3_1","6","3","1991-05-24","1","6","3","1991-05-24","1","MATCH"
"1991-05-24_6_3_10","6","3","1991-05-24","10","6","3","1991-05-24","10","MATCH"
"1991-05-24_6_3_11","6","3","1991-05-24","11","6","3","1991-05-24","11","MATCH"
"1991-05-24_6_3_12","6","3","1991-05-24","12","6","3","1991-05-24","12","MATCH"
"1991-05-24_6_3_13","6","3","1991-05-24","13","6","3","1991-05-24","13","MATCH"
"1991-05-24_6_3_14","6","3","1991-05-24","14","6","3","1991-05-24","14","MATCH"
"1991-05-24_6_3_15","6","3","1991-05-24","15","6","3","1991-05-24","15","MATCH"
"1991-05-24_6_3_16","6","3","1991-05-24","16","6","3","1991-05-24","16","MATCH"
"1991-05-24_6_3_17","6","3","1991-05-24","17","6","3","1991-05-24","17","MATCH"
"1991-05-24_6_3_18","6","3","1991-05-24","18","6","3","1991-05-24","18","MATCH"
"1991-05-24_6_3_19","6","3","1991-05-24","19","6","3","1991-05-24","19","MATCH"
"1991-05-24_6_3_2","6","3","1991-05-24","2","6","3","1991-05-24","2","MATCH"
"1991-05-24_6_3_3","6","3","1991-05-24","3","6","3","1991-05-24","3","MATCH"
"1991-05-24_6_3_4","6","3","1991-05-24","4","6","3","1991-05-24","4","MATCH"
"1991-05-24_6_3_5","6","3","1991-05-24","5","6","3","1991-05-24","5","MATCH"
"1991-05-24_6_3_6","6","3","1991-05-24","6","6","3","1991-05-24","6","MATCH"
"1991-05-24_6_3_7","6","3","1991-05-24","7","6","3","1991-05-24","7","MATCH"
"1991-05-24_6_3_8","6","3","1991-05-24","8","6","3","1991-05-24","8","MATCH"
"1991-05-24_6_3_9","6","3","1991-05-24","9","6","3","1991-05-24","9","MATCH"
"1991-05-24_6_5_1","6","5","1991-05-24","1","6","5","1991-05-24","1","MATCH"
"1991-05-24_6_5_10","6","5","1991-05-24","10","6","5","1991-05-24","10","MATCH"
"1991-05-24_6_5_11","6","5","1991-05-24","11","6","5","1991-05-24","11","MATCH"
"1991-05-24_6_5_12","6","5","1991-05-24","12","6","5","1991-05-24","12","MATCH"
"1991-05-24_6_5_13","6","5","1991-05-24","13","6","5","1991-05-24","13","MATCH"
"1991-05-24_6_5_14","6","5","1991-05-24","14","6","5","1991-05-24","14","MATCH"
"1991-05-24_6_5_15","6","5","1991-05-24","15","6","5","1991-05-24","15","MATCH"
"1991-05-24_6_5_16","6","5","1991-05-24","16","6","5","1991-05-24","16","MATCH"
"1991-05-24_6_5_17","6","5","1991-05-24","17","6","5","1991-05-24","17","MATCH"
"1991-05-24_6_5_18","6","5","1991-05-24","18","6","5","1991-05-24","18","MATCH"
"1991-05-24_6_5_19","6","5","1991-05-24","19","6","5","1991-05-24","19","MATCH"
"1991-05-24_6_5_2","6","5","1991-05-24","2","6","5","1991-05-24","2","MATCH"
"1991-05-24_6_5_20","6","5","1991-05-24","20","6","5","1991-05-24","20","MATCH"
"1991-05-24_6_5_21","6","5","1991-05-24","21","6","5","1991-05-24","21","MATCH"
"1991-05-24_6_5_22","6","5","1991-05-24","22","6","5","1991-05-24","22","MATCH"
"1991-05-24_6_5_23","6","5","1991-05-24","23","6","5","1991-05-24","23","MATCH"
"1991-05-24_6_5_24","6","5","1991-05-24","24","6","5","1991-05-24","24","MATCH"
"1991-05-24_6_5_25","6","5","1991-05-24","25","6","5","1991-05-24","25","MATCH"
"1991-05-24_6_5_26","6","5","1991-05-24","26","6","5","1991-05-24","26","MATCH"
"1991-05-24_6_5_27","6","5","1991-05-24","27","6","5","1991-05-24","27","MATCH"
"1991-05-24_6_5_28","6","5","1991-05-24","28","6","5","1991-05-24","28","MATCH"
"1991-05-24_6_5_29","6","5","1991-05-24","29","6","5","1991-05-24","29","MATCH"
"1991-05-24_6_5_3","6","5","1991-05-24","3","6","5","1991-05-24","3","MATCH"
"1991-05-24_6_5_30","6","5","1991-05-24","30","6","5","1991-05-24","30","MATCH"
"1991-05-24_6_5_4","6","5","1991-05-24","4","6","5","1991-05-24","4","MATCH"
"1991-05-24_6_5_5","6","5","1991-05-24","5","6","5","1991-05-24","5","MATCH"
"1991-05-24_6_5_6","6","5","1991-05-24","6","6","5","1991-05-24","6","MATCH"
"1991-05-24_6_5_7","6","5","1991-05-24","7","6","5","1991-05-24","7","MATCH"
"1991-05-24_6_5_8","6","5","1991-05-24","8","6","5","1991-05-24","8","MATCH"
"1991-05-24_6_5_9","6","5","1991-05-24","9","6","5","1991-05-24","9","MATCH"
"1991-05-24_6_6_1","6","6","1991-05-24","1","6","6","1991-05-24","1","MATCH"
"1991-05-24_6_6_10","6","6","1991-05-24","10","6","6","1991-05-24","10","MATCH"
"1991-05-24_6_6_11","6","6","1991-05-24","11","6","6","1991-05-24","11","MATCH"
"1991-05-24_6_6_12","6","6","1991-05-24","12","6","6","1991-05-24","12","MATCH"
"1991-05-24_6_6_13","6","6","1991-05-24","13","6","6","1991-05-24","13","MATCH"
"1991-05-24_6_6_14","6","6","1991-05-24","14","6","6","1991-05-24","14","MATCH"
"1991-05-24_6_6_15","6","6","1991-05-24","15","6","6","1991-05-24","15","MATCH"
"1991-05-24_6_6_16","6","6","1991-05-24","16","6","6","1991-05-24","16","MATCH"
"1991-05-24_6_6_17","6","6","1991-05-24","17","6","6","1991-05-24","17","MATCH"
"1991-05-24_6_6_18","6","6","1991-05-24","18","6","6","1991-05-24","18","MATCH"
"1991-05-24_6_6_19","6","6","1991-05-24","19","6","6","1991-05-24","19","MATCH"
"1991-05-24_6_6_2","6","6","1991-05-24","2","6","6","1991-05-24","2","MATCH"
"1991-05-24_6_6_20","6","6","1991-05-24","20","6","6","1991-05-24","20","MATCH"
"1991-05-24_6_6_21","6","6","1991-05-24","21","6","6","1991-05-24","21","MATCH"
"1991-05-24_6_6_22","6","6","1991-05-24","22","6","6","1991-05-24","22","MATCH"
"1991-05-24_6_6_23","6","6","1991-05-24","23","6","6","1991-05-24","23","MATCH"
"1991-05-24_6_6_24","6","6","1991-05-24","24","6","6","1991-05-24","24","MATCH"
"1991-05-24_6_6_25","6","6","1991-05-24","25","6","6","1991-05-24","25","MATCH"
"1991-05-24_6_6_26","6","6","1991-05-24","26","6","6","1991-05-24","26","MATCH"
"1991-05-24_6_6_27","6","6","1991-05-24","27","6","6","1991-05-24","27","MATCH"
"1991-05-24_6_6_28","6","6","1991-05-24","28","6","6","1991-05-24","28","MATCH"
"1991-05-24_6_6_29","6","6","1991-05-24","29","6","6","1991-05-24","29","MATCH"
"1991-05-24_6_6_3","6","6","1991-05-24","3","6","6","1991-05-24","3","MATCH"
"1991-05-24_6_6_30","6","6","1991-05-24","30","6","6","1991-05-24","30","MATCH"
"1991-05-24_6_6_31","6","6","1991-05-24","31","6","6","1991-05-24","31","MATCH"
"1991-05-24_6_6_32","6","6","1991-05-24","32","6","6","1991-05-24","32","MATCH"
"1991-05-24_6_6_33","6","6","1991-05-24","33","6","6","1991-05-24","33","MATCH"
"1991-05-24_6_6_34","6","6","1991-05-24","34","6","6","1991-05-24","34","MATCH"
"1991-05-24_6_6_35","6","6","1991-05-24","35","6","6","1991-05-24","35","MATCH"
"1991-05-24_6_6_36","6","6","1991-05-24","36","6","6","1991-05-24","36","MATCH"
"1991-05-24_6_6_37","6","6","1991-05-24","37","6","6","1991-05-24","37","MATCH"
"1991-05-24_6_6_38","6","6","1991-05-24","38","6","6","1991-05-24","38","MATCH"
"1991-05-24_6_6_39","6","6","1991-05-24","39","6","6","1991-05-24","39","MATCH"
"1991-05-24_6_6_4","6","6","1991-05-24","4","6","6","1991-05-24","4","MATCH"
"1991-05-24_6_6_40","6","6","1991-05-24","40","6","6","1991-05-24","40","MATCH"
"1991-05-24_6_6_41","6","6","1991-05-24","41","6","6","1991-05-24","41","MATCH"
"1991-05-24_6_6_42","6","6","1991-05-24","42","6","6","1991-05-24","42","MATCH"
"1991-05-24_6_6_43","6","6","1991-05-24","43","6","6","1991-05-24","43","MATCH"
"1991-05-24_6_6_44","6","6","1991-05-24","44","6","6","1991-05-24","44","MATCH"
"1991-05-24_6_6_45","6","6","1991-05-24","45","6","6","1991-05-24","45","MATCH"
"1991-05-24_6_6_46","6","6","1991-05-24","46","6","6","1991-05-24","46","MATCH"
"1991-05-24_6_6_47","6","6","1991-05-24","47","6","6","1991-05-24","47","MATCH"
"1991-05-24_6_6_5","6","6","1991-05-24","5","6","6","1991-05-24","5","MATCH"
"1991-05-24_6_6_6","6","6","1991-05-24","6","6","6","1991-05-24","6","MATCH"
"1991-05-24_6_6_7","6","6","1991-05-24","7","6","6","1991-05-24","7","MATCH"
"1991-05-24_6_6_8","6","6","1991-05-24","8","6","6","1991-05-24","8","MATCH"
"1991-05-24_6_6_9","6","6","1991-05-24","9","6","6","1991-05-24","9","MATCH"
"1991-06-20_67_1_1","67","1","1991-06-20","1",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_10","67","1","1991-06-20","10",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_100","67","1","1991-06-20","100",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_101","67","1","1991-06-20","101",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_102","67","1","1991-06-20","102",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_103","67","1","1991-06-20","103",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_104","67","1","1991-06-20","104",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_11","67","1","1991-06-20","11",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_12","67","1","1991-06-20","12",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_13","67","1","1991-06-20","13",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_14","67","1","1991-06-20","14",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_15","67","1","1991-06-20","15",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_16","67","1","1991-06-20","16",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_17","67","1","1991-06-20","17",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_18","67","1","1991-06-20","18",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_19","67","1","1991-06-20","19",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_2","67","1","1991-06-20","2",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_20","67","1","1991-06-20","20",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_21","67","1","1991-06-20","21",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_22","67","1","1991-06-20","22",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_23","67","1","1991-06-20","23",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_24","67","1","1991-06-20","24",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_25","67","1","1991-06-20","25",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_26","67","1","1991-06-20","26",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_27","67","1","1991-06-20","27",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_28","67","1","1991-06-20","28",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_29","67","1","1991-06-20","29",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_3","67","1","1991-06-20","3",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_30","67","1","1991-06-20","30",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_31","67","1","1991-06-20","31",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_32","67","1","1991-06-20","32",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_33","67","1","1991-06-20","33",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_34","67","1","1991-06-20","34",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_35","67","1","1991-06-20","35",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_36","67","1","1991-06-20","36",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_37","67","1","1991-06-20","37",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_38","67","1","1991-06-20","38",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_39","67","1","1991-06-20","39",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_4","67","1","1991-06-20","4",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_40","67","1","1991-06-20","40",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_41","67","1","1991-06-20","41",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_42","67","1","1991-06-20","42",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_43","67","1","1991-06-20","43",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_44","67","1","1991-06-20","44",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_45","67","1","1991-06-20","45",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_46","67","1","1991-06-20","46",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_47","67","1","1991-06-20","47",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_48","67","1","1991-06-20","48",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_49","67","1","1991-06-20","49",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_5","67","1","1991-06-20","5",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_50","67","1","1991-06-20","50",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_51","67","1","1991-06-20","51",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_52","67","1","1991-06-20","52",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_53","67","1","1991-06-20","53",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_54","67","1","1991-06-20","54",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_55","67","1","1991-06-20","55",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_56","67","1","1991-06-20","56",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_57","67","1","1991-06-20","57",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_58","67","1","1991-06-20","58",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_59","67","1","1991-06-20","59",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_6","67","1","1991-06-20","6",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_60","67","1","1991-06-20","60",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_61","67","1","1991-06-20","61",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_62","67","1","1991-06-20","62",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_63","67","1","1991-06-20","63",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_64","67","1","1991-06-20","64",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_65","67","1","1991-06-20","65",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_66","67","1","1991-06-20","66",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_67","67","1","1991-06-20","67",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_68","67","1","1991-06-20","68",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_69","67","1","1991-06-20","69",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_7","67","1","1991-06-20","7",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_70","67","1","1991-06-20","70",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_71","67","1","1991-06-20","71",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_72","67","1","1991-06-20","72",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_73","67","1","1991-06-20","73",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_74","67","1","1991-06-20","74",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_75","67","1","1991-06-20","75",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_76","67","1","1991-06-20","76",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_77","67","1","1991-06-20","77",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_78","67","1","1991-06-20","78",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_79","67","1","1991-06-20","79",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_8","67","1","1991-06-20","8",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_80","67","1","1991-06-20","80",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_81","67","1","1991-06-20","81",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_82","67","1","1991-06-20","82",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_83","67","1","1991-06-20","83",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_84","67","1","1991-06-20","84",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_85","67","1","1991-06-20","85",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_86","67","1","1991-06-20","86",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_87","67","1","1991-06-20","87",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_88","67","1","1991-06-20","88",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_89","67","1","1991-06-20","89",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_9","67","1","1991-06-20","9",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_90","67","1","1991-06-20","90",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_91","67","1","1991-06-20","91",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_92","67","1","1991-06-20","92",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_93","67","1","1991-06-20","93",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_94","67","1","1991-06-20","94",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_95","67","1","1991-06-20","95",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_96","67","1","1991-06-20","96",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_97","67","1","1991-06-20","97",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_98","67","1","1991-06-20","98",NA,NA,NA,NA,"NOT MATCH"
"1991-06-20_67_1_99","67","1","1991-06-20","99",NA,NA,NA,NA,"NOT MATCH"
"1991-06-26_3_3_1","3","3","1991-06-26","1","3","3","1991-06-26","1","MATCH"
"1991-06-26_3_4_1","3","4","1991-06-26","1","3","4","1991-06-26","1","MATCH"
"1991-06-26_3_5_1","3","5","1991-06-26","1","3","5","1991-06-26","1","MATCH"
"1991-06-27_6_2_1","6","2","1991-06-27","1","6","2","1991-06-27","1","MATCH"
"1991-06-27_6_2_2","6","2","1991-06-27","2","6","2","1991-06-27","2","MATCH"
"1991-06-27_6_2_3","6","2","1991-06-27","3","6","2","1991-06-27","3","MATCH"
"1991-06-27_6_2_4","6","2","1991-06-27","4","6","2","1991-06-27","4","MATCH"
"1991-06-27_6_2_5","6","2","1991-06-27","5","6","2","1991-06-27","5","MATCH"
"1991-06-27_6_2_6","6","2","1991-06-27","6","6","2","1991-06-27","6","MATCH"
"1991-06-27_6_2_7","6","2","1991-06-27","7","6","2","1991-06-27","7","MATCH"
"1991-06-27_6_2_8","6","2","1991-06-27","8","6","2","1991-06-27","8","MATCH"
"1991-06-27_6_2_9","6","2","1991-06-27","9","6","2","1991-06-27","9","MATCH"
"1991-06-27_6_3_1","6","3","1991-06-27","1","6","3","1991-06-27","1","MATCH"
"1991-06-27_6_3_10","6","3","1991-06-27","10","6","3","1991-06-27","10","MATCH"
"1991-06-27_6_3_11","6","3","1991-06-27","11","6","3","1991-06-27","11","MATCH"
"1991-06-27_6_3_12","6","3","1991-06-27","12","6","3","1991-06-27","12","MATCH"
"1991-06-27_6_3_13","6","3","1991-06-27","13","6","3","1991-06-27","13","MATCH"
"1991-06-27_6_3_14","6","3","1991-06-27","14","6","3","1991-06-27","14","MATCH"
"1991-06-27_6_3_15","6","3","1991-06-27","15","6","3","1991-06-27","15","MATCH"
"1991-06-27_6_3_16","6","3","1991-06-27","16","6","3","1991-06-27","16","MATCH"
"1991-06-27_6_3_17","6","3","1991-06-27","17","6","3","1991-06-27","17","MATCH"
"1991-06-27_6_3_18","6","3","1991-06-27","18","6","3","1991-06-27","18","MATCH"
"1991-06-27_6_3_19","6","3","1991-06-27","19","6","3","1991-06-27","19","MATCH"
"1991-06-27_6_3_2","6","3","1991-06-27","2","6","3","1991-06-27","2","MATCH"
"1991-06-27_6_3_20","6","3","1991-06-27","20","6","3","1991-06-27","20","MATCH"
"1991-06-27_6_3_21","6","3","1991-06-27","21","6","3","1991-06-27","21","MATCH"
"1991-06-27_6_3_22","6","3","1991-06-27","22","6","3","1991-06-27","22","MATCH"
"1991-06-27_6_3_3","6","3","1991-06-27","3","6","3","1991-06-27","3","MATCH"
"1991-06-27_6_3_4","6","3","1991-06-27","4","6","3","1991-06-27","4","MATCH"
"1991-06-27_6_3_5","6","3","1991-06-27","5","6","3","1991-06-27","5","MATCH"
"1991-06-27_6_3_6","6","3","1991-06-27","6","6","3","1991-06-27","6","MATCH"
"1991-06-27_6_3_7","6","3","1991-06-27","7","6","3","1991-06-27","7","MATCH"
"1991-06-27_6_3_8","6","3","1991-06-27","8","6","3","1991-06-27","8","MATCH"
"1991-06-27_6_3_9","6","3","1991-06-27","9","6","3","1991-06-27","9","MATCH"
"1991-06-27_6_5_1","6","5","1991-06-27","1","6","5","1991-06-27","1","MATCH"
"1991-06-27_6_5_10","6","5","1991-06-27","10","6","5","1991-06-27","10","MATCH"
"1991-06-27_6_5_11","6","5","1991-06-27","11","6","5","1991-06-27","11","MATCH"
"1991-06-27_6_5_12","6","5","1991-06-27","12","6","5","1991-06-27","12","MATCH"
"1991-06-27_6_5_13","6","5","1991-06-27","13","6","5","1991-06-27","13","MATCH"
"1991-06-27_6_5_14","6","5","1991-06-27","14","6","5","1991-06-27","14","MATCH"
"1991-06-27_6_5_15","6","5","1991-06-27","15","6","5","1991-06-27","15","MATCH"
"1991-06-27_6_5_16","6","5","1991-06-27","16","6","5","1991-06-27","16","MATCH"
"1991-06-27_6_5_17","6","5","1991-06-27","17","6","5","1991-06-27","17","MATCH"
"1991-06-27_6_5_18","6","5","1991-06-27","18","6","5","1991-06-27","18","MATCH"
"1991-06-27_6_5_19","6","5","1991-06-27","19","6","5","1991-06-27","19","MATCH"
"1991-06-27_6_5_2","6","5","1991-06-27","2","6","5","1991-06-27","2","MATCH"
"1991-06-27_6_5_20","6","5","1991-06-27","20","6","5","1991-06-27","20","MATCH"
"1991-06-27_6_5_21","6","5","1991-06-27","21","6","5","1991-06-27","21","MATCH"
"1991-06-27_6_5_22","6","5","1991-06-27","22","6","5","1991-06-27","22","MATCH"
"1991-06-27_6_5_23","6","5","1991-06-27","23","6","5","1991-06-27","23","MATCH"
"1991-06-27_6_5_24","6","5","1991-06-27","24","6","5","1991-06-27","24","MATCH"
"1991-06-27_6_5_25","6","5","1991-06-27","25","6","5","1991-06-27","25","MATCH"
"1991-06-27_6_5_26","6","5","1991-06-27","26","6","5","1991-06-27","26","MATCH"
"1991-06-27_6_5_27","6","5","1991-06-27","27","6","5","1991-06-27","27","MATCH"
"1991-06-27_6_5_28","6","5","1991-06-27","28","6","5","1991-06-27","28","MATCH"
"1991-06-27_6_5_29","6","5","1991-06-27","29","6","5","1991-06-27","29","MATCH"
"1991-06-27_6_5_3","6","5","1991-06-27","3","6","5","1991-06-27","3","MATCH"
"1991-06-27_6_5_30","6","5","1991-06-27","30","6","5","1991-06-27","30","MATCH"
"1991-06-27_6_5_31","6","5","1991-06-27","31","6","5","1991-06-27","31","MATCH"
"1991-06-27_6_5_32","6","5","1991-06-27","32","6","5","1991-06-27","32","MATCH"
"1991-06-27_6_5_33","6","5","1991-06-27","33","6","5","1991-06-27","33","MATCH"
"1991-06-27_6_5_34","6","5","1991-06-27","34","6","5","1991-06-27","34","MATCH"
"1991-06-27_6_5_35","6","5","1991-06-27","35","6","5","1991-06-27","35","MATCH"
"1991-06-27_6_5_36","6","5","1991-06-27","36","6","5","1991-06-27","36","MATCH"
"1991-06-27_6_5_37","6","5","1991-06-27","37","6","5","1991-06-27","37","MATCH"
"1991-06-27_6_5_38","6","5","1991-06-27","38","6","5","1991-06-27","38","MATCH"
"1991-06-27_6_5_39","6","5","1991-06-27","39","6","5","1991-06-27","39","MATCH"
"1991-06-27_6_5_4","6","5","1991-06-27","4","6","5","1991-06-27","4","MATCH"
"1991-06-27_6_5_40","6","5","1991-06-27","40","6","5","1991-06-27","40","MATCH"
"1991-06-27_6_5_41","6","5","1991-06-27","41","6","5","1991-06-27","41","MATCH"
"1991-06-27_6_5_42","6","5","1991-06-27","42","6","5","1991-06-27","42","MATCH"
"1991-06-27_6_5_43","6","5","1991-06-27","43","6","5","1991-06-27","43","MATCH"
"1991-06-27_6_5_5","6","5","1991-06-27","5","6","5","1991-06-27","5","MATCH"
"1991-06-27_6_5_6","6","5","1991-06-27","6","6","5","1991-06-27","6","MATCH"
"1991-06-27_6_5_7","6","5","1991-06-27","7","6","5","1991-06-27","7","MATCH"
"1991-06-27_6_5_8","6","5","1991-06-27","8","6","5","1991-06-27","8","MATCH"
"1991-06-27_6_5_9","6","5","1991-06-27","9","6","5","1991-06-27","9","MATCH"
"1991-06-29_8_1_1","8","1","1991-06-29","1","8","1","1991-06-29","1","MATCH"
"1991-06-29_8_1_2","8","1","1991-06-29","2","8","1","1991-06-29","2","MATCH"
"1991-06-29_8_1_3","8","1","1991-06-29","3","8","1","1991-06-29","3","MATCH"
"1991-06-29_8_1_4","8","1","1991-06-29","4","8","1","1991-06-29","4","MATCH"
"1991-06-29_8_2_1","8","2","1991-06-29","1","8","2","1991-06-29","1","MATCH"
"1991-06-29_8_2_2","8","2","1991-06-29","2","8","2","1991-06-29","2","MATCH"
"1991-06-29_8_2_3","8","2","1991-06-29","3","8","2","1991-06-29","3","MATCH"
"1991-06-29_8_2_4","8","2","1991-06-29","4","8","2","1991-06-29","4","MATCH"
"1991-06-29_8_2_5","8","2","1991-06-29","5","8","2","1991-06-29","5","MATCH"
