"fish_unique_ID","lake_code.sas","trawl_number.sas","trawl_date.sas","fish_weight_g.sas","duration_mi.sas","lake_code.dat","trawl_number.dat","trawl_date.dat","fish_weight_g.dat","duration_mi.dat","match"
"1996-07-23_2_3_14_7_20_1.47_53","2","3","1996-07-23","1.47","15","2","3","1996-07-23","1.47","15","MATCH"
"1996-07-23_2_3_14_7_21_0.85_46","2","3","1996-07-23","0.85","15","2","3","1996-07-23","0.85","15","MATCH"
"1996-07-23_2_3_14_7_22_1.87_57","2","3","1996-07-23","1.87","15","2","3","1996-07-23","1.87","15","MATCH"
"1996-07-23_2_3_14_7_23_2.4_62","2","3","1996-07-23","2.4","15","2","3","1996-07-23","2.4","15","MATCH"
"1996-07-23_2_3_14_7_24_2.44_64","2","3","1996-07-23","2.44","15","2","3","1996-07-23","2.44","15","MATCH"
"1996-07-23_2_3_14_7_25_1.47_53","2","3","1996-07-23","1.47","15","2","3","1996-07-23","1.47","15","MATCH"
"1996-07-23_2_3_14_7_26_1.56_55","2","3","1996-07-23","1.56","15","2","3","1996-07-23","1.56","15","MATCH"
"1996-07-23_2_3_14_7_27_2.99_66","2","3","1996-07-23","2.99","15","2","3","1996-07-23","2.99","15","MATCH"
"1996-07-23_2_3_14_7_28_2.35_60","2","3","1996-07-23","2.35","15","2","3","1996-07-23","2.35","15","MATCH"
"1996-07-23_2_3_14_7_29_1.68_55","2","3","1996-07-23","1.68","15","2","3","1996-07-23","1.68","15","MATCH"
"1996-07-23_2_3_14_7_3_1.93_59","2","3","1996-07-23","1.93","15","2","3","1996-07-23","1.93","15","MATCH"
"1996-07-23_2_3_14_7_30_2.01_59","2","3","1996-07-23","2.01","15","2","3","1996-07-23","2.01","15","MATCH"
"1996-07-23_2_3_14_7_31_1.5_53","2","3","1996-07-23","1.5","15","2","3","1996-07-23","1.5","15","MATCH"
"1996-07-23_2_3_14_7_32_2.35_63","2","3","1996-07-23","2.35","15","2","3","1996-07-23","2.35","15","MATCH"
"1996-07-23_2_3_14_7_33_1.35_52","2","3","1996-07-23","1.35","15","2","3","1996-07-23","1.35","15","MATCH"
"1996-07-23_2_3_14_7_34_2.64_65","2","3","1996-07-23","2.64","15","2","3","1996-07-23","2.64","15","MATCH"
"1996-07-23_2_3_14_7_35_1.17_50","2","3","1996-07-23","1.17","15","2","3","1996-07-23","1.17","15","MATCH"
"1996-07-23_2_3_14_7_36_1.64_55","2","3","1996-07-23","1.64","15","2","3","1996-07-23","1.64","15","MATCH"
"1996-07-23_2_3_14_7_4_1.98_58","2","3","1996-07-23","1.98","15","2","3","1996-07-23","1.98","15","MATCH"
"1996-07-23_2_3_14_7_5_2.07_59","2","3","1996-07-23","2.07","15","2","3","1996-07-23","2.07","15","MATCH"
"1996-07-23_2_3_14_7_6_0.42_35","2","3","1996-07-23","0.42","15","2","3","1996-07-23","0.42","15","MATCH"
"1996-07-23_2_3_14_7_7_1.61_53","2","3","1996-07-23","1.61","15","2","3","1996-07-23","1.61","15","MATCH"
"1996-07-23_2_3_14_7_8_1.72_55","2","3","1996-07-23","1.72","15","2","3","1996-07-23","1.72","15","MATCH"
"1996-07-23_2_3_14_7_9_2.2_61","2","3","1996-07-23","2.2","15","2","3","1996-07-23","2.2","15","MATCH"
"1996-07-23_2_4_17_7_1_2.6_60","2","4","1996-07-23","2.6","15","2","4","1996-07-23","2.6","15","MATCH"
"1996-07-23_2_4_17_7_10_2.26_58","2","4","1996-07-23","2.26","15","2","4","1996-07-23","2.26","15","MATCH"
"1996-07-23_2_4_17_7_11_2.91_65","2","4","1996-07-23","2.91","15","2","4","1996-07-23","2.91","15","MATCH"
"1996-07-23_2_4_17_7_12_1.82_56","2","4","1996-07-23","1.82","15","2","4","1996-07-23","1.82","15","MATCH"
"1996-07-23_2_4_17_7_13_1.92_58","2","4","1996-07-23","1.92","15","2","4","1996-07-23","1.92","15","MATCH"
"1996-07-23_2_4_17_7_14_2.37_61","2","4","1996-07-23","2.37","15","2","4","1996-07-23","2.37","15","MATCH"
"1996-07-23_2_4_17_7_15_2.9_64","2","4","1996-07-23","2.9","15","2","4","1996-07-23","2.9","15","MATCH"
"1996-07-23_2_4_17_7_16_1.49_53","2","4","1996-07-23","1.49","15","2","4","1996-07-23","1.49","15","MATCH"
"1996-07-23_2_4_17_7_17_1.45_52","2","4","1996-07-23","1.45","15","2","4","1996-07-23","1.45","15","MATCH"
"1996-07-23_2_4_17_7_18_3.06_66","2","4","1996-07-23","3.06","15","2","4","1996-07-23","3.06","15","MATCH"
"1996-07-23_2_4_17_7_19_2.02_58","2","4","1996-07-23","2.02","15","2","4","1996-07-23","2.02","15","MATCH"
"1996-07-23_2_4_17_7_2_2.89_64","2","4","1996-07-23","2.89","15","2","4","1996-07-23","2.89","15","MATCH"
"1996-07-23_2_4_17_7_20_3.8_72","2","4","1996-07-23","3.8","15","2","4","1996-07-23","3.8","15","MATCH"
"1996-07-23_2_4_17_7_21_1.74_55","2","4","1996-07-23","1.74","15","2","4","1996-07-23","1.74","15","MATCH"
"1996-07-23_2_4_17_7_3_3.1_67","2","4","1996-07-23","3.1","15","2","4","1996-07-23","3.1","15","MATCH"
"1996-07-23_2_4_17_7_4_1.94_58","2","4","1996-07-23","1.94","15","2","4","1996-07-23","1.94","15","MATCH"
"1996-07-23_2_4_17_7_5_2.12_58","2","4","1996-07-23","2.12","15","2","4","1996-07-23","2.12","15","MATCH"
"1996-07-23_2_4_17_7_6_2.27_59","2","4","1996-07-23","2.27","15","2","4","1996-07-23","2.27","15","MATCH"
"1996-07-23_2_4_17_7_7_2.96_64","2","4","1996-07-23","2.96","15","2","4","1996-07-23","2.96","15","MATCH"
"1996-07-23_2_4_17_7_8_1.74_56","2","4","1996-07-23","1.74","15","2","4","1996-07-23","1.74","15","MATCH"
"1996-07-23_2_4_17_7_9_1.7_54","2","4","1996-07-23","1.7","15","2","4","1996-07-23","1.7","15","MATCH"
"1996-07-24_2_5_0_2_1_1.41_54","2","5","1996-07-24","1.41","17","2","5","1996-07-24","1.41","17","MATCH"
"1996-07-24_2_6_14_32_1_47.98_160","2","6","1996-07-24","47.98","15","2","6","1996-07-24","47.98","15","MATCH"
"1996-07-24_2_6_14_7_1_0.71_42","2","6","1996-07-24","0.71","15","2","6","1996-07-24","0.71","15","MATCH"
"1996-07-24_2_6_14_7_10_3.03_64","2","6","1996-07-24","3.03","15","2","6","1996-07-24","3.03","15","MATCH"
"1996-07-24_2_6_14_7_11_0.98_49","2","6","1996-07-24","0.98","15","2","6","1996-07-24","0.98","15","MATCH"
"1996-07-24_2_6_14_7_12_2.73_63","2","6","1996-07-24","2.73","15","2","6","1996-07-24","2.73","15","MATCH"
"1996-07-24_2_6_14_7_13_1.12_49","2","6","1996-07-24","1.12","15","2","6","1996-07-24","1.12","15","MATCH"
"1996-07-24_2_6_14_7_14_2.24_60","2","6","1996-07-24","2.24","15","2","6","1996-07-24","2.24","15","MATCH"
"1996-07-24_2_6_14_7_15_3.2_68","2","6","1996-07-24","3.2","15","2","6","1996-07-24","3.2","15","MATCH"
"1996-07-24_2_6_14_7_16_2.54_62","2","6","1996-07-24","2.54","15","2","6","1996-07-24","2.54","15","MATCH"
"1996-07-24_2_6_14_7_17_2.11_60","2","6","1996-07-24","2.11","15","2","6","1996-07-24","2.11","15","MATCH"
"1996-07-24_2_6_14_7_18_1.61_54","2","6","1996-07-24","1.61","15","2","6","1996-07-24","1.61","15","MATCH"
"1996-07-24_2_6_14_7_19_3.01_66","2","6","1996-07-24","3.01","15","2","6","1996-07-24","3.01","15","MATCH"
"1996-07-24_2_6_14_7_2_1.98_56","2","6","1996-07-24","1.98","15","2","6","1996-07-24","1.98","15","MATCH"
"1996-07-24_2_6_14_7_20_1.71_55","2","6","1996-07-24","1.71","15","2","6","1996-07-24","1.71","15","MATCH"
"1996-07-24_2_6_14_7_21_1.83_57","2","6","1996-07-24","1.83","15","2","6","1996-07-24","1.83","15","MATCH"
"1996-07-24_2_6_14_7_22_1.79_56","2","6","1996-07-24","1.79","15","2","6","1996-07-24","1.79","15","MATCH"
"1996-07-24_2_6_14_7_23_1.78_57","2","6","1996-07-24","1.78","15","2","6","1996-07-24","1.78","15","MATCH"
"1996-07-24_2_6_14_7_24_3.42_68","2","6","1996-07-24","3.42","15","2","6","1996-07-24","3.42","15","MATCH"
"1996-07-24_2_6_14_7_25_3.02_66","2","6","1996-07-24","3.02","15","2","6","1996-07-24","3.02","15","MATCH"
"1996-07-24_2_6_14_7_26_1.4_52","2","6","1996-07-24","1.4","15","2","6","1996-07-24","1.4","15","MATCH"
"1996-07-24_2_6_14_7_27_3.01_65","2","6","1996-07-24","3.01","15","2","6","1996-07-24","3.01","15","MATCH"
"1996-07-24_2_6_14_7_28_0.96_46","2","6","1996-07-24","0.96","15","2","6","1996-07-24","0.96","15","MATCH"
"1996-07-24_2_6_14_7_29_2.89_66","2","6","1996-07-24","2.89","15","2","6","1996-07-24","2.89","15","MATCH"
"1996-07-24_2_6_14_7_3_1.59_53","2","6","1996-07-24","1.59","15","2","6","1996-07-24","1.59","15","MATCH"
"1996-07-24_2_6_14_7_30_1.76_56","2","6","1996-07-24","1.76","15","2","6","1996-07-24","1.76","15","MATCH"
"1996-07-24_2_6_14_7_31_2.08_58","2","6","1996-07-24","2.08","15","2","6","1996-07-24","2.08","15","MATCH"
"1996-07-24_2_6_14_7_32_1.91_58","2","6","1996-07-24","1.91","15","2","6","1996-07-24","1.91","15","MATCH"
"1996-07-24_2_6_14_7_33_2.29_62","2","6","1996-07-24","2.29","15","2","6","1996-07-24","2.29","15","MATCH"
"1996-07-24_2_6_14_7_34_1.76_57","2","6","1996-07-24","1.76","15","2","6","1996-07-24","1.76","15","MATCH"
"1996-07-24_2_6_14_7_35_1.92_59","2","6","1996-07-24","1.92","15","2","6","1996-07-24","1.92","15","MATCH"
"1996-07-24_2_6_14_7_36_2.64_62","2","6","1996-07-24","2.64","15","2","6","1996-07-24","2.64","15","MATCH"
"1996-07-24_2_6_14_7_37_2.71_64","2","6","1996-07-24","2.71","15","2","6","1996-07-24","2.71","15","MATCH"
"1996-07-24_2_6_14_7_38_1.56_54","2","6","1996-07-24","1.56","15","2","6","1996-07-24","1.56","15","MATCH"
"1996-07-24_2_6_14_7_39_3.69_69","2","6","1996-07-24","3.69","15","2","6","1996-07-24","3.69","15","MATCH"
"1996-07-24_2_6_14_7_4_2.85_65","2","6","1996-07-24","2.85","15","2","6","1996-07-24","2.85","15","MATCH"
"1996-07-24_2_6_14_7_40_1.93_58","2","6","1996-07-24","1.93","15","2","6","1996-07-24","1.93","15","MATCH"
"1996-07-24_2_6_14_7_41_1.05_48","2","6","1996-07-24","1.05","15","2","6","1996-07-24","1.05","15","MATCH"
"1996-07-24_2_6_14_7_42_0.89_46","2","6","1996-07-24","0.89","15","2","6","1996-07-24","0.89","15","MATCH"
"1996-07-24_2_6_14_7_43_2.38_62","2","6","1996-07-24","2.38","15","2","6","1996-07-24","2.38","15","MATCH"
"1996-07-24_2_6_14_7_44_0.85_43","2","6","1996-07-24","0.85","15","2","6","1996-07-24","0.85","15","MATCH"
"1996-07-24_2_6_14_7_45_2.28_60","2","6","1996-07-24","2.28","15","2","6","1996-07-24","2.28","15","MATCH"
"1996-07-24_2_6_14_7_46_2.19_61","2","6","1996-07-24","2.19","15","2","6","1996-07-24","2.19","15","MATCH"
"1996-07-24_2_6_14_7_47_2.74_64","2","6","1996-07-24","2.74","15","2","6","1996-07-24","2.74","15","MATCH"
"1996-07-24_2_6_14_7_48_2.46_61","2","6","1996-07-24","2.46","15","2","6","1996-07-24","2.46","15","MATCH"
"1996-07-24_2_6_14_7_49_2.01_59","2","6","1996-07-24","2.01","15","2","6","1996-07-24","2.01","15","MATCH"
"1996-07-24_2_6_14_7_5_10.19_94","2","6","1996-07-24","10.19","15","2","6","1996-07-24","10.19","15","MATCH"
"1996-07-24_2_6_14_7_50_1.8_56","2","6","1996-07-24","1.8","15","2","6","1996-07-24","1.8","15","MATCH"
"1996-07-24_2_6_14_7_51_1.76_56","2","6","1996-07-24","1.76","15","2","6","1996-07-24","1.76","15","MATCH"
"1996-07-24_2_6_14_7_52_3.09_67","2","6","1996-07-24","3.09","15","2","6","1996-07-24","3.09","15","MATCH"
"1996-07-24_2_6_14_7_53_2.46_63","2","6","1996-07-24","2.46","15","2","6","1996-07-24","2.46","15","MATCH"
"1996-07-24_2_6_14_7_54_2.94_65","2","6","1996-07-24","2.94","15","2","6","1996-07-24","2.94","15","MATCH"
"1996-07-24_2_6_14_7_55_2.37_61","2","6","1996-07-24","2.37","15","2","6","1996-07-24","2.37","15","MATCH"
"1996-07-24_2_6_14_7_56_2.18_60","2","6","1996-07-24","2.18","15","2","6","1996-07-24","2.18","15","MATCH"
"1996-07-24_2_6_14_7_57_1.91_57","2","6","1996-07-24","1.91","15","2","6","1996-07-24","1.91","15","MATCH"
"1996-07-24_2_6_14_7_58_3.78_70","2","6","1996-07-24","3.78","15","2","6","1996-07-24","3.78","15","MATCH"
"1996-07-24_2_6_14_7_59_3.49_67","2","6","1996-07-24","3.49","15","2","6","1996-07-24","3.49","15","MATCH"
"1996-07-24_2_6_14_7_6_1.51_53","2","6","1996-07-24","1.51","15","2","6","1996-07-24","1.51","15","MATCH"
"1996-07-24_2_6_14_7_60_4.09_72","2","6","1996-07-24","4.09","15","2","6","1996-07-24","4.09","15","MATCH"
"1996-07-24_2_6_14_7_61_5.37_78","2","6","1996-07-24","5.37","15","2","6","1996-07-24","5.37","15","MATCH"
"1996-07-24_2_6_14_7_62_6.4_84","2","6","1996-07-24","6.4","15","2","6","1996-07-24","6.4","15","MATCH"
"1996-07-24_2_6_14_7_7_1.75_57","2","6","1996-07-24","1.75","15","2","6","1996-07-24","1.75","15","MATCH"
"1996-07-24_2_6_14_7_8_2.55_63","2","6","1996-07-24","2.55","15","2","6","1996-07-24","2.55","15","MATCH"
"1996-07-24_2_6_14_7_9_2.24_58","2","6","1996-07-24","2.24","15","2","6","1996-07-24","2.24","15","MATCH"
"1996-07-24_2_7_17_7_1_3.84_70","2","7","1996-07-24","3.84","15","2","7","1996-07-24","3.84","15","MATCH"
"1996-07-24_2_7_17_7_10_2.08_59","2","7","1996-07-24","2.08","15","2","7","1996-07-24","2.08","15","MATCH"
"1996-07-24_2_7_17_7_11_2.12_59","2","7","1996-07-24","2.12","15","2","7","1996-07-24","2.12","15","MATCH"
"1996-07-24_2_7_17_7_12_2.88_65","2","7","1996-07-24","2.88","15","2","7","1996-07-24","2.88","15","MATCH"
"1996-07-24_2_7_17_7_13_1.73_56","2","7","1996-07-24","1.73","15","2","7","1996-07-24","1.73","15","MATCH"
"1996-07-24_2_7_17_7_14_1.59_55","2","7","1996-07-24","1.59","15","2","7","1996-07-24","1.59","15","MATCH"
"1996-07-24_2_7_17_7_15_1.17_49","2","7","1996-07-24","1.17","15","2","7","1996-07-24","1.17","15","MATCH"
"1996-07-24_2_7_17_7_16_3.22_67","2","7","1996-07-24","3.22","15","2","7","1996-07-24","3.22","15","MATCH"
"1996-07-24_2_7_17_7_17_1.92_57","2","7","1996-07-24","1.92","15","2","7","1996-07-24","1.92","15","MATCH"
"1996-07-24_2_7_17_7_18_2.74_63","2","7","1996-07-24","2.74","15","2","7","1996-07-24","2.74","15","MATCH"
"1996-07-24_2_7_17_7_19_1.84_56","2","7","1996-07-24","1.84","15","2","7","1996-07-24","1.84","15","MATCH"
"1996-07-24_2_7_17_7_2_2.93_65","2","7","1996-07-24","2.93","15","2","7","1996-07-24","2.93","15","MATCH"
"1996-07-24_2_7_17_7_20_3.47_69","2","7","1996-07-24","3.47","15","2","7","1996-07-24","3.47","15","MATCH"
"1996-07-24_2_7_17_7_21_2.18_60","2","7","1996-07-24","2.18","15","2","7","1996-07-24","2.18","15","MATCH"
"1996-07-24_2_7_17_7_22_3.8_70","2","7","1996-07-24","3.8","15","2","7","1996-07-24","3.8","15","MATCH"
"1996-07-24_2_7_17_7_23_2.38_59","2","7","1996-07-24","2.38","15","2","7","1996-07-24","2.38","15","MATCH"
"1996-07-24_2_7_17_7_24_2.6_64","2","7","1996-07-24","2.6","15","2","7","1996-07-24","2.6","15","MATCH"
"1996-07-24_2_7_17_7_25_1.72_54","2","7","1996-07-24","1.72","15","2","7","1996-07-24","1.72","15","MATCH"
"1996-07-24_2_7_17_7_26_4.45_73","2","7","1996-07-24","4.45","15","2","7","1996-07-24","4.45","15","MATCH"
"1996-07-24_2_7_17_7_27_1.68_55","2","7","1996-07-24","1.68","15","2","7","1996-07-24","1.68","15","MATCH"
"1996-07-24_2_7_17_7_28_3.19_67","2","7","1996-07-24","3.19","15","2","7","1996-07-24","3.19","15","MATCH"
"1996-07-24_2_7_17_7_29_1.79_58","2","7","1996-07-24","1.79","15","2","7","1996-07-24","1.79","15","MATCH"
"1996-07-24_2_7_17_7_3_1.81_56","2","7","1996-07-24","1.81","15","2","7","1996-07-24","1.81","15","MATCH"
"1996-07-24_2_7_17_7_30_2.08_59","2","7","1996-07-24","2.08","15","2","7","1996-07-24","2.08","15","MATCH"
"1996-07-24_2_7_17_7_31_2.36_61","2","7","1996-07-24","2.36","15","2","7","1996-07-24","2.36","15","MATCH"
"1996-07-24_2_7_17_7_32_3.42_69","2","7","1996-07-24","3.42","15","2","7","1996-07-24","3.42","15","MATCH"
"1996-07-24_2_7_17_7_33_1.51_53","2","7","1996-07-24","1.51","15","2","7","1996-07-24","1.51","15","MATCH"
"1996-07-24_2_7_17_7_34_2.56_63","2","7","1996-07-24","2.56","15","2","7","1996-07-24","2.56","15","MATCH"
"1996-07-24_2_7_17_7_35_2.56_64","2","7","1996-07-24","2.56","15","2","7","1996-07-24","2.56","15","MATCH"
"1996-07-24_2_7_17_7_36_2.67_63","2","7","1996-07-24","2.67","15","2","7","1996-07-24","2.67","15","MATCH"
"1996-07-24_2_7_17_7_37_1.68_55","2","7","1996-07-24","1.68","15","2","7","1996-07-24","1.68","15","MATCH"
"1996-07-24_2_7_17_7_38_2.33_62","2","7","1996-07-24","2.33","15","2","7","1996-07-24","2.33","15","MATCH"
"1996-07-24_2_7_17_7_39_1.97_59","2","7","1996-07-24","1.97","15","2","7","1996-07-24","1.97","15","MATCH"
"1996-07-24_2_7_17_7_4_1.66_55","2","7","1996-07-24","1.66","15","2","7","1996-07-24","1.66","15","MATCH"
"1996-07-24_2_7_17_7_40_2.91_67","2","7","1996-07-24","2.91","15","2","7","1996-07-24","2.91","15","MATCH"
"1996-07-24_2_7_17_7_41_2.22_61","2","7","1996-07-24","2.22","15","2","7","1996-07-24","2.22","15","MATCH"
"1996-07-24_2_7_17_7_42_1.47_53","2","7","1996-07-24","1.47","15","2","7","1996-07-24","1.47","15","MATCH"
"1996-07-24_2_7_17_7_43_3.3_66","2","7","1996-07-24","3.3","15","2","7","1996-07-24","3.3","15","MATCH"
"1996-07-24_2_7_17_7_44_2.58_62","2","7","1996-07-24","2.58","15","2","7","1996-07-24","2.58","15","MATCH"
"1996-07-24_2_7_17_7_45_3.19_67","2","7","1996-07-24","3.19","15","2","7","1996-07-24","3.19","15","MATCH"
"1996-07-24_2_7_17_7_46_2.71_65","2","7","1996-07-24","2.71","15","2","7","1996-07-24","2.71","15","MATCH"
"1996-07-24_2_7_17_7_47_3.06_67","2","7","1996-07-24","3.06","15","2","7","1996-07-24","3.06","15","MATCH"
"1996-07-24_2_7_17_7_48_2.49_64","2","7","1996-07-24","2.49","15","2","7","1996-07-24","2.49","15","MATCH"
"1996-07-24_2_7_17_7_49_2.97_65","2","7","1996-07-24","2.97","15","2","7","1996-07-24","2.97","15","MATCH"
"1996-07-24_2_7_17_7_5_5.14_78","2","7","1996-07-24","5.14","15","2","7","1996-07-24","5.14","15","MATCH"
"1996-07-24_2_7_17_7_50_2.36_62","2","7","1996-07-24","2.36","15","2","7","1996-07-24","2.36","15","MATCH"
"1996-07-24_2_7_17_7_51_1.29_52","2","7","1996-07-24","1.29","15","2","7","1996-07-24","1.29","15","MATCH"
"1996-07-24_2_7_17_7_52_2.63_62","2","7","1996-07-24","2.63","15","2","7","1996-07-24","2.63","15","MATCH"
"1996-07-24_2_7_17_7_53_2.76_64","2","7","1996-07-24","2.76","15","2","7","1996-07-24","2.76","15","MATCH"
"1996-07-24_2_7_17_7_54_1.33_52","2","7","1996-07-24","1.33","15","2","7","1996-07-24","1.33","15","MATCH"
"1996-07-24_2_7_17_7_55_3.2_67","2","7","1996-07-24","3.2","15","2","7","1996-07-24","3.2","15","MATCH"
"1996-07-24_2_7_17_7_56_3.33_69","2","7","1996-07-24","3.33","15","2","7","1996-07-24","3.33","15","MATCH"
"1996-07-24_2_7_17_7_57_1.21_50","2","7","1996-07-24","1.21","15","2","7","1996-07-24","1.21","15","MATCH"
"1996-07-24_2_7_17_7_58_3.4_68","2","7","1996-07-24","3.4","15","2","7","1996-07-24","3.4","15","MATCH"
"1996-07-24_2_7_17_7_59_1.11_48","2","7","1996-07-24","1.11","15","2","7","1996-07-24","1.11","15","MATCH"
"1996-07-24_2_7_17_7_6_2.41_62","2","7","1996-07-24","2.41","15","2","7","1996-07-24","2.41","15","MATCH"
"1996-07-24_2_7_17_7_60_2.35_62","2","7","1996-07-24","2.35","15","2","7","1996-07-24","2.35","15","MATCH"
"1996-07-24_2_7_17_7_61_2.06_59","2","7","1996-07-24","2.06","15","2","7","1996-07-24","2.06","15","MATCH"
"1996-07-24_2_7_17_7_62_1.8_58","2","7","1996-07-24","1.8","15","2","7","1996-07-24","1.8","15","MATCH"
"1996-07-24_2_7_17_7_63_1.6_55","2","7","1996-07-24","1.6","15","2","7","1996-07-24","1.6","15","MATCH"
"1996-07-24_2_7_17_7_64_2.04_59","2","7","1996-07-24","2.04","15","2","7","1996-07-24","2.04","15","MATCH"
"1996-07-24_2_7_17_7_65_2.1_60","2","7","1996-07-24","2.1","15","2","7","1996-07-24","2.1","15","MATCH"
"1996-07-24_2_7_17_7_66_3.37_69","2","7","1996-07-24","3.37","15","2","7","1996-07-24","3.37","15","MATCH"
"1996-07-24_2_7_17_7_67_1.19_48","2","7","1996-07-24","1.19","15","2","7","1996-07-24","1.19","15","MATCH"
"1996-07-24_2_7_17_7_68_2.9_65","2","7","1996-07-24","2.9","15","2","7","1996-07-24","2.9","15","MATCH"
"1996-07-24_2_7_17_7_69_2.86_64","2","7","1996-07-24","2.86","15","2","7","1996-07-24","2.86","15","MATCH"
"1996-07-24_2_7_17_7_7_1.62_54","2","7","1996-07-24","1.62","15","2","7","1996-07-24","1.62","15","MATCH"
"1996-07-24_2_7_17_7_70_1.48_54","2","7","1996-07-24","1.48","15","2","7","1996-07-24","1.48","15","MATCH"
"1996-07-24_2_7_17_7_71_2.54_63","2","7","1996-07-24","2.54","15","2","7","1996-07-24","2.54","15","MATCH"
"1996-07-24_2_7_17_7_72_2.69_64","2","7","1996-07-24","2.69","15","2","7","1996-07-24","2.69","15","MATCH"
"1996-07-24_2_7_17_7_73_2.3_62","2","7","1996-07-24","2.3","15","2","7","1996-07-24","2.3","15","MATCH"
