"fish_unique_ID","lake_code.sas","trawl_number.sas","trawl_date.sas","fish_weight_g.sas","duration_mi.sas","lake_code.dat","trawl_number.dat","trawl_date.dat","fish_weight_g.dat","duration_mi.dat","match"
"1993-05-09_62_1_12_7_1_21.09_124","62","1","1993-05-09","21.09","15","62","1","1993-05-09","21.09","15","MATCH"
"1993-05-09_62_1_12_7_2_11.83_100","62","1","1993-05-09","11.83","15","62","1","1993-05-09","11.83","15","MATCH"
"1993-05-09_62_1_12_7_3_16.82_115","62","1","1993-05-09","16.82","15","62","1","1993-05-09","16.82","15","MATCH"
"1993-06-15_43_1_3_7_1_2.77_64","43","1","1993-06-15","2.77","15","43","1","1993-06-15","2.77","15","MATCH"
"1993-06-15_43_1_3_7_10_2.12_59","43","1","1993-06-15","2.12","15","43","1","1993-06-15","2.12","15","MATCH"
"1993-06-15_43_1_3_7_11_3.66_69","43","1","1993-06-15","3.66","15","43","1","1993-06-15","3.66","15","MATCH"
"1993-06-15_43_1_3_7_12_2.39_63","43","1","1993-06-15","2.39","15","43","1","1993-06-15","2.39","15","MATCH"
"1993-06-15_43_1_3_7_13_4.65_75","43","1","1993-06-15","4.65","15","43","1","1993-06-15","4.65","15","MATCH"
"1993-06-15_43_1_3_7_14_4.87_75","43","1","1993-06-15","4.87","15","43","1","1993-06-15","4.87","15","MATCH"
"1993-06-15_43_1_3_7_15_1.37_51","43","1","1993-06-15","1.37","15","43","1","1993-06-15","1.37","15","MATCH"
"1993-06-15_43_1_3_7_16_2.78_64","43","1","1993-06-15","2.78","15","43","1","1993-06-15","2.78","15","MATCH"
"1993-06-15_43_1_3_7_17_3.59_68","43","1","1993-06-15","3.59","15","43","1","1993-06-15","3.59","15","MATCH"
"1993-06-15_43_1_3_7_18_1.34_50","43","1","1993-06-15","1.34","15","43","1","1993-06-15","1.34","15","MATCH"
"1993-06-15_43_1_3_7_19_1.65_60","43","1","1993-06-15","1.65","15","43","1","1993-06-15","1.65","15","MATCH"
"1993-06-15_43_1_3_7_2_2.37_60","43","1","1993-06-15","2.37","15","43","1","1993-06-15","2.37","15","MATCH"
"1993-06-15_43_1_3_7_20_2.41_62","43","1","1993-06-15","2.41","15","43","1","1993-06-15","2.41","15","MATCH"
"1993-06-15_43_1_3_7_21_2.35_60","43","1","1993-06-15","2.35","15","43","1","1993-06-15","2.35","15","MATCH"
"1993-06-15_43_1_3_7_22_2_58","43","1","1993-06-15","2","15","43","1","1993-06-15","2","15","MATCH"
"1993-06-15_43_1_3_7_23_2_60","43","1","1993-06-15","2","15","43","1","1993-06-15","2","15","MATCH"
"1993-06-15_43_1_3_7_24_2.36_60","43","1","1993-06-15","2.36","15","43","1","1993-06-15","2.36","15","MATCH"
"1993-06-15_43_1_3_7_25_3.22_69","43","1","1993-06-15","3.22","15","43","1","1993-06-15","3.22","15","MATCH"
"1993-06-15_43_1_3_7_26_1.98_58","43","1","1993-06-15","1.98","15","43","1","1993-06-15","1.98","15","MATCH"
"1993-06-15_43_1_3_7_27_2.12_58","43","1","1993-06-15","2.12","15","43","1","1993-06-15","2.12","15","MATCH"
"1993-06-15_43_1_3_7_28_1.68_55","43","1","1993-06-15","1.68","15","43","1","1993-06-15","1.68","15","MATCH"
"1993-06-15_43_1_3_7_29_2.97_70","43","1","1993-06-15","2.97","15","43","1","1993-06-15","2.97","15","MATCH"
"1993-06-15_43_1_3_7_3_2.7_69","43","1","1993-06-15","2.7","15","43","1","1993-06-15","2.7","15","MATCH"
