

  12                   : lake code
Alastair Lk         Replicate transects
951011                 : date
SIMRAD               2 : 1 = FURUNO FM 22  /  2 = SIMRAD
10   : Sounder Gain    : Sounder Gain
cc95%,mdrn,lghtwnd,fllmn,AT7ST11degC.
11Oct95/03Nov95/JH/EYM/20111//1/0/1/13/317/371                                                                

depth / transect / targets / %sockeye / %stickleback

  2-5   1    308  0.00  1.00
  2-5   2     62  0.00  1.00
  2-5   3     46  0.00  1.00
  2-5   4     35  0.00  1.00
  2-5   5     27  0.00  1.00
  3-5   1      0  0.00  0.00
  3-5   2      0  0.00  0.00
  3-5   3      0  0.00  0.00
  3-5   4      0  0.00  0.00
  3-5   5      0  0.00  0.00
 5-10   1    662  0.15  0.85
 5-10   2    176  0.15  0.85
 5-10   3    194  0.15  0.85
 5-10   4    273  0.15  0.85
 5-10   5    358  0.15  0.85
10-15   1    621  0.58  0.42
10-15   2    283  0.58  0.42
10-15   3    750  0.58  0.42
10-15   4    593  0.58  0.42
10-15   5    488  0.58  0.42
15-20   1    521  0.27  0.73
15-20   2    295  0.27  0.73
15-20   3    739  0.27  0.73
15-20   4    430  0.27  0.73
15-20   5    242  0.27  0.73
20-30   1      0  0.00  0.00
20-30   2      4  0.46  0.54
20-30   3    156  0.46  0.54
20-30   4    455  0.46  0.54
20-30   5    293  0.46  0.54
30-40   1      0  0.00  0.00
30-40   2      0  0.00  0.00
30-40   3      0  0.00  0.00
30-40   4    122  0.56  0.44
30-40   5     64  0.56  0.44
40-50   1      0  0.00  0.00
40-50   2      0  0.00  0.00
40-50   3      0  0.00  0.00
40-50   4     51  0.56  0.44
40-50   5     19  0.56  0.44
50-60   1      0  0.00  0.00
50-60   2      0  0.00  0.00
50-60   3      0  0.00  0.00
50-60   4     29  0.56  0.44
50-60   5     25  0.56  0.44


  16                   : lake code
Bear Lk             Replicate transects
951001                 : date
SIMRAD               2 : 1 = FURUNO FM 22  /  2 = SIMRAD
10   : Sounder Gain    : Sounder Gain
cc50%,lghtwnd,rpled,1/2mn,AT5ST10degC
01Oct95/02Nov95/JH/EYM/10005/20111/1/0/1/19/10/20                                                             

depth / transect / targets / %sockeye / %stickleback

  2-5   1      0  0.00  1.00
  2-5   2      2  0.00  1.00
  2-5   3      1  0.00  1.00
  2-5   4      1  0.00  1.00
  2-5   5      0  0.00  1.00
  2-5   6      0  0.00  1.00
  3-5   1      0  0.00  0.00
  3-5   2      0  0.00  0.00
  3-5   3      0  0.00  0.00
  3-5   4      0  0.00  0.00
  3-5   5      0  0.00  0.00
  3-5   6      0  0.00  0.00
 5-10   1      9  1.00  0.00
 5-10   2      8  1.00  0.00
 5-10   3      3  1.00  0.00
 5-10   4      6  1.00  0.00
 5-10   5      4  1.00  0.00
 5-10   6      4  1.00  0.00
10-15   1     37  0.86  0.14
10-15   2     19  0.86  0.14
10-15   3      5  0.86  0.14
10-15   4     15  0.86  0.14
10-15   5     12  0.86  0.14
10-15   6      2  0.86  0.14
15-20   1     26  0.33  0.67
15-20   2     18  0.33  0.67
15-20   3     18  0.33  0.67
15-20   4     46  0.33  0.67
15-20   5      5  0.33  0.67
15-20   6      1  0.33  0.67
20-30   1     17  0.08  0.92
20-30   2      4  0.08  0.92
20-30   3     22  0.08  0.92
20-30   4     85  0.08  0.92
20-30   5     33  0.08  0.92
20-30   6     20  0.08  0.92
30-40   1      0  0.00  0.00
30-40   2      0  0.00  0.00
30-40   3      0  0.00  0.00
30-40   4      0  0.00  0.00
30-40   5     45  0.00  1.00
30-40   6     22  0.00  1.00
40-50   1      0  0.00  0.00
40-50   2      0  0.00  0.00
40-50   3      0  0.00  0.00
40-50   4      0  0.00  0.00
40-50   5     31  0.00  1.00
40-50   6     20  0.00  1.00
50-60   1      0  0.00  0.00
50-60   2      0  0.00  0.00
50-60   3      0  0.00  0.00
50-60   4      0  0.00  0.00
50-60   5     18  0.00  1.00
50-60   6      0  0.00  1.00


 107                   : lake code
Cheewhat Lk         eym# 20069,20111. Dat#a61400.a28389
950624                 : date
SIMRAD               2 : 1 = FURUNO FM 22  /  2 = SIMRAD
10   : Sounder Gain    : Sounder Gain
clear,winds mod,waves 30cm,No moon, AT19.8,ST19.2
24Jun95/06Jul95/JH/EYM/20069/20111/1/0/1/4/246/0/                                                             

depth / transect / targets / %sockeye / %stickleback

  2-5   1      0  1.00  0.00
  2-5   2      8  1.00  0.00
  2-5   3      0  1.00  0.00
  2-5   4      0  1.00  0.00
  2-5   5      0  0.00  0.00
  2-5   6      0  0.00  0.00
  3-5   1      0  0.00  0.00
  3-5   2      0  0.00  0.00
  3-5   3      0  0.00  0.00
  3-5   4      0  0.00  0.00
  3-5   5      0  0.00  0.00
  3-5   6      0  0.00  0.00
 5-10   1     52  1.00  0.00
