"lk.name","lk.code","depth_min","depth_max","Area","Transect","Length"
"Halfway Lk",221,10,15,14,1,127
"Halfway Lk",221,10,15,14,2,111
"Halfway Lk",221,10,15,14,3,246
"Halfway Lk",221,15,20,3,1,0
"Halfway Lk",221,15,20,3,2,0
"Halfway Lk",221,15,20,3,3,124
"Hesquiat Lk",119,2,5,452,1,1070
"Hesquiat Lk",119,2,5,452,2,825
"Hesquiat Lk",119,2,5,452,3,780
"Hesquiat Lk",119,2,5,452,4,1075
"Hesquiat Lk",119,2,5,452,5,995
"Hesquiat Lk",119,2,5,452,6,550
"Hesquiat Lk",119,3,5,452,1,1070
"Hesquiat Lk",119,3,5,452,2,825
"Hesquiat Lk",119,3,5,452,3,780
"Hesquiat Lk",119,3,5,452,4,1075
"Hesquiat Lk",119,3,5,452,5,995
"Hesquiat Lk",119,3,5,452,6,550
"Hesquiat Lk",119,5,10,436,1,1005
"Hesquiat Lk",119,5,10,436,2,810
"Hesquiat Lk",119,5,10,436,3,760
"Hesquiat Lk",119,5,10,436,4,1065
"Hesquiat Lk",119,5,10,436,5,975
"Hesquiat Lk",119,5,10,436,6,545
"Hesquiat Lk",119,10,15,421,1,950
"Hesquiat Lk",119,10,15,421,2,800
"Hesquiat Lk",119,10,15,421,3,750
"Hesquiat Lk",119,10,15,421,4,1045
"Hesquiat Lk",119,10,15,421,5,955
"Hesquiat Lk",119,10,15,421,6,530
"Hesquiat Lk",119,15,20,405,1,925
"Hesquiat Lk",119,15,20,405,2,785
"Hesquiat Lk",119,15,20,405,3,734
"Hesquiat Lk",119,15,20,405,4,1025
"Hesquiat Lk",119,15,20,405,5,945
"Hesquiat Lk",119,15,20,405,6,500
"Hesquiat Lk",119,20,30,382,1,885
"Hesquiat Lk",119,20,30,382,2,755
"Hesquiat Lk",119,20,30,382,3,710
"Hesquiat Lk",119,20,30,382,4,985
"Hesquiat Lk",119,20,30,382,5,910
"Hesquiat Lk",119,20,30,382,6,470
"Hesquiat Lk",119,30,40,350,1,820
"Hesquiat Lk",119,30,40,350,2,715
"Hesquiat Lk",119,30,40,350,3,685
"Hesquiat Lk",119,30,40,350,4,825
"Hesquiat Lk",119,30,40,350,5,860
"Hesquiat Lk",119,30,40,350,6,440
"Hesquiat Lk",119,40,50,318,1,720
"Hesquiat Lk",119,40,50,318,2,680
"Hesquiat Lk",119,40,50,318,3,650
"Hesquiat Lk",119,40,50,318,4,740
"Hesquiat Lk",119,40,50,318,5,810
"Hesquiat Lk",119,40,50,318,6,405
"Heydon Bay Lk",300,2,5,93,1,1160
"Heydon Bay Lk",300,2,5,93,2,338
"Heydon Bay Lk",300,3,5,93,1,1160
"Heydon Bay Lk",300,3,5,93,2,338
"Heydon Bay Lk",300,5,10,88,1,1100
"Heydon Bay Lk",300,5,10,88,2,320
"Heydon Bay Lk",300,10,15,83,1,865
"Heydon Bay Lk",300,10,15,83,2,303
"Heydon Bay Lk",300,15,20,78,1,485
"Heydon Bay Lk",300,15,20,78,2,271
"Heydon_2005",250,2,5,862,1,1554
"Heydon_2005",250,2,5,862,2,1713
"Heydon_2005",250,2,5,862,3,1220
"Heydon_2005",250,2,5,862,4,1352
"Heydon_2005",250,2,5,862,5,1437
"Heydon_2005",250,2,5,862,6,1497
"Heydon_2005",250,2,5,862,7,1481
"Heydon_2005",250,2,5,862,8,846
"Heydon_2005",250,3,5,862,1,1554
"Heydon_2005",250,3,5,862,2,1699
"Heydon_2005",250,3,5,862,3,1220
"Heydon_2005",250,3,5,862,4,1352
"Heydon_2005",250,3,5,862,5,1437
"Heydon_2005",250,3,5,862,6,1497
"Heydon_2005",250,3,5,862,7,1481
"Heydon_2005",250,3,5,862,8,846
"Heydon_2005",250,5,10,818,1,1528
"Heydon_2005",250,5,10,818,2,1699
"Heydon_2005",250,5,10,818,3,1220
"Heydon_2005",250,5,10,818,4,1352
"Heydon_2005",250,5,10,818,5,1437
"Heydon_2005",250,5,10,818,6,1497
"Heydon_2005",250,5,10,818,7,1481
"Heydon_2005",250,5,10,818,8,846
"Heydon_2005",250,10,15,772,1,1511
"Heydon_2005",250,10,15,772,2,1699
"Heydon_2005",250,10,15,772,3,1220
"Heydon_2005",250,10,15,772,4,1332
"Heydon_2005",250,10,15,772,5,1417
"Heydon_2005",250,10,15,772,6,1492
"Heydon_2005",250,10,15,772,7,1469
"Heydon_2005",250,10,15,772,8,802
"Heydon_2005",250,15,20,728,1,1471
"Heydon_2005",250,15,20,728,2,1638
"Heydon_2005",250,15,20,728,3,1206
"Heydon_2005",250,15,20,728,4,1303
"Heydon_2005",250,15,20,728,5,1392
"Heydon_2005",250,15,20,728,6,1474
"Heydon_2005",250,15,20,728,7,1438
"Heydon_2005",250,15,20,728,8,766
"Heydon_2005",250,20,30,677,1,1438
"Heydon_2005",250,20,30,677,2,1580
"Heydon_2005",250,20,30,677,3,1160
"Heydon_2005",250,20,30,677,4,1252
"Heydon_2005",250,20,30,677,5,1343
"Heydon_2005",250,20,30,677,6,1440
"Heydon_2005",250,20,30,677,7,1387
"Heydon_2005",250,20,30,677,8,698
"Heydon_2005",250,30,40,618,1,1327
"Heydon_2005",250,30,40,618,2,1402
"Heydon_2005",250,30,40,618,3,1080
"Heydon_2005",250,30,40,618,4,1189
"Heydon_2005",250,30,40,618,5,1156
"Heydon_2005",250,30,40,618,6,1384
"Heydon_2005",250,30,40,618,7,1292
"Heydon_2005",250,30,40,618,8,608
"Heydon_2005",250,40,50,563,1,1211
"Heydon_2005",250,40,50,563,2,1392
"Heydon_2005",250,40,50,563,3,997
"Heydon_2005",250,40,50,563,4,1114
"Heydon_2005",250,40,50,563,5,1007
"Heydon_2005",250,40,50,563,6,1277
"Heydon_2005",250,40,50,563,7,1216
"Heydon_2005",250,40,50,563,8,527
"Heydon Lk",50,2,5,862,1,890
"Heydon Lk",50,2,5,862,2,1120
"Heydon Lk",50,2,5,862,3,1100
"Heydon Lk",50,2,5,862,4,1260
"Heydon Lk",50,2,5,862,5,1255
"Heydon Lk",50,2,5,862,6,1160
"Heydon Lk",50,2,5,862,7,710
"Heydon Lk",50,2,5,862,8,338
"Heydon Lk",50,3,5,862,1,890
"Heydon Lk",50,3,5,862,2,1120
"Heydon Lk",50,3,5,862,3,1100
"Heydon Lk",50,3,5,862,4,1260
"Heydon Lk",50,3,5,862,5,1255
"Heydon Lk",50,3,5,862,6,1160
"Heydon Lk",50,3,5,862,7,710
"Heydon Lk",50,3,5,862,8,338
"Heydon Lk",50,5,10,818,1,880
"Heydon Lk",50,5,10,818,2,1115
"Heydon Lk",50,5,10,818,3,1050
"Heydon Lk",50,5,10,818,4,1245
"Heydon Lk",50,5,10,818,5,1240
"Heydon Lk",50,5,10,818,6,1100
"Heydon Lk",50,5,10,818,7,693
"Heydon Lk",50,5,10,818,8,320
"Heydon Lk",50,10,15,772,1,855
"Heydon Lk",50,10,15,772,2,1100
"Heydon Lk",50,10,15,772,3,1035
"Heydon Lk",50,10,15,772,4,1230
"Heydon Lk",50,10,15,772,5,1235
"Heydon Lk",50,10,15,772,6,865
"Heydon Lk",50,10,15,772,7,670
"Heydon Lk",50,10,15,772,8,303
"Heydon Lk",50,15,20,728,1,825
"Heydon Lk",50,15,20,728,2,1080
"Heydon Lk",50,15,20,728,3,1005
"Heydon Lk",50,15,20,728,4,1205
"Heydon Lk",50,15,20,728,5,1205
"Heydon Lk",50,15,20,728,6,485
"Heydon Lk",50,15,20,728,7,638
"Heydon Lk",50,15,20,728,8,271
"Heydon Lk",50,20,30,677,1,785
"Heydon Lk",50,20,30,677,2,1045
"Heydon Lk",50,20,30,677,3,960
"Heydon Lk",50,20,30,677,4,1180
"Heydon Lk",50,20,30,677,5,1125
"Heydon Lk",50,20,30,677,6,0
"Heydon Lk",50,20,30,677,7,602
"Heydon Lk",50,20,30,677,8,0
"Heydon Lk",50,30,40,618,1,700
"Heydon Lk",50,30,40,618,2,1000
"Heydon Lk",50,30,40,618,3,895
"Heydon Lk",50,30,40,618,4,1135
"Heydon Lk",50,30,40,618,5,1070
"Heydon Lk",50,30,40,618,6,0
"Heydon Lk",50,30,40,618,7,550
"Heydon Lk",50,30,40,618,8,0
"Heydon Lk",50,40,50,563,1,630
"Heydon Lk",50,40,50,563,2,910
"Heydon Lk",50,40,50,563,3,830
"Heydon Lk",50,40,50,563,4,1080
"Heydon Lk",50,40,50,563,5,1025
"Heydon Lk",50,40,50,563,6,0
"Heydon Lk",50,40,50,563,7,475
"Heydon Lk",50,40,50,563,8,0
"Heydon Main",301,2,5,769,1,890
"Heydon Main",301,2,5,769,2,1120
"Heydon Main",301,2,5,769,3,1100
"Heydon Main",301,2,5,769,4,1260
"Heydon Main",301,2,5,769,5,1255
"Heydon Main",301,2,5,769,6,710
"Heydon Main",301,3,5,769,1,890
"Heydon Main",301,3,5,769,2,1120
"Heydon Main",301,3,5,769,3,1100
"Heydon Main",301,3,5,769,4,1260
"Heydon Main",301,3,5,769,5,1255
"Heydon Main",301,3,5,769,6,710
"Heydon Main",301,5,10,730,1,880
"Heydon Main",301,5,10,730,2,1115
"Heydon Main",301,5,10,730,3,1050
"Heydon Main",301,5,10,730,4,1245
"Heydon Main",301,5,10,730,5,1240
"Heydon Main",301,5,10,730,6,693
"Heydon Main",301,10,15,689,1,855
"Heydon Main",301,10,15,689,2,1100
"Heydon Main",301,10,15,689,3,1035
"Heydon Main",301,10,15,689,4,1230
"Heydon Main",301,10,15,689,5,1235
"Heydon Main",301,10,15,689,6,670
"Heydon Main",301,15,20,649,1,825
"Heydon Main",301,15,20,649,2,1080
"Heydon Main",301,15,20,649,3,1005
"Heydon Main",301,15,20,649,4,1205
"Heydon Main",301,15,20,649,5,1205
"Heydon Main",301,15,20,649,6,670
"Heydon Main",301,20,30,604,1,785
"Heydon Main",301,20,30,604,2,1045
"Heydon Main",301,20,30,604,3,960
"Heydon Main",301,20,30,604,4,1180
"Heydon Main",301,20,30,604,5,1125
"Heydon Main",301,20,30,604,6,602
"Heydon Main",301,30,40,551,1,700
"Heydon Main",301,30,40,551,2,1000
"Heydon Main",301,30,40,551,3,895
"Heydon Main",301,30,40,551,4,1135
"Heydon Main",301,30,40,551,5,1070
"Heydon Main",301,30,40,551,6,550
"Heydon Main",301,40,50,502,1,630
"Heydon Main",301,40,50,502,2,910
"Heydon Main",301,40,50,502,3,830
"Heydon Main",301,40,50,502,4,1080
"Heydon Main",301,40,50,502,5,1025
"Heydon Main",301,40,50,502,6,475
"Ian Lk",26,2,5,1809,1,410
"Ian Lk",26,2,5,1809,2,520
"Ian Lk",26,2,5,1809,3,701
"Ian Lk",26,2,5,1809,4,1101
"Ian Lk",26,2,5,1809,5,2059
"Ian Lk",26,2,5,1809,6,1583
"Ian Lk",26,2,5,1809,7,766
"Ian Lk",26,2,5,1809,8,2170
"Ian Lk",26,2,5,1809,9,1923
"Ian Lk",26,3,5,1809,1,410
"Ian Lk",26,3,5,1809,2,520
"Ian Lk",26,3,5,1809,3,701
"Ian Lk",26,3,5,1809,4,1101
"Ian Lk",26,3,5,1809,5,2059
"Ian Lk",26,3,5,1809,6,1583
"Ian Lk",26,3,5,1809,7,766
"Ian Lk",26,3,5,1809,8,2170
"Ian Lk",26,3,5,1809,9,1923
"Ian Lk",26,5,10,1631,1,357
"Ian Lk",26,5,10,1631,2,498
"Ian Lk",26,5,10,1631,3,648
"Ian Lk",26,5,10,1631,4,1001
"Ian Lk",26,5,10,1631,5,1982
"Ian Lk",26,5,10,1631,6,1399
"Ian Lk",26,5,10,1631,7,652
"Ian Lk",26,5,10,1631,8,2139
"Ian Lk",26,5,10,1631,9,1837
"Ian Lk",26,10,15,1470,1,300
"Ian Lk",26,10,15,1470,2,468
"Ian Lk",26,10,15,1470,3,607
"Ian Lk",26,10,15,1470,4,754
"Ian Lk",26,10,15,1470,5,1853
"Ian Lk",26,10,15,1470,6,1272
"Ian Lk",26,10,15,1470,7,505
"Ian Lk",26,10,15,1470,8,1912
"Ian Lk",26,10,15,1470,9,1806
"Ian Lk",26,15,20,1322,1,237
"Ian Lk",26,15,20,1322,2,447
"Ian Lk",26,15,20,1322,3,553
"Ian Lk",26,15,20,1322,4,691
"Ian Lk",26,15,20,1322,5,1681
"Ian Lk",26,15,20,1322,6,1148
"Ian Lk",26,15,20,1322,7,0
"Ian Lk",26,15,20,1322,8,1721
"Ian Lk",26,15,20,1322,9,1766
"Ian Lk",26,20,30,1146,1,119
"Ian Lk",26,20,30,1146,2,407
"Ian Lk",26,20,30,1146,3,409
"Ian Lk",26,20,30,1146,4,580
"Ian Lk",26,20,30,1146,5,1369
"Ian Lk",26,20,30,1146,6,1077
"Ian Lk",26,20,30,1146,7,0
"Ian Lk",26,20,30,1146,8,1373.4
"Ian Lk",26,20,30,1146,9,1699
"Ian Lk",26,30,40,915,1,0
"Ian Lk",26,30,40,915,2,350
"Ian Lk",26,30,40,915,3,0
"Ian Lk",26,30,40,915,4,437
"Ian Lk",26,30,40,915,5,1260
"Ian Lk",26,30,40,915,6,998
"Ian Lk",26,30,40,915,7,0
"Ian Lk",26,30,40,915,8,1307
"Ian Lk",26,30,40,915,9,1615
"Ian Lk",26,40,50,710,1,0
"Ian Lk",26,40,50,710,2,229
"Ian Lk",26,40,50,710,3,0
"Ian Lk",26,40,50,710,4,319
"Ian Lk",26,40,50,710,5,1100
"Ian Lk",26,40,50,710,6,885
"Ian Lk",26,40,50,710,7,0
"Ian Lk",26,40,50,710,8,1161.5
"Ian Lk",26,40,50,710,9,1639
"Ian Lk",26,50,60,578,1,0
"Ian Lk",26,50,60,578,2,0
"Ian Lk",26,50,60,578,3,0
"Ian Lk",26,50,60,578,4,250
"Ian Lk",26,50,60,578,5,1013
"Ian Lk",26,50,60,578,6,790
"Ian Lk",26,50,60,578,7,0
"Ian Lk",26,50,60,578,8,827
"Ian Lk",26,50,60,578,9,1450
"Ian Lk",26,60,70,476,1,0
"Ian Lk",26,60,70,476,2,0
"Ian Lk",26,60,70,476,3,0
"Ian Lk",26,60,70,476,4,0
"Ian Lk",26,60,70,476,5,0
"Ian Lk",26,60,70,476,6,0
"Ian Lk",26,60,70,476,7,0
"Ian Lk",26,60,70,476,8,0
"Ian Lk",26,60,70,476,9,0
"Ingram Lk",182,2,5,383.7,1,928
"Ingram Lk",182,2,5,383.7,2,2619
"Ingram Lk",182,2,5,383.7,3,635
"Ingram Lk",182,2,5,383.7,4,603
"Ingram Lk",182,2,5,383.7,5,888
"Ingram Lk",182,2,5,383.7,6,779
"Ingram Lk",182,3,5,383.7,1,928
"Ingram Lk",182,3,5,383.7,2,2619
"Ingram Lk",182,3,5,383.7,3,635
"Ingram Lk",182,3,5,383.7,4,603
"Ingram Lk",182,3,5,383.7,5,888
"Ingram Lk",182,3,5,383.7,6,779
"Ingram Lk",182,5,10,363.1,1,901
"Ingram Lk",182,5,10,363.1,2,2584
"Ingram Lk",182,5,10,363.1,3,621
"Ingram Lk",182,5,10,363.1,4,576
"Ingram Lk",182,5,10,363.1,5,867
"Ingram Lk",182,5,10,363.1,6,747
"Ingram Lk",182,10,15,344,1,885
"Ingram Lk",182,10,15,344,2,2555
"Ingram Lk",182,10,15,344,3,611
"Ingram Lk",182,10,15,344,4,555
"Ingram Lk",182,10,15,344,5,843
"Ingram Lk",182,10,15,344,6,723
"Ingram Lk",182,15,20,323,1,869
"Ingram Lk",182,15,20,323,2,2528
"Ingram Lk",182,15,20,323,3,600
"Ingram Lk",182,15,20,323,4,539
"Ingram Lk",182,15,20,323,5,805
"Ingram Lk",182,15,20,323,6,696
"Ingram Lk",182,20,30,297,1,859
"Ingram Lk",182,20,30,297,2,2512
"Ingram Lk",182,20,30,297,3,589
"Ingram Lk",182,20,30,297,4,523
"Ingram Lk",182,20,30,297,5,779
"Ingram Lk",182,20,30,297,6,656
"Ingram Lk",182,30,40,246,1,816
"Ingram Lk",182,30,40,246,2,2427
"Ingram Lk",182,30,40,246,3,549
"Ingram Lk",182,30,40,246,4,435
"Ingram Lk",182,30,40,246,5,717
"Ingram Lk",182,30,40,246,6,459
"Ingram Lk",182,40,50,172,1,765
"Ingram Lk",182,40,50,172,2,2349
"Ingram Lk",182,40,50,172,3,0
"Ingram Lk",182,40,50,172,4,400
"Ingram Lk",182,40,50,172,5,669
"Ingram Lk",182,40,50,172,6,392
"Ingram Lk",182,50,60,56,1,691
"Ingram Lk",182,50,60,56,2,2251
"Ingram Lk",182,50,60,56,3,0
"Ingram Lk",182,50,60,56,4,0
"Ingram Lk",182,50,60,56,5,0
"Ingram Lk",182,50,60,56,6,288
"JANSEN",108,2,5,58,1,232
"JANSEN",108,2,5,58,2,395
"JANSEN",108,2,5,58,3,455
"JANSEN",108,2,5,58,4,625
"JANSEN",108,2,5,58,5,1798
"JANSEN",108,3,5,58,1,232
"JANSEN",108,3,5,58,2,395
"JANSEN",108,3,5,58,3,455
"JANSEN",108,3,5,58,4,625
"JANSEN",108,3,5,58,5,1798
"JANSEN",108,5,10,55,1,207
"JANSEN",108,5,10,55,2,358
"JANSEN",108,5,10,55,3,449
"JANSEN",108,5,10,55,4,599
"JANSEN",108,5,10,55,5,1764
"JANSEN",108,10,15,51,1,177
"JANSEN",108,10,15,51,2,342
"JANSEN",108,10,15,51,3,423
"JANSEN",108,10,15,51,4,574
"JANSEN",108,10,15,51,5,1504
"JANSEN",108,15,20,46,1,146
"JANSEN",108,15,20,46,2,321
"JANSEN",108,15,20,46,3,403
"JANSEN",108,15,20,46,4,523
"JANSEN",108,15,20,46,5,1452
"JANSEN",108,20,30,40,1,110
"JANSEN",108,20,30,40,2,274
"JANSEN",108,20,30,40,3,358
"JANSEN",108,20,30,40,4,459
"JANSEN",108,20,30,40,5,1331
"JANSEN",108,30,40,27,1,49
"JANSEN",108,30,40,27,2,179
"JANSEN",108,30,40,27,3,293
"JANSEN",108,30,40,27,4,255
"JANSEN",108,30,40,27,5,1003
"JANSEN",108,40,50,15,1,0
"JANSEN",108,40,50,15,2,126
"JANSEN",108,40,50,15,3,228
"JANSEN",108,40,50,15,4,0
"JANSEN",108,40,50,15,5,804
"Johanson Lk",226,2,5,128.6,1,216.2
"Johanson Lk",226,2,5,128.6,2,295.8
"Johanson Lk",226,2,5,128.6,3,450.1
"Johanson Lk",226,2,5,128.6,4,380.4
"Johanson Lk",226,2,5,128.6,5,247.9
"Johanson Lk",226,2,5,128.6,6,168.3
"Johanson Lk",226,3,5,128.6,1,216.2
"Johanson Lk",226,3,5,128.6,2,295.8
"Johanson Lk",226,3,5,128.6,3,450.1
"Johanson Lk",226,3,5,128.6,4,380.4
"Johanson Lk",226,3,5,128.6,5,247.9
"Johanson Lk",226,3,5,128.6,6,168.3
"Johanson Lk",226,5,10,104.8,1,189.7
"Johanson Lk",226,5,10,104.8,2,276.4
"Johanson Lk",226,5,10,104.8,3,431.6
"Johanson Lk",226,5,10,104.8,4,360
"Johanson Lk",226,5,10,104.8,5,222.4
"Johanson Lk",226,5,10,104.8,6,139.5
"Johanson Lk",226,10,15,76.6,1,149.9
"Johanson Lk",226,10,15,76.6,2,234.4
"Johanson Lk",226,10,15,76.6,3,404
"Johanson Lk",226,10,15,76.6,4,328.6
"Johanson Lk",226,10,15,76.6,5,188.5
"Johanson Lk",226,10,15,76.6,6,99.6
"Johanson Lk",226,15,20,56,1,96.4
"Johanson Lk",226,15,20,56,2,201
"Johanson Lk",226,15,20,56,3,361.4
"Johanson Lk",226,15,20,56,4,283.8
"Johanson Lk",226,15,20,56,5,155
"Johanson Lk",226,15,20,56,6,49.9
"Johanson Lk",226,20,30,29.8,1,33
"Johanson Lk",226,20,30,29.8,2,177.1
"Johanson Lk",226,20,30,29.8,3,218.7
"Johanson Lk",226,20,30,29.8,4,173
"Johanson Lk",226,20,30,29.8,5,113.6
"Johanson Lk",226,20,30,29.8,6,10.3
"Johanson Lk",226,30,40,8.4,1,0
"Johanson Lk",226,30,40,8.4,2,134.8
"Johanson Lk",226,30,40,8.4,3,51.3
"Johanson Lk",226,30,40,8.4,4,46.1
"Johanson Lk",226,30,40,8.4,5,43.9
"Johanson Lk",226,30,40,8.4,6,0
"Johanson Lk",226,40,50,2.5,1,0
"Johanson Lk",226,40,50,2.5,2,54.5
"Johanson Lk",226,40,50,2.5,3,0
"Johanson Lk",226,40,50,2.5,4,0
"Johanson Lk",226,40,50,2.5,5,0
"Johanson Lk",226,40,50,2.5,6,0
"KCA",40,2,5,1480,1,1045
"KCA",40,2,5,1480,2,2195
"KCA",40,2,5,1480,3,1485
"KCA",40,2,5,1480,4,965
"KCA",40,2,5,1480,5,1680
"KCA",40,2,5,1480,6,1610
"KCA",40,2,5,1480,7,810
"KCA",40,2,5,1480,8,810
"KCA",40,2,5,1480,9,1610
"KCA",40,2,5,1480,10,1735
"KCA",40,2,5,1480,11,725
"KCA",40,2,5,1480,12,1380
"KCA",40,2,5,1480,13,1845
"KCA",40,2,5,1480,14,1610
"KCA",40,2,5,1480,15,695
"KCA",40,2,5,1480,16,880
"KCA",40,3,5,1480,1,1045
"KCA",40,3,5,1480,2,2195
"KCA",40,3,5,1480,3,1485
"KCA",40,3,5,1480,4,965
"KCA",40,3,5,1480,5,1680
"KCA",40,3,5,1480,6,1610
"KCA",40,3,5,1480,7,810
"KCA",40,3,5,1480,8,810
"KCA",40,3,5,1480,9,1610
"KCA",40,3,5,1480,10,1735
"KCA",40,3,5,1480,11,725
"KCA",40,3,5,1480,12,1380
"KCA",40,3,5,1480,13,1845
"KCA",40,3,5,1480,14,1610
"KCA",40,3,5,1480,15,695
"KCA",40,3,5,1480,16,880
"KCA",40,5,10,1433,1,1020
"KCA",40,5,10,1433,2,2175
"KCA",40,5,10,1433,3,1465
"KCA",40,5,10,1433,4,950
"KCA",40,5,10,1433,5,1650
"KCA",40,5,10,1433,6,1580
"KCA",40,5,10,1433,7,790
"KCA",40,5,10,1433,8,790
"KCA",40,5,10,1433,9,1580
"KCA",40,5,10,1433,10,1710
"KCA",40,5,10,1433,11,710
"KCA",40,5,10,1433,12,1355
"KCA",40,5,10,1433,13,1825
"KCA",40,5,10,1433,14,1580
"KCA",40,5,10,1433,15,680
"KCA",40,5,10,1433,16,855
"KCA",40,10,15,1385,1,990
"KCA",40,10,15,1385,2,2150
"KCA",40,10,15,1385,3,1445
"KCA",40,10,15,1385,4,925
"KCA",40,10,15,1385,5,1620
"KCA",40,10,15,1385,6,1545
"KCA",40,10,15,1385,7,760
"KCA",40,10,15,1385,8,760
"KCA",40,10,15,1385,9,1545
"KCA",40,10,15,1385,10,1670
"KCA",40,10,15,1385,11,690
"KCA",40,10,15,1385,12,1330
"KCA",40,10,15,1385,13,1800
"KCA",40,10,15,1385,14,1550
"KCA",40,10,15,1385,15,665
"KCA",40,10,15,1385,16,830
"KCA",40,15,20,1315,1,960
"KCA",40,15,20,1315,2,2150
"KCA",40,15,20,1315,3,1415
"KCA",40,15,20,1315,4,905
"KCA",40,15,20,1315,5,1595
"KCA",40,15,20,1315,6,1485
"KCA",40,15,20,1315,7,725
"KCA",40,15,20,1315,8,725
"KCA",40,15,20,1315,9,1485
"KCA",40,15,20,1315,10,1620
"KCA",40,15,20,1315,11,660
"KCA",40,15,20,1315,12,1295
"KCA",40,15,20,1315,13,1780
"KCA",40,15,20,1315,14,1520
"KCA",40,15,20,1315,15,650
"KCA",40,15,20,1315,16,805
"KCA",40,20,30,1100,1,900
"KCA",40,20,30,1100,2,2075
"KCA",40,20,30,1100,3,1370
"KCA",40,20,30,1100,4,870
"KCA",40,20,30,1100,5,1545
"KCA",40,20,30,1100,6,1440
"KCA",40,20,30,1100,7,675
"KCA",40,20,30,1100,8,675
"KCA",40,20,30,1100,9,1440
"KCA",40,20,30,1100,10,1575
"KCA",40,20,30,1100,11,630
"KCA",40,20,30,1100,12,1240
"KCA",40,20,30,1100,13,1705
"KCA",40,20,30,1100,14,1470
"KCA",40,20,30,1100,15,625
"KCA",40,20,30,1100,16,775
"KCA",40,30,40,980,1,855
"KCA",40,30,40,980,2,2020
"KCA",40,30,40,980,3,1335
"KCA",40,30,40,980,4,805
"KCA",40,30,40,980,5,1465
"KCA",40,30,40,980,6,1365
"KCA",40,30,40,980,7,600
"KCA",40,30,40,980,8,600
"KCA",40,30,40,980,9,1365
"KCA",40,30,40,980,10,1530
"KCA",40,30,40,980,11,600
"KCA",40,30,40,980,12,1180
"KCA",40,30,40,980,13,1635
"KCA",40,30,40,980,14,1390
"KCA",40,30,40,980,15,575
"KCA",40,30,40,980,16,725
"KCA",40,40,50,890,1,825
"KCA",40,40,50,890,2,1950
"KCA",40,40,50,890,3,1310
"KCA",40,40,50,890,4,755
"KCA",40,40,50,890,5,1380
"KCA",40,40,50,890,6,1280
"KCA",40,40,50,890,7,510
"KCA",40,40,50,890,8,510
"KCA",40,40,50,890,9,1280
"KCA",40,40,50,890,10,1435
"KCA",40,40,50,890,11,565
"KCA",40,40,50,890,12,1135
"KCA",40,40,50,890,13,1610
"KCA",40,40,50,890,14,1375
"KCA",40,40,50,890,15,515
"KCA",40,40,50,890,16,575
"KCA",40,50,60,820,1,790
"KCA",40,50,60,820,2,1920
"KCA",40,50,60,820,3,1295
"KCA",40,50,60,820,4,695
"KCA",40,50,60,820,5,1265
"KCA",40,50,60,820,6,1230
"KCA",40,50,60,820,7,425
"KCA",40,50,60,820,8,425
"KCA",40,50,60,820,9,1230
"KCA",40,50,60,820,10,1325
"KCA",40,50,60,820,11,535
"KCA",40,50,60,820,12,1100
"KCA",40,50,60,820,13,1585
"KCA",40,50,60,820,14,1335
"KCA",40,50,60,820,15,445
"KCA",40,50,60,820,16,395
"KCA",40,60,70,739,1,725
"KCA",40,60,70,739,2,1785
"KCA",40,60,70,739,3,1265
"KCA",40,60,70,739,4,655
"KCA",40,60,70,739,5,1210
"KCA",40,60,70,739,6,1025
"KCA",40,60,70,739,7,200
"KCA",40,60,70,739,8,200
"KCA",40,60,70,739,9,1025
"KCA",40,60,70,739,10,1260
"KCA",40,60,70,739,11,500
"KCA",40,60,70,739,12,1065
"KCA",40,60,70,739,13,1565
"KCA",40,60,70,739,14,1280
"KCA",40,60,70,739,15,290
"KCA",40,60,70,739,16,0
"KITLOPE",17,2,5,1058,1,645
"KITLOPE",17,2,5,1058,2,1281
"KITLOPE",17,2,5,1058,3,1140
"KITLOPE",17,2,5,1058,4,912
"KITLOPE",17,3,5,1058,1,645
"KITLOPE",17,3,5,1058,2,1281
"KITLOPE",17,3,5,1058,3,1140
"KITLOPE",17,3,5,1058,4,912
"KITLOPE",17,5,10,930,1,601
"KITLOPE",17,5,10,930,2,1278
"KITLOPE",17,5,10,930,3,1134
"KITLOPE",17,5,10,930,4,895
"KITLOPE",17,10,15,889,1,518
"KITLOPE",17,10,15,889,2,1263
"KITLOPE",17,10,15,889,3,1122
"KITLOPE",17,10,15,889,4,879
"KITLOPE",17,15,20,841,1,441
"KITLOPE",17,15,20,841,2,1246
"KITLOPE",17,15,20,841,3,1115
"KITLOPE",17,15,20,841,4,845
"KITLOPE",17,20,30,744,1,350
"KITLOPE",17,20,30,744,2,1217
"KITLOPE",17,20,30,744,3,1097
"KITLOPE",17,20,30,744,4,812
"KITLOPE",17,30,40,655,1,221
"KITLOPE",17,30,40,655,2,1182
"KITLOPE",17,30,40,655,3,1073
"KITLOPE",17,30,40,655,4,754
"KITLOPE",17,40,50,628,1,0
"KITLOPE",17,40,50,628,2,1141
"KITLOPE",17,40,50,628,3,1042
"KITLOPE",17,40,50,628,4,688
"KITLOPE",17,50,60,577,1,0
"KITLOPE",17,50,60,577,2,1100
"KITLOPE",17,50,60,577,3,1017
"KITLOPE",17,50,60,577,4,580
"KITLOPE",17,60,70,510,1,0
"KITLOPE",17,60,70,510,2,1054
"KITLOPE",17,60,70,510,3,981
