"lk.name","lk.code","depth_min","depth_max","Area","Transect","Length"
"MURIEL LAKE",44,20,30,54,7,449
"MURIEL LAKE",44,20,30,54,8,490
"MURIEL LAKE",44,20,30,54,9,362
"MURIEL LAKE",44,20,30,54,10,15
"MURIEL LAKE",44,30,40,27,1,0
"MURIEL LAKE",44,30,40,27,2,262
"MURIEL LAKE",44,30,40,27,3,168
"MURIEL LAKE",44,30,40,27,4,144
"MURIEL LAKE",44,30,40,27,5,307
"MURIEL LAKE",44,30,40,27,6,415
"MURIEL LAKE",44,30,40,27,7,170
"MURIEL LAKE",44,30,40,27,8,270
"MURIEL LAKE",44,30,40,27,9,240
"MURIEL LAKE",44,30,40,27,10,0
"MURIEL LAKE",44,40,50,9,1,0
"MURIEL LAKE",44,40,50,9,2,0
"MURIEL LAKE",44,40,50,9,3,0
"MURIEL LAKE",44,40,50,9,4,0
"MURIEL LAKE",44,40,50,9,5,236
"MURIEL LAKE",44,40,50,9,6,120
"MURIEL LAKE",44,40,50,9,7,70
"MURIEL LAKE",44,40,50,9,8,0
"MURIEL LAKE",44,40,50,9,9,0
"MURIEL LAKE",44,40,50,9,10,0
"Maggie Lk",111,2,5,219,1,2070
"Maggie Lk",111,2,5,219,2,1476
"Maggie Lk",111,2,5,219,3,539
"Maggie Lk",111,2,5,219,4,703
"Maggie Lk",111,2,5,219,5,533
"Maggie Lk",111,2,5,219,6,647
"Maggie Lk",111,3,5,219,1,2070
"Maggie Lk",111,3,5,219,2,1476
"Maggie Lk",111,3,5,219,3,539
"Maggie Lk",111,3,5,219,4,703
"Maggie Lk",111,3,5,219,5,533
"Maggie Lk",111,3,5,219,6,647
"Maggie Lk",111,5,10,199,1,2044
"Maggie Lk",111,5,10,199,2,1443
"Maggie Lk",111,5,10,199,3,515
"Maggie Lk",111,5,10,199,4,682
"Maggie Lk",111,5,10,199,5,504
"Maggie Lk",111,5,10,199,6,633
"Maggie Lk",111,10,15,184,1,2015
"Maggie Lk",111,10,15,184,2,1355
"Maggie Lk",111,10,15,184,3,487
"Maggie Lk",111,10,15,184,4,658
"Maggie Lk",111,10,15,184,5,484
"Maggie Lk",111,10,15,184,6,607
"Maggie Lk",111,15,20,169,1,1961
"Maggie Lk",111,15,20,169,2,1325
"Maggie Lk",111,15,20,169,3,456
"Maggie Lk",111,15,20,169,4,636
"Maggie Lk",111,15,20,169,5,470
"Maggie Lk",111,15,20,169,6,510
"Maggie Lk",111,20,30,145,1,1815
"Maggie Lk",111,20,30,145,2,1187
"Maggie Lk",111,20,30,145,3,408
"Maggie Lk",111,20,30,145,4,591
"Maggie Lk",111,20,30,145,5,441
"Maggie Lk",111,20,30,145,6,424
"Maggie Lk",111,30,40,101,1,1481
"Maggie Lk",111,30,40,101,2,1058
"Maggie Lk",111,30,40,101,3,250
"Maggie Lk",111,30,40,101,4,529
"Maggie Lk",111,30,40,101,5,394
"Maggie Lk",111,30,40,101,6,0
"Maggie Lk",111,40,50,44,1,620
"Maggie Lk",111,40,50,44,2,878
"Maggie Lk",111,40,50,44,3,0
"Maggie Lk",111,40,50,44,4,450
"Maggie Lk",111,40,50,44,5,344
"Maggie Lk",111,40,50,44,6,0
"Mathers Lk",55,2,5,171,1,500
"Mathers Lk",55,2,5,171,2,285
"Mathers Lk",55,2,5,171,3,500
"Mathers Lk",55,2,5,171,4,525
"Mathers Lk",55,3,5,171,1,500
"Mathers Lk",55,3,5,171,2,285
"Mathers Lk",55,3,5,171,3,500
"Mathers Lk",55,3,5,171,4,525
"Mathers Lk",55,5,10,163,1,480
"Mathers Lk",55,5,10,163,2,280
"Mathers Lk",55,5,10,163,3,485
"Mathers Lk",55,5,10,163,4,505
"Mathers Lk",55,10,15,156,1,450
"Mathers Lk",55,10,15,156,2,270
"Mathers Lk",55,10,15,156,3,470
"Mathers Lk",55,10,15,156,4,480
"Mathers Lk",55,15,20,148,1,410
"Mathers Lk",55,15,20,148,2,250
"Mathers Lk",55,15,20,148,3,445
"Mathers Lk",55,15,20,148,4,465
"Mathers Lk",55,20,30,136,1,275
"Mathers Lk",55,20,30,136,2,235
"Mathers Lk",55,20,30,136,3,420
"Mathers Lk",55,20,30,136,4,445
"Mathers Lk",55,30,40,112,1,0
"Mathers Lk",55,30,40,112,2,210
"Mathers Lk",55,30,40,112,3,385
"Mathers Lk",55,30,40,112,4,405
"Mathers Lk",55,40,50,86,1,0
"Mathers Lk",55,40,50,86,2,185
"Mathers Lk",55,40,50,86,3,340
"Mathers Lk",55,40,50,86,4,370
"Mathers Lk",55,50,60,64,1,0
"Mathers Lk",55,50,60,64,2,175
"Mathers Lk",55,50,60,64,3,300
"Mathers Lk",55,50,60,64,4,355
"Mathers Lk",55,60,70,46,1,0
"Mathers Lk",55,60,70,46,2,0
"Mathers Lk",55,60,70,46,3,255
"Mathers Lk",55,60,70,46,4,320
"Mathers Lk",55,70,80,32,1,0
"Mathers Lk",55,70,80,32,2,0
"Mathers Lk",55,70,80,32,3,175
"Mathers Lk",55,70,80,32,4,290
"Mathers Lk",55,80,90,20,1,0
"Mathers Lk",55,80,90,20,2,0
"Mathers Lk",55,80,90,20,3,0
"Mathers Lk",55,80,90,20,4,230
"Mddle Quinsam Lk",147,2,5,49,1,0
"Mddle Quinsam Lk",147,2,5,49,2,68
"Mddle Quinsam Lk",147,2,5,49,3,282
"Mddle Quinsam Lk",147,2,5,49,4,227
"Mddle Quinsam Lk",147,2,5,49,5,248
"Mddle Quinsam Lk",147,2,5,49,6,0
"Mddle Quinsam Lk",147,3,5,49,1,0
"Mddle Quinsam Lk",147,3,5,49,2,68
"Mddle Quinsam Lk",147,3,5,49,3,282
"Mddle Quinsam Lk",147,3,5,49,4,227
"Mddle Quinsam Lk",147,3,5,49,5,248
"Mddle Quinsam Lk",147,3,5,49,6,0
"Mddle Quinsam Lk",147,5,10,20,1,0
"Mddle Quinsam Lk",147,5,10,20,2,0
"Mddle Quinsam Lk",147,5,10,20,3,155
"Mddle Quinsam Lk",147,5,10,20,4,184
"Mddle Quinsam Lk",147,5,10,20,5,184
"Mddle Quinsam Lk",147,5,10,20,6,0
"Mddle Quinsam Lk",147,10,15,5,1,0
"Mddle Quinsam Lk",147,10,15,5,2,0
"Mddle Quinsam Lk",147,10,15,5,3,0
"Mddle Quinsam Lk",147,10,15,5,4,0
"Mddle Quinsam Lk",147,10,15,5,5,92
"Mddle Quinsam Lk",147,10,15,5,6,0
"Megin Lk",118,2,5,135,1,500
"Megin Lk",118,2,5,135,2,580
"Megin Lk",118,2,5,135,3,500
"Megin Lk",118,2,5,135,4,445
"Megin Lk",118,2,5,135,5,325
"Megin Lk",118,2,5,135,6,3315
"Megin Lk",118,3,5,135,1,500
"Megin Lk",118,3,5,135,2,580
"Megin Lk",118,3,5,135,3,500
"Megin Lk",118,3,5,135,4,445
"Megin Lk",118,3,5,135,5,325
"Megin Lk",118,3,5,135,6,3315
"Megin Lk",118,5,10,123,1,430
"Megin Lk",118,5,10,123,2,555
"Megin Lk",118,5,10,123,3,480
"Megin Lk",118,5,10,123,4,420
"Megin Lk",118,5,10,123,5,270
"Megin Lk",118,5,10,123,6,3240
"Megin Lk",118,10,15,108,1,360
"Megin Lk",118,10,15,108,2,535
"Megin Lk",118,10,15,108,3,465
"Megin Lk",118,10,15,108,4,385
"Megin Lk",118,10,15,108,5,220
"Megin Lk",118,10,15,108,6,2955
"Megin Lk",118,15,20,94,1,290
"Megin Lk",118,15,20,94,2,520
"Megin Lk",118,15,20,94,3,440
"Megin Lk",118,15,20,94,4,330
"Megin Lk",118,15,20,94,5,0
"Megin Lk",118,15,20,94,6,2245
"Megin Lk",118,20,30,72,1,201
"Megin Lk",118,20,30,72,2,475
"Megin Lk",118,20,30,72,3,405
"Megin Lk",118,20,30,72,4,245
"Megin Lk",118,20,30,72,5,0
"Megin Lk",118,20,30,72,6,2090
"Megin Lk",118,30,40,42,1,0
"Megin Lk",118,30,40,42,2,380
"Megin Lk",118,30,40,42,3,335
"Megin Lk",118,30,40,42,4,130
"Megin Lk",118,30,40,42,5,0
"Megin Lk",118,30,40,42,6,1520
"Megin Lk",118,40,50,13,1,0
"Megin Lk",118,40,50,13,2,0
"Megin Lk",118,40,50,13,3,135
"Megin Lk",118,40,50,13,4,0
"Megin Lk",118,40,50,13,5,0
"Megin Lk",118,40,50,13,6,570
"Mohun Lk",7,2,5,533,1,560
"Mohun Lk",7,2,5,533,2,764
"Mohun Lk",7,2,5,533,3,822
"Mohun Lk",7,2,5,533,4,715
"Mohun Lk",7,2,5,533,5,325
"Mohun Lk",7,3,5,533,1,560
"Mohun Lk",7,3,5,533,2,764
"Mohun Lk",7,3,5,533,3,822
"Mohun Lk",7,3,5,533,4,715
"Mohun Lk",7,3,5,533,5,325
"Mohun Lk",7,5,10,394,1,490
"Mohun Lk",7,5,10,394,2,725
"Mohun Lk",7,5,10,394,3,750
"Mohun Lk",7,5,10,394,4,605
"Mohun Lk",7,5,10,394,5,269
"Mohun Lk",7,10,15,296,1,352
"Mohun Lk",7,10,15,296,2,616
"Mohun Lk",7,10,15,296,3,671
"Mohun Lk",7,10,15,296,4,408
"Mohun Lk",7,10,15,296,5,131
"Mohun Lk",7,15,20,168,1,195
"Mohun Lk",7,15,20,168,2,421
"Mohun Lk",7,15,20,168,3,548
"Mohun Lk",7,15,20,168,4,406
"Mohun Lk",7,15,20,168,5,75
"Mohun Lk",7,20,30,69,1,0
"Mohun Lk",7,20,30,69,2,116
"Mohun Lk",7,20,30,69,3,317
"Mohun Lk",7,20,30,69,4,310
"Mohun Lk",7,20,30,69,5,0
"Mohun Lk",7,30,40,20,1,0
"Mohun Lk",7,30,40,20,2,0
"Mohun Lk",7,30,40,20,3,223
"Mohun Lk",7,30,40,20,4,165
"Mohun Lk",7,30,40,20,5,0
"Morrison Lk",56,2,5,1164,1,264
"Morrison Lk",56,2,5,1164,2,554
"Morrison Lk",56,2,5,1164,3,1339
"Morrison Lk",56,2,5,1164,4,1191
"Morrison Lk",56,2,5,1164,5,711
"Morrison Lk",56,2,5,1164,6,628
"Morrison Lk",56,2,5,1164,7,617
"Morrison Lk",56,3,5,1164,1,264
"Morrison Lk",56,3,5,1164,2,554
"Morrison Lk",56,3,5,1164,3,1339
"Morrison Lk",56,3,5,1164,4,1191
"Morrison Lk",56,3,5,1164,5,711
"Morrison Lk",56,3,5,1164,6,628
"Morrison Lk",56,3,5,1164,7,617
"Morrison Lk",56,5,10,986,1,200
"Morrison Lk",56,5,10,986,2,535
"Morrison Lk",56,5,10,986,3,1099
"Morrison Lk",56,5,10,986,4,1186
"Morrison Lk",56,5,10,986,5,698
"Morrison Lk",56,5,10,986,6,408
"Morrison Lk",56,5,10,986,7,531
"Morrison Lk",56,10,15,792,1,133
"Morrison Lk",56,10,15,792,2,504
"Morrison Lk",56,10,15,792,3,878
"Morrison Lk",56,10,15,792,4,1168
"Morrison Lk",56,10,15,792,5,645
"Morrison Lk",56,10,15,792,6,314
"Morrison Lk",56,10,15,792,7,409
"Morrison Lk",56,15,20,629,1,0
"Morrison Lk",56,15,20,629,2,365
"Morrison Lk",56,15,20,629,3,829
"Morrison Lk",56,15,20,629,4,1153
"Morrison Lk",56,15,20,629,5,611
"Morrison Lk",56,15,20,629,6,0
"Morrison Lk",56,15,20,629,7,225
"Morrison Lk",56,20,30,461,1,0
"Morrison Lk",56,20,30,461,2,87
"Morrison Lk",56,20,30,461,3,584
"Morrison Lk",56,20,30,461,4,1113
"Morrison Lk",56,20,30,461,5,509
"Morrison Lk",56,20,30,461,6,0
"Morrison Lk",56,20,30,461,7,0
"Morrison Lk",56,30,40,289,1,0
"Morrison Lk",56,30,40,289,2,0
"Morrison Lk",56,30,40,289,3,324
"Morrison Lk",56,30,40,289,4,1065
"Morrison Lk",56,30,40,289,5,417
"Morrison Lk",56,30,40,289,6,0
"Morrison Lk",56,30,40,289,7,0
"Morrison Lk",56,40,50,157,1,0
"Morrison Lk",56,40,50,157,2,0
"Morrison Lk",56,40,50,157,3,0
"Morrison Lk",56,40,50,157,4,766
"Morrison Lk",56,40,50,157,5,270
"Morrison Lk",56,40,50,157,6,0
"Morrison Lk",56,40,50,157,7,0
"Morrison Lk",56,50,60,65,1,0
"Morrison Lk",56,50,60,65,2,0
"Morrison Lk",56,50,60,65,3,0
"Morrison Lk",56,50,60,65,4,53
"Morrison Lk",56,50,60,65,5,270
"Morrison Lk",56,50,60,65,6,0
"Morrison Lk",56,50,60,65,7,0
"NAKINA LK",224,2,5,452.6,1,535
"NAKINA LK",224,2,5,452.6,2,611.4
"NAKINA LK",224,2,5,452.6,3,809
"NAKINA LK",224,2,5,452.6,4,438.6
"NAKINA LK",224,2,5,452.6,5,807.8
"NAKINA LK",224,2,5,452.6,6,261
"NAKINA LK",224,2,5,452.6,7,338.6
"NAKINA LK",224,3,5,452.6,1,535
"NAKINA LK",224,3,5,452.6,2,611.4
"NAKINA LK",224,3,5,452.6,3,809
"NAKINA LK",224,3,5,452.6,4,438.6
"NAKINA LK",224,3,5,452.6,5,807.8
"NAKINA LK",224,3,5,452.6,6,261
"NAKINA LK",224,3,5,452.6,7,338.6
"NAKINA LK",224,5,10,366.8,1,440.9
"NAKINA LK",224,5,10,366.8,2,543.2
"NAKINA LK",224,5,10,366.8,3,711.4
"NAKINA LK",224,5,10,366.8,4,362.2
"NAKINA LK",224,5,10,366.8,5,771.4
"NAKINA LK",224,5,10,366.8,6,0
"NAKINA LK",224,5,10,366.8,7,284.6
"NAKINA LK",224,10,15,272.4,1,410.4
"NAKINA LK",224,10,15,272.4,2,465.6
"NAKINA LK",224,10,15,272.4,3,575
"NAKINA LK",224,10,15,272.4,4,338.6
"NAKINA LK",224,10,15,272.4,5,224.6
"NAKINA LK",224,10,15,272.4,6,0
"NAKINA LK",224,10,15,272.4,7,80
"NAKINA LK",224,15,20,191.1,1,323.4
"NAKINA LK",224,15,20,191.1,2,415.1
"NAKINA LK",224,15,20,191.1,3,397.4
"NAKINA LK",224,15,20,191.1,4,303.4
"NAKINA LK",224,15,20,191.1,5,77.6
"NAKINA LK",224,15,20,191.1,6,0
"NAKINA LK",224,15,20,191.1,7,0
"NAKINA LK",224,20,30,118.7,1,255.2
"NAKINA LK",224,20,30,118.7,2,262.2
"NAKINA LK",224,20,30,118.7,3,209.3
"NAKINA LK",224,20,30,118.7,4,82.3
"NAKINA LK",224,20,30,118.7,5,0
"NAKINA LK",224,20,30,118.7,6,0
"NAKINA LK",224,20,30,118.7,7,0
"NAKINA LK",224,30,40,45.5,1,0
"NAKINA LK",224,30,40,45.5,2,252.8
"NAKINA LK",224,30,40,45.5,3,0
"NAKINA LK",224,30,40,45.5,4,0
"NAKINA LK",224,30,40,45.5,5,0
"NAKINA LK",224,30,40,45.5,6,0
"NAKINA LK",224,30,40,45.5,7,0
"NIMPKISH LAKE",21,2,5,3628,1,806
"NIMPKISH LAKE",21,2,5,3628,2,1344
"NIMPKISH LAKE",21,2,5,3628,3,1269
"NIMPKISH LAKE",21,2,5,3628,4,1702
"NIMPKISH LAKE",21,2,5,3628,5,1729
"NIMPKISH LAKE",21,2,5,3628,6,1843
"NIMPKISH LAKE",21,2,5,3628,7,1537
"NIMPKISH LAKE",21,2,5,3628,8,1093
"NIMPKISH LAKE",21,3,5,3628,1,806
"NIMPKISH LAKE",21,3,5,3628,2,1344
"NIMPKISH LAKE",21,3,5,3628,3,1269
"NIMPKISH LAKE",21,3,5,3628,4,1702
"NIMPKISH LAKE",21,3,5,3628,5,1729
"NIMPKISH LAKE",21,3,5,3628,6,1843
"NIMPKISH LAKE",21,3,5,3628,7,1537
"NIMPKISH LAKE",21,3,5,3628,8,1093
"NIMPKISH LAKE",21,5,10,3604,1,799
"NIMPKISH LAKE",21,5,10,3604,2,1331
"NIMPKISH LAKE",21,5,10,3604,3,1254
"NIMPKISH LAKE",21,5,10,3604,4,1679
"NIMPKISH LAKE",21,5,10,3604,5,1712
"NIMPKISH LAKE",21,5,10,3604,6,1838
"NIMPKISH LAKE",21,5,10,3604,7,1522
"NIMPKISH LAKE",21,5,10,3604,8,1049
"NIMPKISH LAKE",21,10,15,3554,1,791
"NIMPKISH LAKE",21,10,15,3554,2,1330
"NIMPKISH LAKE",21,10,15,3554,3,1246
"NIMPKISH LAKE",21,10,15,3554,4,1657
"NIMPKISH LAKE",21,10,15,3554,5,1700
"NIMPKISH LAKE",21,10,15,3554,6,1819
"NIMPKISH LAKE",21,10,15,3554,7,1505
"NIMPKISH LAKE",21,10,15,3554,8,973
"NIMPKISH LAKE",21,15,20,3424,1,731
"NIMPKISH LAKE",21,15,20,3424,2,1282
"NIMPKISH LAKE",21,15,20,3424,3,1225
"NIMPKISH LAKE",21,15,20,3424,4,1646
"NIMPKISH LAKE",21,15,20,3424,5,1690
"NIMPKISH LAKE",21,15,20,3424,6,1796
"NIMPKISH LAKE",21,15,20,3424,7,1481
"NIMPKISH LAKE",21,15,20,3424,8,891
"NIMPKISH LAKE",21,20,30,3282,1,656
"NIMPKISH LAKE",21,20,30,3282,2,1184
"NIMPKISH LAKE",21,20,30,3282,3,1184
"NIMPKISH LAKE",21,20,30,3282,4,1617
"NIMPKISH LAKE",21,20,30,3282,5,1664
"NIMPKISH LAKE",21,20,30,3282,6,1773
"NIMPKISH LAKE",21,20,30,3282,7,1440
"NIMPKISH LAKE",21,20,30,3282,8,763
"NIMPKISH LAKE",21,30,40,3104,1,576
"NIMPKISH LAKE",21,30,40,3104,2,1162
"NIMPKISH LAKE",21,30,40,3104,3,1144
"NIMPKISH LAKE",21,30,40,3104,4,1573
"NIMPKISH LAKE",21,30,40,3104,5,1627
"NIMPKISH LAKE",21,30,40,3104,6,1738
"NIMPKISH LAKE",21,30,40,3104,7,1390
"NIMPKISH LAKE",21,30,40,3104,8,685
"NIMPKISH LAKE",21,40,50,2976,1,512
"NIMPKISH LAKE",21,40,50,2976,2,1106
"NIMPKISH LAKE",21,40,50,2976,3,1109
"NIMPKISH LAKE",21,40,50,2976,4,1528
"NIMPKISH LAKE",21,40,50,2976,5,1582
"NIMPKISH LAKE",21,40,50,2976,6,1708
"NIMPKISH LAKE",21,40,50,2976,7,1351
"NIMPKISH LAKE",21,40,50,2976,8,612
"NIMPKISH LAKE",21,50,60,2865,1,452
"NIMPKISH LAKE",21,50,60,2865,2,995
"NIMPKISH LAKE",21,50,60,2865,3,1074
"NIMPKISH LAKE",21,50,60,2865,4,1461
"NIMPKISH LAKE",21,50,60,2865,5,1544
"NIMPKISH LAKE",21,50,60,2865,6,1668
"NIMPKISH LAKE",21,50,60,2865,7,1307
"NIMPKISH LAKE",21,50,60,2865,8,551
"NIMPKISH LAKE",21,60,70,2727,1,0
"NIMPKISH LAKE",21,60,70,2727,2,970
"NIMPKISH LAKE",21,60,70,2727,3,1044
"NIMPKISH LAKE",21,60,70,2727,4,1421
"NIMPKISH LAKE",21,60,70,2727,5,1508
"NIMPKISH LAKE",21,60,70,2727,6,1627
"NIMPKISH LAKE",21,60,70,2727,7,1275
"NIMPKISH LAKE",21,60,70,2727,8,504
"NIMPKISH LAKE",21,70,80,2607,1,0
"NIMPKISH LAKE",21,70,80,2607,2,950
"NIMPKISH LAKE",21,70,80,2607,3,1014
"NIMPKISH LAKE",21,70,80,2607,4,1380
"NIMPKISH LAKE",21,70,80,2607,5,1465
"NIMPKISH LAKE",21,70,80,2607,6,1564
"NIMPKISH LAKE",21,70,80,2607,7,1244
"NIMPKISH LAKE",21,70,80,2607,8,464
"Nahmint Lk",153,2,5,711,1,662
"Nahmint Lk",153,2,5,711,2,801
"Nahmint Lk",153,2,5,711,3,525
"Nahmint Lk",153,2,5,711,4,672
"Nahmint Lk",153,2,5,711,5,582
"Nahmint Lk",153,3,5,711,1,662
"Nahmint Lk",153,3,5,711,2,801
"Nahmint Lk",153,3,5,711,3,525
"Nahmint Lk",153,3,5,711,4,672
"Nahmint Lk",153,3,5,711,5,582
"Nahmint Lk",153,5,10,692,1,649
"Nahmint Lk",153,5,10,692,2,792
"Nahmint Lk",153,5,10,692,3,504
"Nahmint Lk",153,5,10,692,4,653
"Nahmint Lk",153,5,10,692,5,568
"Nahmint Lk",153,10,15,673,1,633
"Nahmint Lk",153,10,15,673,2,781
"Nahmint Lk",153,10,15,673,3,491
"Nahmint Lk",153,10,15,673,4,635
"Nahmint Lk",153,10,15,673,5,546
"Nahmint Lk",153,15,20,654,1,614
"Nahmint Lk",153,15,20,654,2,774
"Nahmint Lk",153,15,20,654,3,477
"Nahmint Lk",153,15,20,654,4,619
"Nahmint Lk",153,15,20,654,5,475
"Nahmint Lk",153,20,30,625,1,590
"Nahmint Lk",153,20,30,625,2,746
"Nahmint Lk",153,20,30,625,3,454
"Nahmint Lk",153,20,30,625,4,593
"Nahmint Lk",153,20,30,625,5,447
"Nahmint Lk",153,30,40,581,1,564
"Nahmint Lk",153,30,40,581,2,706
"Nahmint Lk",153,30,40,581,3,427
"Nahmint Lk",153,30,40,581,4,552
"Nahmint Lk",153,30,40,581,5,411
"Nahmint Lk",153,40,50,565,1,537
"Nahmint Lk",153,40,50,565,2,670
"Nahmint Lk",153,40,50,565,3,395
"Nahmint Lk",153,40,50,565,4,524
"Nahmint Lk",153,40,50,565,5,381
"Nahmint Lk",153,50,60,533,1,516
"Nahmint Lk",153,50,60,533,2,646
"Nahmint Lk",153,50,60,533,3,370
"Nahmint Lk",153,50,60,533,4,483
"Nahmint Lk",153,50,60,533,5,352
"Nahwitti Lk",121,2,5,222,1,735
"Nahwitti Lk",121,2,5,222,2,685
"Nahwitti Lk",121,2,5,222,3,640
"Nahwitti Lk",121,2,5,222,4,350
"Nahwitti Lk",121,2,5,222,5,565
"Nahwitti Lk",121,3,5,222,1,735
"Nahwitti Lk",121,3,5,222,2,685
"Nahwitti Lk",121,3,5,222,3,640
"Nahwitti Lk",121,3,5,222,4,350
"Nahwitti Lk",121,3,5,222,5,565
"Nahwitti Lk",121,5,10,207,1,720
"Nahwitti Lk",121,5,10,207,2,660
"Nahwitti Lk",121,5,10,207,3,625
"Nahwitti Lk",121,5,10,207,4,335
"Nahwitti Lk",121,5,10,207,5,515
"Nahwitti Lk",121,10,15,192,1,700
"Nahwitti Lk",121,10,15,192,2,625
"Nahwitti Lk",121,10,15,192,3,610
"Nahwitti Lk",121,10,15,192,4,300
"Nahwitti Lk",121,10,15,192,5,440
"Nahwitti Lk",121,15,20,175,1,680
"Nahwitti Lk",121,15,20,175,2,605
"Nahwitti Lk",121,15,20,175,3,590
"Nahwitti Lk",121,15,20,175,4,265
"Nahwitti Lk",121,15,20,175,5,390
"Nahwitti Lk",121,20,30,144,1,635
"Nahwitti Lk",121,20,30,144,2,550
"Nahwitti Lk",121,20,30,144,3,600
"Nahwitti Lk",121,20,30,144,4,205
"Nahwitti Lk",121,20,30,144,5,325
"Nahwitti Lk",121,30,40,75,1,160
"Nahwitti Lk",121,30,40,75,2,245
"Nahwitti Lk",121,30,40,75,3,295
"Nahwitti Lk",121,30,40,75,4,100
"Nahwitti Lk",121,30,40,75,5,225
"Nahwitti Lk",121,40,50,14,1,0
"Nahwitti Lk",121,40,50,14,2,130
"Nahwitti Lk",121,40,50,14,3,0
"Nahwitti Lk",121,40,50,14,4,0
"Nahwitti Lk",121,40,50,14,5,70
"Nahwitti_2005",247,2,5,222,1,600
"Nahwitti_2005",247,2,5,222,2,400
"Nahwitti_2005",247,2,5,222,3,700
"Nahwitti_2005",247,2,5,222,4,900
"Nahwitti_2005",247,2,5,222,5,800
"Nahwitti_2005",247,2,5,222,6,800
"Nahwitti_2005",247,2,5,222,7,900
"Nahwitti_2005",247,2,5,222,8,800
"Nahwitti_2005",247,3,5,222,1,600
"Nahwitti_2005",247,3,5,222,2,400
"Nahwitti_2005",247,3,5,222,3,700
"Nahwitti_2005",247,3,5,222,4,900
"Nahwitti_2005",247,3,5,222,5,800
"Nahwitti_2005",247,3,5,222,6,800
"Nahwitti_2005",247,3,5,222,7,900
"Nahwitti_2005",247,3,5,222,8,800
"Nahwitti_2005",247,5,10,207,1,511
"Nahwitti_2005",247,5,10,207,2,388
"Nahwitti_2005",247,5,10,207,3,672
"Nahwitti_2005",247,5,10,207,4,892
"Nahwitti_2005",247,5,10,207,5,794
"Nahwitti_2005",247,5,10,207,6,796
"Nahwitti_2005",247,5,10,207,7,890
"Nahwitti_2005",247,5,10,207,8,787
"Nahwitti_2005",247,10,15,192,1,301
"Nahwitti_2005",247,10,15,192,2,304
"Nahwitti_2005",247,10,15,192,3,633
"Nahwitti_2005",247,10,15,192,4,865
"Nahwitti_2005",247,10,15,192,5,763
"Nahwitti_2005",247,10,15,192,6,782
"Nahwitti_2005",247,10,15,192,7,873
"Nahwitti_2005",247,10,15,192,8,766
"Nahwitti_2005",247,15,20,175,1,255
"Nahwitti_2005",247,15,20,175,2,236
"Nahwitti_2005",247,15,20,175,3,633
"Nahwitti_2005",247,15,20,175,4,833
"Nahwitti_2005",247,15,20,175,5,739
"Nahwitti_2005",247,15,20,175,6,750
"Nahwitti_2005",247,15,20,175,7,846
"Nahwitti_2005",247,15,20,175,8,735
"Nahwitti_2005",247,20,30,144,1,191
"Nahwitti_2005",247,20,30,144,2,41
"Nahwitti_2005",247,20,30,144,3,495
"Nahwitti_2005",247,20,30,144,4,796
"Nahwitti_2005",247,20,30,144,5,695
"Nahwitti_2005",247,20,30,144,6,720
"Nahwitti_2005",247,20,30,144,7,813
"Nahwitti_2005",247,20,30,144,8,675
"Nahwitti_2005",247,30,40,75,1,0
"Nahwitti_2005",247,30,40,75,2,0
"Nahwitti_2005",247,30,40,75,3,342
"Nahwitti_2005",247,30,40,75,4,486
"Nahwitti_2005",247,30,40,75,5,330
"Nahwitti_2005",247,30,40,75,6,270
"Nahwitti_2005",247,30,40,75,7,339
"Nahwitti_2005",247,30,40,75,8,199
"Nahwitti_2005",247,40,50,14,1,0
"Nahwitti_2005",247,40,50,14,2,0
"Nahwitti_2005",247,40,50,14,3,108
"Nahwitti_2005",247,40,50,14,4,0
"Nahwitti_2005",247,40,50,14,5,0
"Nahwitti_2005",247,40,50,14,6,114
"Nahwitti_2005",247,40,50,14,7,176
"Nahwitti_2005",247,40,50,14,8,0
"Osoyoos Lk (C)",239,2,5,179,1,1746
"Osoyoos Lk (C)",239,2,5,179,2,1261
"Osoyoos Lk (C)",239,3,5,179,1,1746
"Osoyoos Lk (C)",239,3,5,179,2,1261
"Osoyoos Lk (C)",239,5,10,140,1,1707
"Osoyoos Lk (C)",239,5,10,140,2,1261
"Osoyoos Lk (C)",239,10,15,101,1,1424
"Osoyoos Lk (C)",239,10,15,101,2,1207
"Osoyoos Lk (C)",239,15,20,50,1,977
"Osoyoos Lk (C)",239,15,20,50,2,1084
"Osoyoos Lk (C)",239,20,30,24,1,911
"Osoyoos Lk (C)",239,20,30,24,2,0
"Osoyoos Lk (N)",238,2,5,933,1,828
"Osoyoos Lk (N)",238,2,5,933,2,1152
"Osoyoos Lk (N)",238,2,5,933,3,1407
"Osoyoos Lk (N)",238,2,5,933,4,1151
"Osoyoos Lk (N)",238,2,5,933,5,752
"Osoyoos Lk (N)",238,2,5,933,6,814
"Osoyoos Lk (N)",238,2,5,933,7,1466
"Osoyoos Lk (N)",238,2,5,933,8,1310
"Osoyoos Lk (N)",238,2,5,933,9,1181
"Osoyoos Lk (N)",238,2,5,933,10,2300
"Osoyoos Lk (N)",238,3,5,933,1,828
"Osoyoos Lk (N)",238,3,5,933,2,1152
"Osoyoos Lk (N)",238,3,5,933,3,1407
"Osoyoos Lk (N)",238,3,5,933,4,1151
"Osoyoos Lk (N)",238,3,5,933,5,752
"Osoyoos Lk (N)",238,3,5,933,6,813
"Osoyoos Lk (N)",238,3,5,933,7,1465
