"lake","lake_code","ats_year","target_survey_code","target_survey_type","survey_date","survey_year","survey_month","transect","depth_code","depth_min","depth_max","targets","prop_sockeye","prop_stickleback","total_prop","transect_length","area","sounder_code","sounder_type","sounder_gain","data_issues","survey_comments","acoustic_survey_notes","key_field_replicate","source_file","line_number","sourcefile_year","source_year_err"
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,6,6,20,30,542,0.05,0.95,1,1440,1100,2,"SIMRAD               ",10,"Source_file/survey_date mis-match; Suspicious replicate of KCA surveys in TARGET84.DAT; may be erroneous lake or date; ","Juvenile Survey","0/100%, calm, no moon, At: 5/9.5 0c (2045/1830) Wt: 6 0c, JC 851204.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET85.DAT",3041,1985,TRUE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,6,7,30,40,320,0.5,0.5,1,1365,980,2,"SIMRAD               ",10,"","JUVENILE SURVEY","CALM, WATER & AIR TEMP. = 6 DEG. C. COUNTED FEB. 6/85 BY PR. MINIMUM COUNTS: T6,20-30M; T3,40-50M; T4&7,60-70M","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET84.DAT",7606,1984,FALSE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,6,7,30,40,442,0.5,0.5,1,1365,980,2,"SIMRAD               ",10,"Source_file/survey_date mis-match; Suspicious replicate of KCA surveys in TARGET84.DAT; may be erroneous lake or date; ","Juvenile Survey","0/100%, calm, no moon, At: 5/9.5 0c (2045/1830) Wt: 6 0c, JC 851204.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET85.DAT",3057,1985,TRUE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,6,8,40,50,271,0.82,0.18,1,1280,890,2,"SIMRAD               ",10,"","JUVENILE SURVEY","CALM, WATER & AIR TEMP. = 6 DEG. C. COUNTED FEB. 6/85 BY PR. MINIMUM COUNTS: T6,20-30M; T3,40-50M; T4&7,60-70M","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET84.DAT",7622,1984,FALSE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,6,8,40,50,398,0.82,0.18,1,1280,890,2,"SIMRAD               ",10,"Source_file/survey_date mis-match; Suspicious replicate of KCA surveys in TARGET84.DAT; may be erroneous lake or date; ","Juvenile Survey","0/100%, calm, no moon, At: 5/9.5 0c (2045/1830) Wt: 6 0c, JC 851204.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET85.DAT",3073,1985,TRUE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,6,9,50,60,172,0.82,0.18,1,1230,820,2,"SIMRAD               ",10,"","JUVENILE SURVEY","CALM, WATER & AIR TEMP. = 6 DEG. C. COUNTED FEB. 6/85 BY PR. MINIMUM COUNTS: T6,20-30M; T3,40-50M; T4&7,60-70M","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET84.DAT",7638,1984,FALSE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,6,9,50,60,229,0.82,0.18,1,1230,820,2,"SIMRAD               ",10,"Source_file/survey_date mis-match; Suspicious replicate of KCA surveys in TARGET84.DAT; may be erroneous lake or date; ","Juvenile Survey","0/100%, calm, no moon, At: 5/9.5 0c (2045/1830) Wt: 6 0c, JC 851204.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET85.DAT",3089,1985,TRUE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,6,10,60,70,0,NA,NA,NA,1025,739,2,"SIMRAD               ",10,"Prop_sockeye and prop_stickleback set to NA because targets == 0; ","JUVENILE SURVEY","CALM, WATER & AIR TEMP. = 6 DEG. C. COUNTED FEB. 6/85 BY PR. MINIMUM COUNTS: T6,20-30M; T3,40-50M; T4&7,60-70M","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET84.DAT",7654,1984,FALSE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,6,10,60,70,0,NA,NA,NA,1025,739,2,"SIMRAD               ",10,"Source_file/survey_date mis-match; Prop_sockeye and prop_stickleback set to NA because targets == 0; Suspicious replicate of KCA surveys in TARGET84.DAT; may be erroneous lake or date; ","Juvenile Survey","0/100%, calm, no moon, At: 5/9.5 0c (2045/1830) Wt: 6 0c, JC 851204.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET85.DAT",3105,1985,TRUE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,7,1,2,5,0,NA,NA,NA,810,1480,2,"SIMRAD               ",10,"Prop_sockeye and prop_stickleback set to NA because targets == 0; ","JUVENILE SURVEY","CALM, WATER & AIR TEMP. = 6 DEG. C. COUNTED FEB. 6/85 BY PR. MINIMUM COUNTS: T6,20-30M; T3,40-50M; T4&7,60-70M","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET84.DAT",7511,1984,FALSE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,7,1,2,5,0,NA,NA,NA,810,1480,2,"SIMRAD               ",10,"Source_file/survey_date mis-match; Prop_sockeye and prop_stickleback set to NA because targets == 0; Suspicious replicate of KCA surveys in TARGET84.DAT; may be erroneous lake or date; ","Juvenile Survey","0/100%, calm, no moon, At: 5/9.5 0c (2045/1830) Wt: 6 0c, JC 851204.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET85.DAT",2962,1985,TRUE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,7,2,3,5,0,NA,NA,NA,810,1480,2,"SIMRAD               ",10,"Prop_sockeye and prop_stickleback set to NA because targets == 0; ","JUVENILE SURVEY","CALM, WATER & AIR TEMP. = 6 DEG. C. COUNTED FEB. 6/85 BY PR. MINIMUM COUNTS: T6,20-30M; T3,40-50M; T4&7,60-70M","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET84.DAT",7527,1984,FALSE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,7,2,3,5,0,NA,NA,NA,810,1480,2,"SIMRAD               ",10,"Source_file/survey_date mis-match; Prop_sockeye and prop_stickleback set to NA because targets == 0; Suspicious replicate of KCA surveys in TARGET84.DAT; may be erroneous lake or date; ","Juvenile Survey","0/100%, calm, no moon, At: 5/9.5 0c (2045/1830) Wt: 6 0c, JC 851204.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET85.DAT",2978,1985,TRUE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,7,3,5,10,5,0.18,0.82,1,790,1433,2,"SIMRAD               ",10,"","JUVENILE SURVEY","CALM, WATER & AIR TEMP. = 6 DEG. C. COUNTED FEB. 6/85 BY PR. MINIMUM COUNTS: T6,20-30M; T3,40-50M; T4&7,60-70M","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET84.DAT",7543,1984,FALSE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,7,3,5,10,4,0.18,0.82,1,790,1433,2,"SIMRAD               ",10,"Source_file/survey_date mis-match; Suspicious replicate of KCA surveys in TARGET84.DAT; may be erroneous lake or date; ","Juvenile Survey","0/100%, calm, no moon, At: 5/9.5 0c (2045/1830) Wt: 6 0c, JC 851204.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET85.DAT",2994,1985,TRUE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,7,4,10,15,21,0.03,0.97,1,760,1385,2,"SIMRAD               ",10,"","JUVENILE SURVEY","CALM, WATER & AIR TEMP. = 6 DEG. C. COUNTED FEB. 6/85 BY PR. MINIMUM COUNTS: T6,20-30M; T3,40-50M; T4&7,60-70M","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET84.DAT",7559,1984,FALSE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,7,4,10,15,23,0.03,0.97,1,760,1385,2,"SIMRAD               ",10,"Source_file/survey_date mis-match; Suspicious replicate of KCA surveys in TARGET84.DAT; may be erroneous lake or date; ","Juvenile Survey","0/100%, calm, no moon, At: 5/9.5 0c (2045/1830) Wt: 6 0c, JC 851204.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET85.DAT",3010,1985,TRUE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,7,5,15,20,51,0.03,0.97,1,725,1315,2,"SIMRAD               ",10,"","JUVENILE SURVEY","CALM, WATER & AIR TEMP. = 6 DEG. C. COUNTED FEB. 6/85 BY PR. MINIMUM COUNTS: T6,20-30M; T3,40-50M; T4&7,60-70M","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET84.DAT",7575,1984,FALSE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,7,5,15,20,52,0.03,0.97,1,725,1315,2,"SIMRAD               ",10,"Source_file/survey_date mis-match; Suspicious replicate of KCA surveys in TARGET84.DAT; may be erroneous lake or date; ","Juvenile Survey","0/100%, calm, no moon, At: 5/9.5 0c (2045/1830) Wt: 6 0c, JC 851204.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET85.DAT",3026,1985,TRUE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,7,6,20,30,224,0.05,0.95,1,675,1100,2,"SIMRAD               ",10,"","JUVENILE SURVEY","CALM, WATER & AIR TEMP. = 6 DEG. C. COUNTED FEB. 6/85 BY PR. MINIMUM COUNTS: T6,20-30M; T3,40-50M; T4&7,60-70M","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET84.DAT",7591,1984,FALSE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,7,6,20,30,143,0.05,0.95,1,675,1100,2,"SIMRAD               ",10,"Source_file/survey_date mis-match; Suspicious replicate of KCA surveys in TARGET84.DAT; may be erroneous lake or date; ","Juvenile Survey","0/100%, calm, no moon, At: 5/9.5 0c (2045/1830) Wt: 6 0c, JC 851204.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET85.DAT",3042,1985,TRUE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,7,7,30,40,182,0.5,0.5,1,600,980,2,"SIMRAD               ",10,"","JUVENILE SURVEY","CALM, WATER & AIR TEMP. = 6 DEG. C. COUNTED FEB. 6/85 BY PR. MINIMUM COUNTS: T6,20-30M; T3,40-50M; T4&7,60-70M","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET84.DAT",7607,1984,FALSE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,7,7,30,40,228,0.5,0.5,1,600,980,2,"SIMRAD               ",10,"Source_file/survey_date mis-match; Suspicious replicate of KCA surveys in TARGET84.DAT; may be erroneous lake or date; ","Juvenile Survey","0/100%, calm, no moon, At: 5/9.5 0c (2045/1830) Wt: 6 0c, JC 851204.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET85.DAT",3058,1985,TRUE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,7,8,40,50,73,0.82,0.18,1,510,890,2,"SIMRAD               ",10,"","JUVENILE SURVEY","CALM, WATER & AIR TEMP. = 6 DEG. C. COUNTED FEB. 6/85 BY PR. MINIMUM COUNTS: T6,20-30M; T3,40-50M; T4&7,60-70M","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET84.DAT",7623,1984,FALSE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,7,8,40,50,85,0.82,0.18,1,510,890,2,"SIMRAD               ",10,"Source_file/survey_date mis-match; Suspicious replicate of KCA surveys in TARGET84.DAT; may be erroneous lake or date; ","Juvenile Survey","0/100%, calm, no moon, At: 5/9.5 0c (2045/1830) Wt: 6 0c, JC 851204.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET85.DAT",3074,1985,TRUE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,7,9,50,60,17,0.82,0.18,1,425,820,2,"SIMRAD               ",10,"","JUVENILE SURVEY","CALM, WATER & AIR TEMP. = 6 DEG. C. COUNTED FEB. 6/85 BY PR. MINIMUM COUNTS: T6,20-30M; T3,40-50M; T4&7,60-70M","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET84.DAT",7639,1984,FALSE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,7,9,50,60,23,0.82,0.18,1,425,820,2,"SIMRAD               ",10,"Source_file/survey_date mis-match; Suspicious replicate of KCA surveys in TARGET84.DAT; may be erroneous lake or date; ","Juvenile Survey","0/100%, calm, no moon, At: 5/9.5 0c (2045/1830) Wt: 6 0c, JC 851204.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET85.DAT",3090,1985,TRUE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,7,10,60,70,4,0.82,0.18,1,200,739,2,"SIMRAD               ",10,"","JUVENILE SURVEY","CALM, WATER & AIR TEMP. = 6 DEG. C. COUNTED FEB. 6/85 BY PR. MINIMUM COUNTS: T6,20-30M; T3,40-50M; T4&7,60-70M","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET84.DAT",7655,1984,FALSE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,7,10,60,70,0,NA,NA,NA,200,739,2,"SIMRAD               ",10,"Source_file/survey_date mis-match; Prop_sockeye and prop_stickleback set to NA because targets == 0; Suspicious replicate of KCA surveys in TARGET84.DAT; may be erroneous lake or date; ","Juvenile Survey","0/100%, calm, no moon, At: 5/9.5 0c (2045/1830) Wt: 6 0c, JC 851204.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET85.DAT",3106,1985,TRUE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,8,1,2,5,0,NA,NA,NA,810,1480,2,"SIMRAD               ",10,"Prop_sockeye and prop_stickleback set to NA because targets == 0; ","JUVENILE SURVEY","CALM, WATER & AIR TEMP. = 6 DEG. C. COUNTED FEB. 6/85 BY PR. MINIMUM COUNTS: T6,20-30M; T3,40-50M; T4&7,60-70M","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET84.DAT",7512,1984,FALSE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,8,1,2,5,0,NA,NA,NA,810,1480,2,"SIMRAD               ",10,"Source_file/survey_date mis-match; Prop_sockeye and prop_stickleback set to NA because targets == 0; Suspicious replicate of KCA surveys in TARGET84.DAT; may be erroneous lake or date; ","Juvenile Survey","0/100%, calm, no moon, At: 5/9.5 0c (2045/1830) Wt: 6 0c, JC 851204.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET85.DAT",2963,1985,TRUE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,8,2,3,5,0,NA,NA,NA,810,1480,2,"SIMRAD               ",10,"Prop_sockeye and prop_stickleback set to NA because targets == 0; ","JUVENILE SURVEY","CALM, WATER & AIR TEMP. = 6 DEG. C. COUNTED FEB. 6/85 BY PR. MINIMUM COUNTS: T6,20-30M; T3,40-50M; T4&7,60-70M","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET84.DAT",7528,1984,FALSE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,8,2,3,5,0,NA,NA,NA,810,1480,2,"SIMRAD               ",10,"Source_file/survey_date mis-match; Prop_sockeye and prop_stickleback set to NA because targets == 0; Suspicious replicate of KCA surveys in TARGET84.DAT; may be erroneous lake or date; ","Juvenile Survey","0/100%, calm, no moon, At: 5/9.5 0c (2045/1830) Wt: 6 0c, JC 851204.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET85.DAT",2979,1985,TRUE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,8,3,5,10,0,NA,NA,NA,790,1433,2,"SIMRAD               ",10,"Prop_sockeye and prop_stickleback set to NA because targets == 0; ","JUVENILE SURVEY","CALM, WATER & AIR TEMP. = 6 DEG. C. COUNTED FEB. 6/85 BY PR. MINIMUM COUNTS: T6,20-30M; T3,40-50M; T4&7,60-70M","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET84.DAT",7544,1984,FALSE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,8,3,5,10,0,NA,NA,NA,790,1433,2,"SIMRAD               ",10,"Source_file/survey_date mis-match; Prop_sockeye and prop_stickleback set to NA because targets == 0; Suspicious replicate of KCA surveys in TARGET84.DAT; may be erroneous lake or date; ","Juvenile Survey","0/100%, calm, no moon, At: 5/9.5 0c (2045/1830) Wt: 6 0c, JC 851204.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET85.DAT",2995,1985,TRUE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,8,4,10,15,0,NA,NA,NA,760,1385,2,"SIMRAD               ",10,"Prop_sockeye and prop_stickleback set to NA because targets == 0; ","JUVENILE SURVEY","CALM, WATER & AIR TEMP. = 6 DEG. C. COUNTED FEB. 6/85 BY PR. MINIMUM COUNTS: T6,20-30M; T3,40-50M; T4&7,60-70M","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET84.DAT",7560,1984,FALSE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,8,4,10,15,0,NA,NA,NA,760,1385,2,"SIMRAD               ",10,"Source_file/survey_date mis-match; Prop_sockeye and prop_stickleback set to NA because targets == 0; Suspicious replicate of KCA surveys in TARGET84.DAT; may be erroneous lake or date; ","Juvenile Survey","0/100%, calm, no moon, At: 5/9.5 0c (2045/1830) Wt: 6 0c, JC 851204.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET85.DAT",3011,1985,TRUE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,8,5,15,20,0,NA,NA,NA,725,1315,2,"SIMRAD               ",10,"Prop_sockeye and prop_stickleback set to NA because targets == 0; ","JUVENILE SURVEY","CALM, WATER & AIR TEMP. = 6 DEG. C. COUNTED FEB. 6/85 BY PR. MINIMUM COUNTS: T6,20-30M; T3,40-50M; T4&7,60-70M","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET84.DAT",7576,1984,FALSE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,8,5,15,20,0,NA,NA,NA,725,1315,2,"SIMRAD               ",10,"Source_file/survey_date mis-match; Prop_sockeye and prop_stickleback set to NA because targets == 0; Suspicious replicate of KCA surveys in TARGET84.DAT; may be erroneous lake or date; ","Juvenile Survey","0/100%, calm, no moon, At: 5/9.5 0c (2045/1830) Wt: 6 0c, JC 851204.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET85.DAT",3027,1985,TRUE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,8,6,20,30,0,NA,NA,NA,675,1100,2,"SIMRAD               ",10,"Prop_sockeye and prop_stickleback set to NA because targets == 0; ","JUVENILE SURVEY","CALM, WATER & AIR TEMP. = 6 DEG. C. COUNTED FEB. 6/85 BY PR. MINIMUM COUNTS: T6,20-30M; T3,40-50M; T4&7,60-70M","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET84.DAT",7592,1984,FALSE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,8,6,20,30,0,NA,NA,NA,675,1100,2,"SIMRAD               ",10,"Source_file/survey_date mis-match; Prop_sockeye and prop_stickleback set to NA because targets == 0; Suspicious replicate of KCA surveys in TARGET84.DAT; may be erroneous lake or date; ","Juvenile Survey","0/100%, calm, no moon, At: 5/9.5 0c (2045/1830) Wt: 6 0c, JC 851204.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET85.DAT",3043,1985,TRUE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,8,7,30,40,0,NA,NA,NA,600,980,2,"SIMRAD               ",10,"Prop_sockeye and prop_stickleback set to NA because targets == 0; ","JUVENILE SURVEY","CALM, WATER & AIR TEMP. = 6 DEG. C. COUNTED FEB. 6/85 BY PR. MINIMUM COUNTS: T6,20-30M; T3,40-50M; T4&7,60-70M","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET84.DAT",7608,1984,FALSE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,8,7,30,40,0,NA,NA,NA,600,980,2,"SIMRAD               ",10,"Source_file/survey_date mis-match; Prop_sockeye and prop_stickleback set to NA because targets == 0; Suspicious replicate of KCA surveys in TARGET84.DAT; may be erroneous lake or date; ","Juvenile Survey","0/100%, calm, no moon, At: 5/9.5 0c (2045/1830) Wt: 6 0c, JC 851204.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET85.DAT",3059,1985,TRUE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,8,8,40,50,0,NA,NA,NA,510,890,2,"SIMRAD               ",10,"Prop_sockeye and prop_stickleback set to NA because targets == 0; ","JUVENILE SURVEY","CALM, WATER & AIR TEMP. = 6 DEG. C. COUNTED FEB. 6/85 BY PR. MINIMUM COUNTS: T6,20-30M; T3,40-50M; T4&7,60-70M","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET84.DAT",7624,1984,FALSE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,8,8,40,50,0,NA,NA,NA,510,890,2,"SIMRAD               ",10,"Source_file/survey_date mis-match; Prop_sockeye and prop_stickleback set to NA because targets == 0; Suspicious replicate of KCA surveys in TARGET84.DAT; may be erroneous lake or date; ","Juvenile Survey","0/100%, calm, no moon, At: 5/9.5 0c (2045/1830) Wt: 6 0c, JC 851204.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET85.DAT",3075,1985,TRUE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,8,9,50,60,0,NA,NA,NA,425,820,2,"SIMRAD               ",10,"Prop_sockeye and prop_stickleback set to NA because targets == 0; ","JUVENILE SURVEY","CALM, WATER & AIR TEMP. = 6 DEG. C. COUNTED FEB. 6/85 BY PR. MINIMUM COUNTS: T6,20-30M; T3,40-50M; T4&7,60-70M","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET84.DAT",7640,1984,FALSE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,8,9,50,60,0,NA,NA,NA,425,820,2,"SIMRAD               ",10,"Source_file/survey_date mis-match; Prop_sockeye and prop_stickleback set to NA because targets == 0; Suspicious replicate of KCA surveys in TARGET84.DAT; may be erroneous lake or date; ","Juvenile Survey","0/100%, calm, no moon, At: 5/9.5 0c (2045/1830) Wt: 6 0c, JC 851204.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET85.DAT",3091,1985,TRUE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,8,10,60,70,0,NA,NA,NA,200,739,2,"SIMRAD               ",10,"Prop_sockeye and prop_stickleback set to NA because targets == 0; ","JUVENILE SURVEY","CALM, WATER & AIR TEMP. = 6 DEG. C. COUNTED FEB. 6/85 BY PR. MINIMUM COUNTS: T6,20-30M; T3,40-50M; T4&7,60-70M","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET84.DAT",7656,1984,FALSE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,8,10,60,70,0,NA,NA,NA,200,739,2,"SIMRAD               ",10,"Source_file/survey_date mis-match; Prop_sockeye and prop_stickleback set to NA because targets == 0; Suspicious replicate of KCA surveys in TARGET84.DAT; may be erroneous lake or date; ","Juvenile Survey","0/100%, calm, no moon, At: 5/9.5 0c (2045/1830) Wt: 6 0c, JC 851204.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET85.DAT",3107,1985,TRUE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,9,1,2,5,0,NA,NA,NA,1610,1480,2,"SIMRAD               ",10,"Prop_sockeye and prop_stickleback set to NA because targets == 0; ","JUVENILE SURVEY","CALM, WATER & AIR TEMP. = 6 DEG. C. COUNTED FEB. 6/85 BY PR. MINIMUM COUNTS: T6,20-30M; T3,40-50M; T4&7,60-70M","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET84.DAT",7513,1984,FALSE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,9,1,2,5,0,NA,NA,NA,1610,1480,2,"SIMRAD               ",10,"Source_file/survey_date mis-match; Prop_sockeye and prop_stickleback set to NA because targets == 0; Suspicious replicate of KCA surveys in TARGET84.DAT; may be erroneous lake or date; ","Juvenile Survey","0/100%, calm, no moon, At: 5/9.5 0c (2045/1830) Wt: 6 0c, JC 851204.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET85.DAT",2964,1985,TRUE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,9,2,3,5,0,NA,NA,NA,1610,1480,2,"SIMRAD               ",10,"Prop_sockeye and prop_stickleback set to NA because targets == 0; ","JUVENILE SURVEY","CALM, WATER & AIR TEMP. = 6 DEG. C. COUNTED FEB. 6/85 BY PR. MINIMUM COUNTS: T6,20-30M; T3,40-50M; T4&7,60-70M","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET84.DAT",7529,1984,FALSE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,9,2,3,5,0,NA,NA,NA,1610,1480,2,"SIMRAD               ",10,"Source_file/survey_date mis-match; Prop_sockeye and prop_stickleback set to NA because targets == 0; Suspicious replicate of KCA surveys in TARGET84.DAT; may be erroneous lake or date; ","Juvenile Survey","0/100%, calm, no moon, At: 5/9.5 0c (2045/1830) Wt: 6 0c, JC 851204.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET85.DAT",2980,1985,TRUE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,9,3,5,10,0,NA,NA,NA,1580,1433,2,"SIMRAD               ",10,"Prop_sockeye and prop_stickleback set to NA because targets == 0; ","JUVENILE SURVEY","CALM, WATER & AIR TEMP. = 6 DEG. C. COUNTED FEB. 6/85 BY PR. MINIMUM COUNTS: T6,20-30M; T3,40-50M; T4&7,60-70M","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET84.DAT",7545,1984,FALSE
