"lake","lake_code","ats_year","target_survey_code","target_survey_type","survey_date","survey_year","survey_month","transect","depth_code","depth_min","depth_max","targets","prop_sockeye","prop_stickleback","total_prop","transect_length","area","sounder_code","sounder_type","sounder_gain","data_issues","survey_comments","acoustic_survey_notes","key_field_replicate","source_file","line_number","sourcefile_year","source_year_err"
"Hobiton Lk",6,1989,1,"JUVENILE",1989-09-19,1989,9,10,6,20,30,18,1,0,1,1000,252,2,"SIMRAD               ",10,"","processed on 08Nov89 by RT.","clr,SEwnd,1/2mn@2145,AT11.5ST18@2220.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET89.DAT",5206,1989,FALSE
"Hobiton Lk",6,1989,1,"JUVENILE",1989-09-19,1989,9,10,7,30,40,4,1,0,1,960,215,2,"SIMRAD               ",10,"","Processed by JC","clr,5/8mn,at11.5,st18C","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET89.DAT",919,1989,FALSE
"Hobiton Lk",6,1989,1,"JUVENILE",1989-09-19,1989,9,10,7,30,40,3,1,0,1,960,215,2,"SIMRAD               ",10,"","processed on 08Nov89 by RT.","clr,SEwnd,1/2mn@2145,AT11.5ST18@2220.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET89.DAT",5217,1989,FALSE
"Hobiton Lk",6,1989,1,"JUVENILE",1989-09-19,1989,9,10,8,40,50,1,1,0,1,845,172,2,"SIMRAD               ",10,"","Processed by JC","clr,5/8mn,at11.5,st18C","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET89.DAT",930,1989,FALSE
"Hobiton Lk",6,1989,1,"JUVENILE",1989-09-19,1989,9,10,8,40,50,1,1,0,1,845,172,2,"SIMRAD               ",10,"","processed on 08Nov89 by RT.","clr,SEwnd,1/2mn@2145,AT11.5ST18@2220.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET89.DAT",5228,1989,FALSE
"Hobiton Lk",6,1989,1,"JUVENILE",1989-09-19,1989,9,10,9,50,60,0,NA,NA,NA,785,25,2,"SIMRAD               ",10,"Prop_sockeye and prop_stickleback set to NA because targets == 0; ","Processed by JC","clr,5/8mn,at11.5,st18C","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET89.DAT",941,1989,FALSE
"Hobiton Lk",6,1989,1,"JUVENILE",1989-09-19,1989,9,10,9,50,60,1,1,0,1,785,25,2,"SIMRAD               ",10,"","processed on 08Nov89 by RT.","clr,SEwnd,1/2mn@2145,AT11.5ST18@2220.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET89.DAT",5239,1989,FALSE
"Hobiton Lk",6,1989,1,"JUVENILE",1989-09-19,1989,9,11,1,2,5,8,1,0,1,1120,350,2,"SIMRAD               ",10,"","Processed by JC","clr,5/8mn,at11.5,st18C","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET89.DAT",854,1989,FALSE
"Hobiton Lk",6,1989,1,"JUVENILE",1989-09-19,1989,9,11,1,2,5,5,1,0,1,1120,350,2,"SIMRAD               ",10,"","processed on 08Nov89 by RT.","clr,SEwnd,1/2mn@2145,AT11.5ST18@2220.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET89.DAT",5152,1989,FALSE
"Hobiton Lk",6,1989,1,"JUVENILE",1989-09-19,1989,9,11,2,3,5,0,NA,NA,NA,1120,340,2,"SIMRAD               ",10,"Prop_sockeye and prop_stickleback set to NA because targets == 0; ","Processed by JC","clr,5/8mn,at11.5,st18C","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET89.DAT",865,1989,FALSE
"Hobiton Lk",6,1989,1,"JUVENILE",1989-09-19,1989,9,11,2,3,5,0,NA,NA,NA,1120,340,2,"SIMRAD               ",10,"Prop_sockeye and prop_stickleback set to NA because targets == 0; ","processed on 08Nov89 by RT.","clr,SEwnd,1/2mn@2145,AT11.5ST18@2220.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET89.DAT",5163,1989,FALSE
"Hobiton Lk",6,1989,1,"JUVENILE",1989-09-19,1989,9,11,3,5,10,26,1,0,1,1100,334,2,"SIMRAD               ",10,"","Processed by JC","clr,5/8mn,at11.5,st18C","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET89.DAT",876,1989,FALSE
"Hobiton Lk",6,1989,1,"JUVENILE",1989-09-19,1989,9,11,3,5,10,19,1,0,1,1100,334,2,"SIMRAD               ",10,"","processed on 08Nov89 by RT.","clr,SEwnd,1/2mn@2145,AT11.5ST18@2220.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET89.DAT",5174,1989,FALSE
"Hobiton Lk",6,1989,1,"JUVENILE",1989-09-19,1989,9,11,4,10,15,300,1,0,1,1070,320,2,"SIMRAD               ",10,"","Processed by JC","clr,5/8mn,at11.5,st18C","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET89.DAT",887,1989,FALSE
"Hobiton Lk",6,1989,1,"JUVENILE",1989-09-19,1989,9,11,4,10,15,257,1,0,1,1070,320,2,"SIMRAD               ",10,"","processed on 08Nov89 by RT.","clr,SEwnd,1/2mn@2145,AT11.5ST18@2220.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET89.DAT",5185,1989,FALSE
"Hobiton Lk",6,1989,1,"JUVENILE",1989-09-19,1989,9,11,5,15,20,344,1,0,1,1060,285,2,"SIMRAD               ",10,"","Processed by JC","clr,5/8mn,at11.5,st18C","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET89.DAT",898,1989,FALSE
"Hobiton Lk",6,1989,1,"JUVENILE",1989-09-19,1989,9,11,5,15,20,351,1,0,1,1060,285,2,"SIMRAD               ",10,"","processed on 08Nov89 by RT.","clr,SEwnd,1/2mn@2145,AT11.5ST18@2220.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET89.DAT",5196,1989,FALSE
"Hobiton Lk",6,1989,1,"JUVENILE",1989-09-19,1989,9,11,6,20,30,71,1,0,1,1020,252,2,"SIMRAD               ",10,"","Processed by JC","clr,5/8mn,at11.5,st18C","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET89.DAT",909,1989,FALSE
"Hobiton Lk",6,1989,1,"JUVENILE",1989-09-19,1989,9,11,6,20,30,79,1,0,1,1020,252,2,"SIMRAD               ",10,"","processed on 08Nov89 by RT.","clr,SEwnd,1/2mn@2145,AT11.5ST18@2220.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET89.DAT",5207,1989,FALSE
"Hobiton Lk",6,1989,1,"JUVENILE",1989-09-19,1989,9,11,7,30,40,2,1,0,1,980,215,2,"SIMRAD               ",10,"","Processed by JC","clr,5/8mn,at11.5,st18C","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET89.DAT",920,1989,FALSE
"Hobiton Lk",6,1989,1,"JUVENILE",1989-09-19,1989,9,11,7,30,40,2,1,0,1,980,215,2,"SIMRAD               ",10,"","processed on 08Nov89 by RT.","clr,SEwnd,1/2mn@2145,AT11.5ST18@2220.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET89.DAT",5218,1989,FALSE
"Hobiton Lk",6,1989,1,"JUVENILE",1989-09-19,1989,9,11,8,40,50,0,NA,NA,NA,855,172,2,"SIMRAD               ",10,"Prop_sockeye and prop_stickleback set to NA because targets == 0; ","Processed by JC","clr,5/8mn,at11.5,st18C","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET89.DAT",931,1989,FALSE
"Hobiton Lk",6,1989,1,"JUVENILE",1989-09-19,1989,9,11,8,40,50,0,NA,NA,NA,855,172,2,"SIMRAD               ",10,"Prop_sockeye and prop_stickleback set to NA because targets == 0; ","processed on 08Nov89 by RT.","clr,SEwnd,1/2mn@2145,AT11.5ST18@2220.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET89.DAT",5229,1989,FALSE
"Hobiton Lk",6,1989,1,"JUVENILE",1989-09-19,1989,9,11,9,50,60,0,NA,NA,NA,780,25,2,"SIMRAD               ",10,"Prop_sockeye and prop_stickleback set to NA because targets == 0; ","Processed by JC","clr,5/8mn,at11.5,st18C","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET89.DAT",942,1989,FALSE
"Hobiton Lk",6,1989,1,"JUVENILE",1989-09-19,1989,9,11,9,50,60,0,NA,NA,NA,780,25,2,"SIMRAD               ",10,"Prop_sockeye and prop_stickleback set to NA because targets == 0; ","processed on 08Nov89 by RT.","clr,SEwnd,1/2mn@2145,AT11.5ST18@2220.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET89.DAT",5240,1989,FALSE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,1,1,2,5,8,0.18,0.82,1,1045,1480,2,"SIMRAD               ",10,"","JUVENILE SURVEY","CALM, WATER & AIR TEMP. = 6 DEG. C. COUNTED FEB. 6/85 BY PR. MINIMUM COUNTS: T6,20-30M; T3,40-50M; T4&7,60-70M","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET84.DAT",7505,1984,FALSE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,1,1,2,5,11,0.18,0.82,1,1045,1480,2,"SIMRAD               ",10,"Source_file/survey_date mis-match; Suspicious replicate of KCA surveys in TARGET84.DAT; may be erroneous lake or date; ","Juvenile Survey","0/100%, calm, no moon, At: 5/9.5 0c (2045/1830) Wt: 6 0c, JC 851204.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET85.DAT",2956,1985,TRUE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,1,2,3,5,0,NA,NA,NA,1045,1480,2,"SIMRAD               ",10,"Prop_sockeye and prop_stickleback set to NA because targets == 0; ","JUVENILE SURVEY","CALM, WATER & AIR TEMP. = 6 DEG. C. COUNTED FEB. 6/85 BY PR. MINIMUM COUNTS: T6,20-30M; T3,40-50M; T4&7,60-70M","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET84.DAT",7521,1984,FALSE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,1,2,3,5,0,NA,NA,NA,1045,1480,2,"SIMRAD               ",10,"Source_file/survey_date mis-match; Prop_sockeye and prop_stickleback set to NA because targets == 0; Suspicious replicate of KCA surveys in TARGET84.DAT; may be erroneous lake or date; ","Juvenile Survey","0/100%, calm, no moon, At: 5/9.5 0c (2045/1830) Wt: 6 0c, JC 851204.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET85.DAT",2972,1985,TRUE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,1,3,5,10,80,0.18,0.82,1,1020,1433,2,"SIMRAD               ",10,"","JUVENILE SURVEY","CALM, WATER & AIR TEMP. = 6 DEG. C. COUNTED FEB. 6/85 BY PR. MINIMUM COUNTS: T6,20-30M; T3,40-50M; T4&7,60-70M","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET84.DAT",7537,1984,FALSE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,1,3,5,10,89,0.18,0.82,1,1020,1433,2,"SIMRAD               ",10,"Source_file/survey_date mis-match; Suspicious replicate of KCA surveys in TARGET84.DAT; may be erroneous lake or date; ","Juvenile Survey","0/100%, calm, no moon, At: 5/9.5 0c (2045/1830) Wt: 6 0c, JC 851204.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET85.DAT",2988,1985,TRUE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,1,4,10,15,208,0.03,0.97,1,990,1385,2,"SIMRAD               ",10,"","JUVENILE SURVEY","CALM, WATER & AIR TEMP. = 6 DEG. C. COUNTED FEB. 6/85 BY PR. MINIMUM COUNTS: T6,20-30M; T3,40-50M; T4&7,60-70M","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET84.DAT",7553,1984,FALSE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,1,4,10,15,236,0.03,0.97,1,990,1385,2,"SIMRAD               ",10,"Source_file/survey_date mis-match; Suspicious replicate of KCA surveys in TARGET84.DAT; may be erroneous lake or date; ","Juvenile Survey","0/100%, calm, no moon, At: 5/9.5 0c (2045/1830) Wt: 6 0c, JC 851204.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET85.DAT",3004,1985,TRUE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,1,5,15,20,251,0.03,0.97,1,960,1315,2,"SIMRAD               ",10,"","JUVENILE SURVEY","CALM, WATER & AIR TEMP. = 6 DEG. C. COUNTED FEB. 6/85 BY PR. MINIMUM COUNTS: T6,20-30M; T3,40-50M; T4&7,60-70M","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET84.DAT",7569,1984,FALSE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,1,5,15,20,336,0.03,0.97,1,960,1315,2,"SIMRAD               ",10,"Source_file/survey_date mis-match; Suspicious replicate of KCA surveys in TARGET84.DAT; may be erroneous lake or date; ","Juvenile Survey","0/100%, calm, no moon, At: 5/9.5 0c (2045/1830) Wt: 6 0c, JC 851204.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET85.DAT",3020,1985,TRUE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,1,6,20,30,360,0.05,0.95,1,900,1100,2,"SIMRAD               ",10,"","JUVENILE SURVEY","CALM, WATER & AIR TEMP. = 6 DEG. C. COUNTED FEB. 6/85 BY PR. MINIMUM COUNTS: T6,20-30M; T3,40-50M; T4&7,60-70M","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET84.DAT",7585,1984,FALSE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,1,6,20,30,542,0.05,0.95,1,900,1100,2,"SIMRAD               ",10,"Source_file/survey_date mis-match; Suspicious replicate of KCA surveys in TARGET84.DAT; may be erroneous lake or date; ","Juvenile Survey","0/100%, calm, no moon, At: 5/9.5 0c (2045/1830) Wt: 6 0c, JC 851204.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET85.DAT",3036,1985,TRUE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,1,7,30,40,359,0.5,0.5,1,855,980,2,"SIMRAD               ",10,"","JUVENILE SURVEY","CALM, WATER & AIR TEMP. = 6 DEG. C. COUNTED FEB. 6/85 BY PR. MINIMUM COUNTS: T6,20-30M; T3,40-50M; T4&7,60-70M","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET84.DAT",7601,1984,FALSE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,1,7,30,40,511,0.5,0.5,1,855,980,2,"SIMRAD               ",10,"Source_file/survey_date mis-match; Suspicious replicate of KCA surveys in TARGET84.DAT; may be erroneous lake or date; ","Juvenile Survey","0/100%, calm, no moon, At: 5/9.5 0c (2045/1830) Wt: 6 0c, JC 851204.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET85.DAT",3052,1985,TRUE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,1,8,40,50,0,NA,NA,NA,825,890,2,"SIMRAD               ",10,"Prop_sockeye and prop_stickleback set to NA because targets == 0; ","JUVENILE SURVEY","CALM, WATER & AIR TEMP. = 6 DEG. C. COUNTED FEB. 6/85 BY PR. MINIMUM COUNTS: T6,20-30M; T3,40-50M; T4&7,60-70M","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET84.DAT",7617,1984,FALSE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,1,8,40,50,653,0.82,0.18,1,825,890,2,"SIMRAD               ",10,"Source_file/survey_date mis-match; Suspicious replicate of KCA surveys in TARGET84.DAT; may be erroneous lake or date; ","Juvenile Survey","0/100%, calm, no moon, At: 5/9.5 0c (2045/1830) Wt: 6 0c, JC 851204.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET85.DAT",3068,1985,TRUE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,1,9,50,60,0,NA,NA,NA,790,820,2,"SIMRAD               ",10,"Prop_sockeye and prop_stickleback set to NA because targets == 0; ","JUVENILE SURVEY","CALM, WATER & AIR TEMP. = 6 DEG. C. COUNTED FEB. 6/85 BY PR. MINIMUM COUNTS: T6,20-30M; T3,40-50M; T4&7,60-70M","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET84.DAT",7633,1984,FALSE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,1,9,50,60,508,0.82,0.18,1,790,820,2,"SIMRAD               ",10,"Source_file/survey_date mis-match; Suspicious replicate of KCA surveys in TARGET84.DAT; may be erroneous lake or date; ","Juvenile Survey","0/100%, calm, no moon, At: 5/9.5 0c (2045/1830) Wt: 6 0c, JC 851204.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET85.DAT",3084,1985,TRUE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,1,10,60,70,41,0.82,0.18,1,725,739,2,"SIMRAD               ",10,"","JUVENILE SURVEY","CALM, WATER & AIR TEMP. = 6 DEG. C. COUNTED FEB. 6/85 BY PR. MINIMUM COUNTS: T6,20-30M; T3,40-50M; T4&7,60-70M","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET84.DAT",7649,1984,FALSE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,1,10,60,70,53,0.82,0.18,1,725,739,2,"SIMRAD               ",10,"Source_file/survey_date mis-match; Suspicious replicate of KCA surveys in TARGET84.DAT; may be erroneous lake or date; ","Juvenile Survey","0/100%, calm, no moon, At: 5/9.5 0c (2045/1830) Wt: 6 0c, JC 851204.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET85.DAT",3100,1985,TRUE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,2,1,2,5,9,0.18,0.82,1,2195,1480,2,"SIMRAD               ",10,"","JUVENILE SURVEY","CALM, WATER & AIR TEMP. = 6 DEG. C. COUNTED FEB. 6/85 BY PR. MINIMUM COUNTS: T6,20-30M; T3,40-50M; T4&7,60-70M","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET84.DAT",7506,1984,FALSE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,2,1,2,5,9,0.18,0.82,1,2195,1480,2,"SIMRAD               ",10,"Source_file/survey_date mis-match; Suspicious replicate of KCA surveys in TARGET84.DAT; may be erroneous lake or date; ","Juvenile Survey","0/100%, calm, no moon, At: 5/9.5 0c (2045/1830) Wt: 6 0c, JC 851204.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET85.DAT",2957,1985,TRUE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,2,2,3,5,0,NA,NA,NA,2195,1480,2,"SIMRAD               ",10,"Prop_sockeye and prop_stickleback set to NA because targets == 0; ","JUVENILE SURVEY","CALM, WATER & AIR TEMP. = 6 DEG. C. COUNTED FEB. 6/85 BY PR. MINIMUM COUNTS: T6,20-30M; T3,40-50M; T4&7,60-70M","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET84.DAT",7522,1984,FALSE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,2,2,3,5,0,NA,NA,NA,2195,1480,2,"SIMRAD               ",10,"Source_file/survey_date mis-match; Prop_sockeye and prop_stickleback set to NA because targets == 0; Suspicious replicate of KCA surveys in TARGET84.DAT; may be erroneous lake or date; ","Juvenile Survey","0/100%, calm, no moon, At: 5/9.5 0c (2045/1830) Wt: 6 0c, JC 851204.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET85.DAT",2973,1985,TRUE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,2,3,5,10,116,0.18,0.82,1,2175,1433,2,"SIMRAD               ",10,"","JUVENILE SURVEY","CALM, WATER & AIR TEMP. = 6 DEG. C. COUNTED FEB. 6/85 BY PR. MINIMUM COUNTS: T6,20-30M; T3,40-50M; T4&7,60-70M","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET84.DAT",7538,1984,FALSE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,2,3,5,10,137,0.18,0.82,1,2175,1433,2,"SIMRAD               ",10,"Source_file/survey_date mis-match; Suspicious replicate of KCA surveys in TARGET84.DAT; may be erroneous lake or date; ","Juvenile Survey","0/100%, calm, no moon, At: 5/9.5 0c (2045/1830) Wt: 6 0c, JC 851204.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET85.DAT",2989,1985,TRUE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,2,4,10,15,272,0.03,0.97,1,2150,1385,2,"SIMRAD               ",10,"","JUVENILE SURVEY","CALM, WATER & AIR TEMP. = 6 DEG. C. COUNTED FEB. 6/85 BY PR. MINIMUM COUNTS: T6,20-30M; T3,40-50M; T4&7,60-70M","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET84.DAT",7554,1984,FALSE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,2,4,10,15,356,0.03,0.97,1,2150,1385,2,"SIMRAD               ",10,"Source_file/survey_date mis-match; Suspicious replicate of KCA surveys in TARGET84.DAT; may be erroneous lake or date; ","Juvenile Survey","0/100%, calm, no moon, At: 5/9.5 0c (2045/1830) Wt: 6 0c, JC 851204.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET85.DAT",3005,1985,TRUE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,2,5,15,20,0,NA,NA,NA,2150,1315,2,"SIMRAD               ",10,"Prop_sockeye and prop_stickleback set to NA because targets == 0; ","JUVENILE SURVEY","CALM, WATER & AIR TEMP. = 6 DEG. C. COUNTED FEB. 6/85 BY PR. MINIMUM COUNTS: T6,20-30M; T3,40-50M; T4&7,60-70M","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET84.DAT",7570,1984,FALSE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,2,5,15,20,971,0.03,0.97,1,2150,1315,2,"SIMRAD               ",10,"Source_file/survey_date mis-match; Suspicious replicate of KCA surveys in TARGET84.DAT; may be erroneous lake or date; ","Juvenile Survey","0/100%, calm, no moon, At: 5/9.5 0c (2045/1830) Wt: 6 0c, JC 851204.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET85.DAT",3021,1985,TRUE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,2,6,20,30,879,0.05,0.95,1,2075,1100,2,"SIMRAD               ",10,"","JUVENILE SURVEY","CALM, WATER & AIR TEMP. = 6 DEG. C. COUNTED FEB. 6/85 BY PR. MINIMUM COUNTS: T6,20-30M; T3,40-50M; T4&7,60-70M","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET84.DAT",7586,1984,FALSE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,2,6,20,30,1417,0.05,0.95,1,2075,1100,2,"SIMRAD               ",10,"Source_file/survey_date mis-match; Suspicious replicate of KCA surveys in TARGET84.DAT; may be erroneous lake or date; ","Juvenile Survey","0/100%, calm, no moon, At: 5/9.5 0c (2045/1830) Wt: 6 0c, JC 851204.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET85.DAT",3037,1985,TRUE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,2,7,30,40,816,0.5,0.5,1,2020,980,2,"SIMRAD               ",10,"","JUVENILE SURVEY","CALM, WATER & AIR TEMP. = 6 DEG. C. COUNTED FEB. 6/85 BY PR. MINIMUM COUNTS: T6,20-30M; T3,40-50M; T4&7,60-70M","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET84.DAT",7602,1984,FALSE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,2,7,30,40,1175,0.5,0.5,1,2020,980,2,"SIMRAD               ",10,"Source_file/survey_date mis-match; Suspicious replicate of KCA surveys in TARGET84.DAT; may be erroneous lake or date; ","Juvenile Survey","0/100%, calm, no moon, At: 5/9.5 0c (2045/1830) Wt: 6 0c, JC 851204.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET85.DAT",3053,1985,TRUE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,2,8,40,50,0,NA,NA,NA,1950,890,2,"SIMRAD               ",10,"Prop_sockeye and prop_stickleback set to NA because targets == 0; ","JUVENILE SURVEY","CALM, WATER & AIR TEMP. = 6 DEG. C. COUNTED FEB. 6/85 BY PR. MINIMUM COUNTS: T6,20-30M; T3,40-50M; T4&7,60-70M","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET84.DAT",7618,1984,FALSE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,2,8,40,50,1760,0.82,0.18,1,1950,890,2,"SIMRAD               ",10,"Source_file/survey_date mis-match; Suspicious replicate of KCA surveys in TARGET84.DAT; may be erroneous lake or date; ","Juvenile Survey","0/100%, calm, no moon, At: 5/9.5 0c (2045/1830) Wt: 6 0c, JC 851204.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET85.DAT",3069,1985,TRUE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,2,9,50,60,0,NA,NA,NA,1920,820,2,"SIMRAD               ",10,"Prop_sockeye and prop_stickleback set to NA because targets == 0; ","JUVENILE SURVEY","CALM, WATER & AIR TEMP. = 6 DEG. C. COUNTED FEB. 6/85 BY PR. MINIMUM COUNTS: T6,20-30M; T3,40-50M; T4&7,60-70M","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET84.DAT",7634,1984,FALSE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,2,9,50,60,2819,0.82,0.18,1,1920,820,2,"SIMRAD               ",10,"Source_file/survey_date mis-match; Suspicious replicate of KCA surveys in TARGET84.DAT; may be erroneous lake or date; ","Juvenile Survey","0/100%, calm, no moon, At: 5/9.5 0c (2045/1830) Wt: 6 0c, JC 851204.","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET85.DAT",3085,1985,TRUE
"Kennedy Lk (Clayoquot Arm)",40,1984,1,"JUVENILE",1985-01-23,1985,1,2,10,60,70,0,NA,NA,NA,1785,739,2,"SIMRAD               ",10,"Prop_sockeye and prop_stickleback set to NA because targets == 0; ","JUVENILE SURVEY","CALM, WATER & AIR TEMP. = 6 DEG. C. COUNTED FEB. 6/85 BY PR. MINIMUM COUNTS: T6,20-30M; T3,40-50M; T4&7,60-70M","Replicate exists in the original data for this lake, date, sounder, transect and depth","TARGET84.DAT",7650,1984,FALSE
