"Lake","ATS Year","Date","Sounder Type","#Transects","#Targets","#Trawls","Surface Trawls","Trawl Time (min)","#Fish","#Sockeye","#Stickleback","Others"
"Muriel Lake","1995",1995-08-01,"SIMRAD               ",10,NA,NA,NA,NA,NA,NA,NA,NA
"Muriel Lake","1995",1996-03-22,"SIMRAD               ",10,432,NA,NA,NA,NA,NA,NA,NA
"Muriel Lake","1996",1996-10-29,"SIMRAD               ",10,1446,NA,NA,NA,NA,NA,NA,NA
"Muriel Lake","1997",1997-10-20,"SIMRAD               ",10,1307,NA,NA,NA,NA,NA,NA,NA
"Muriel Lake","1997",1997-10-21,NA,NA,NA,7,0,0,111,109,2,0
"Muriel Lake","1997",1998-03-02,"SIMRAD               ",10,1293,NA,NA,NA,NA,NA,NA,NA
"Muriel Lake","1999",2000-02-08,"SIMRAD               ",10,1046,NA,NA,NA,NA,NA,NA,NA
"Muriel Lake","2000",2000-10-30,"SIMRAD               ",10,1930,NA,NA,NA,NA,NA,NA,NA
"Muriel Lake","2000",2000-10-31,"SIMRAD               ",10,1341,NA,NA,NA,NA,NA,NA,NA
"Muriel Lake","2001",2002-03-01,"SIMRAD               ",10,1670,NA,NA,NA,NA,NA,NA,NA
"Muriel Lake","2002",2003-03-11,"SIMRAD               ",10,1636,NA,NA,NA,NA,NA,NA,NA
"Nahmint Lake","1986",1986-09-25,"SIMRAD               ",5,829,3,0,45,7,7,0,0
"Nahmint Lake","1987",1987-07-10,"SIMRAD               ",5,973,4,0,0,33,33,0,0
"Nahmint Lake","1987",1987-07-11,NA,NA,NA,2,0,0,27,26,0,1
"Nahmint Lake","1987",1987-09-18,"SIMRAD               ",5,336,2,1,0,4,3,1,0
"Nahmint Lake","1987",1987-09-26,"SIMRAD               ",5,775,3,1,0,9,9,0,0
"Nahmint Lake","1988",1988-07-08,"SIMRAD               ",5,809,1,0,0,7,7,0,0
"Nahmint Lake","1988",1988-07-09,NA,NA,NA,6,1,0,17,13,0,4
"Nahmint Lake","1988",1988-09-23,NA,NA,NA,3,0,0,4,4,0,0
"Nahmint Lake","1988",1988-09-24,NA,NA,NA,1,0,0,1,1,0,0
"Nahmint Lake","1989",1989-09-30,"SIMRAD               ",5,1314,NA,NA,NA,NA,NA,NA,NA
"Nahwitti Lake","1984",1984-11-15,"SIMRAD               ",5,868,6,0,90,55,55,0,0
"Nahwitti Lake","1985",1985-08-27,"SIMRAD               ",5,553,3,0,45,15,15,0,0
"Nahwitti Lake","1985",1985-08-28,NA,NA,NA,3,0,43,10,10,0,0
"Nahwitti Lake","1987",1987-07-21,"SIMRAD               ",5,932,4,0,0,180,180,0,0
"Nahwitti Lake","1987",1987-07-22,NA,NA,NA,4,1,0,85,85,0,0
"Nahwitti Lake","1988",1988-08-08,"SIMRAD               ",5,1049,NA,NA,NA,NA,NA,NA,NA
"Nahwitti Lake","1988",1988-08-09,NA,NA,NA,5,1,0,150,150,0,0
"Nahwitti Lake","1989",1989-04-30,"SIMRAD               ",5,1373,NA,NA,NA,NA,NA,NA,NA
"Nahwitti_2005","2004",2005-01-18,"SIMRAD               ",8,1597,NA,NA,NA,NA,NA,NA,NA
"Nakina Lake","1993",1993-09-05,"SIMRAD               ",7,12,NA,NA,NA,NA,NA,NA,NA
"Nakina Lake","1994",1994-09-26,"SIMRAD               ",7,22,NA,NA,NA,NA,NA,NA,NA
"Nimpkish Lake","1978",1978-11-29,"FURUNO FM 22         ",8,2163,NA,NA,NA,NA,NA,NA,NA
"Nimpkish Lake","1978",1978-11-30,NA,NA,NA,5,0,100,31,6,25,0
"Nimpkish Lake","1979",1979-11-06,"FURUNO FM 22         ",8,3344,NA,NA,NA,NA,NA,NA,NA
"Nimpkish Lake","1979",1979-11-07,NA,NA,NA,5,0,150,57,28,29,0
"Nimpkish Lake","1980",1980-11-04,"FURUNO FM 22         ",8,9481,1,0,30,47,43,4,0
"Nimpkish Lake","1980",1980-11-05,NA,NA,NA,4,0,120,102,91,11,0
"Nimpkish Lake","1981",1981-08-16,"FURUNO FM 22         ",8,9539,4,0,80,126,126,0,0
"Nimpkish Lake","1981",1981-08-17,NA,NA,NA,1,0,20,2,1,1,0
"Nimpkish Lake","1981",1981-09-18,"FURUNO FM 22         ",8,10542,5,2,100,129,128,1,0
"Nimpkish Lake","1982",1982-06-17,NA,NA,NA,3,1,60,8,4,3,1
"Nimpkish Lake","1982",1982-06-18,NA,NA,NA,3,0,60,11,3,6,2
"Nimpkish Lake","1982",1982-07-22,"FURUNO FM 22         ",8,3252,2,0,35,129,128,1,0
"Nimpkish Lake","1982",1982-07-23,NA,NA,NA,4,0,80,46,45,1,0
"Nimpkish Lake","1982",1982-08-17,"FURUNO FM 22         ",8,10554,NA,NA,NA,NA,NA,NA,NA
"Nimpkish Lake","1982",1982-08-18,NA,NA,NA,3,0,60,79,77,2,0
"Nimpkish Lake","1982",1982-08-19,NA,NA,NA,2,1,40,35,35,0,0
"Nimpkish Lake","1982",1982-11-17,"FURUNO FM 22         ",8,6424,3,1,60,81,80,0,1
"Nimpkish Lake","1982",1982-11-18,NA,NA,NA,2,0,40,22,20,2,0
"Nimpkish Lake","1983",1983-06-01,"FURUNO FM 22         ",8,5050,2,1,35,62,52,10,0
"Nimpkish Lake","1983",1983-06-02,NA,NA,NA,2,1,35,73,65,8,0
"Nimpkish Lake","1983",1983-06-03,NA,NA,NA,3,0,40,174,170,4,0
"Nimpkish Lake","1983",1983-07-21,"FURUNO FM 22         ",8,2292,1,0,20,21,20,1,0
"Nimpkish Lake","1983",1983-07-22,NA,NA,NA,5,2,85,21,10,10,1
"Nimpkish Lake","1983",1983-08-26,"FURUNO FM 22         ",8,12898,3,1,55,50,32,18,0
"Nimpkish Lake","1983",1983-08-27,NA,NA,NA,3,0,50,86,84,2,0
"Nimpkish Lake","1983",1983-11-11,NA,NA,NA,2,1,35,41,33,8,0
"Nimpkish Lake","1983",1983-11-12,NA,NA,NA,4,0,95,36,36,0,0
"Nimpkish Lake","1984",1984-08-22,"FURUNO FM 22         ",8,10529,1,0,15,13,13,0,0
"Nimpkish Lake","1984",1984-08-23,NA,NA,NA,5,1,75,72,62,10,0
"Nimpkish Lake","1984",1984-11-08,"SIMRAD               ",8,11441,5,1,75,30,18,12,0
"Nimpkish Lake","1984",1984-11-09,NA,NA,NA,2,0,30,8,8,0,0
"Nimpkish Lake","1985",1985-08-26,"FURUNO FM 22         ",8,6902,1,0,15,19,18,1,0
"Nimpkish Lake","1985",1985-08-27,NA,NA,NA,3,1,45,64,42,22,0
"Nimpkish Lake","1985",1985-11-10,"SIMRAD               ",8,13736,5,0,70,26,7,19,0
"Nimpkish Lake","1985",1985-11-11,"FURUNO FM 22         ",8,4334,3,0,45,9,8,1,0
"Nimpkish Lake","1986",1986-07-27,"SIMRAD               ",8,4152,1,1,15,15,8,7,0
"Nimpkish Lake","1986",1986-07-28,"FURUNO FM 22         ",8,2204,6,1,90,101,53,48,0
"Nimpkish Lake","1986",1986-07-29,NA,NA,NA,6,2,90,10,3,7,0
"Nimpkish Lake","1987",1987-07-19,NA,NA,NA,1,1,0,2,0,2,0
"Nimpkish Lake","1987",1987-07-20,NA,NA,NA,2,0,0,30,5,25,0
"Nimpkish Lake","1987",1987-08-10,"SIMRAD               ",8,5219,2,0,0,12,7,3,2
"Nimpkish Lake","1987",1987-08-11,NA,NA,NA,7,3,0,33,9,24,0
"Nimpkish Lake","1987",1987-08-12,NA,NA,NA,3,0,0,4,2,0,2
"Nimpkish Lake","1987",1987-09-11,NA,NA,NA,6,4,0,243,20,223,0
"Nimpkish Lake","1987",1987-09-12,"SIMRAD               ",8,9474,7,4,0,83,11,72,0
"Nimpkish Lake","1987",1987-09-13,NA,NA,NA,3,0,0,7,7,0,0
"Nimpkish Lake","1988",1988-07-14,"SIMRAD               ",8,5795,NA,NA,NA,NA,NA,NA,NA
"Nimpkish Lake","1988",1988-07-15,NA,NA,NA,9,2,0,101,66,35,0
"Nimpkish Lake","1988",1988-07-16,NA,NA,NA,5,2,0,25,6,19,0
"Nimpkish Lake","1989",1989-05-17,NA,NA,NA,1,1,0,11,0,11,0
"Nimpkish Lake","1989",1989-09-13,"SIMRAD               ",8,27812,NA,NA,NA,NA,NA,NA,NA
"Nimpkish Lake","1989",1989-09-14,"SIMRAD               ",8,21901,NA,NA,NA,NA,NA,NA,NA
"Nimpkish Lake","1990",1990-08-24,"SIMRAD               ",8,6512,1,0,0,8,8,0,0
"Nimpkish Lake","1990",1990-08-25,NA,NA,NA,9,2,0,127,57,70,0
"Nimpkish Lake","1990",1990-08-26,NA,NA,NA,6,0,0,96,87,9,0
"Nimpkish Lake","1991",1992-03-11,"SIMRAD               ",8,5515,5,1,0,78,14,64,0
"Nimpkish Lake","1991",1992-03-12,NA,NA,NA,6,1,0,52,7,45,0
"Nimpkish Lake","1992",1992-08-09,"SIMRAD               ",8,9593,NA,NA,NA,NA,NA,NA,NA
"Nimpkish Lake","1993",1994-03-05,"SIMRAD               ",8,3910,NA,NA,NA,NA,NA,NA,NA
"Nimpkish Lake","1994",1995-02-07,"SIMRAD               ",8,4837,NA,NA,NA,NA,NA,NA,NA
"Nimpkish Lake","1995",1995-08-09,"SIMRAD               ",8,7107,NA,NA,NA,NA,NA,NA,NA
"Nimpkish Lake","1997",1998-03-02,"SIMRAD               ",8,2269,NA,NA,NA,NA,NA,NA,NA
"Nimpkish Lake","2001",2001-12-11,"SIMRAD               ",8,2249,NA,NA,NA,NA,NA,NA,NA
"Nimpkish Lake","2002",2002-11-20,"SIMRAD               ",8,6157,NA,NA,NA,NA,NA,NA,NA
"Nimpkish Lake","2002",2002-12-05,"SIMRAD               ",8,3889,NA,NA,NA,NA,NA,NA,NA
"Nimpkish Lake","2002",2003-01-21,"SIMRAD               ",8,4101,NA,NA,NA,NA,NA,NA,NA
"Nimpkish Lake","2003",2003-12-09,"SIMRAD               ",8,4189,NA,NA,NA,NA,NA,NA,NA
"Osoyoos Lake C","1997",1997-09-09,"SIMRAD               ",2,142,NA,NA,NA,NA,NA,NA,NA
"Osoyoos Lake C","1997",1997-11-02,"SIMRAD               ",2,338,NA,NA,NA,NA,NA,NA,NA
"Osoyoos Lake C","1998",1998-05-08,"SIMRAD               ",2,1397,NA,NA,NA,NA,NA,NA,NA
"Osoyoos Lake C","1998",1998-07-24,"SIMRAD               ",2,677,NA,NA,NA,NA,NA,NA,NA
"Osoyoos Lake C","1998",1998-10-02,"SIMRAD               ",2,40,NA,NA,NA,NA,NA,NA,NA
"Osoyoos Lake N","1997",1997-07-29,"SIMRAD               ",10,4195,NA,NA,NA,NA,NA,NA,NA
"Osoyoos Lake N","1997",1997-09-09,"SIMRAD               ",10,4592,NA,NA,NA,NA,NA,NA,NA
"Osoyoos Lake N","1997",1997-11-03,"SIMRAD               ",10,3174,NA,NA,NA,NA,NA,NA,NA
"Osoyoos Lake N","1998",1998-05-08,"SIMRAD               ",10,9402,NA,NA,NA,NA,NA,NA,NA
"Osoyoos Lake N","1998",1998-07-24,"SIMRAD               ",10,19574,NA,NA,NA,NA,NA,NA,NA
"Osoyoos Lake N","1998",1998-10-02,"SIMRAD               ",10,35155,NA,NA,NA,NA,NA,NA,NA
"Osoyoos Lake N","1998",1998-10-03,"SIMRAD               ",10,5673,NA,NA,NA,NA,NA,NA,NA
"Osoyoos Lake N","1999",1999-05-28,"SIMRAD               ",10,1022,NA,NA,NA,NA,NA,NA,NA
"Osoyoos Lake N","1999",1999-08-11,"SIMRAD               ",10,2061,NA,NA,NA,NA,NA,NA,NA
"Osoyoos Lake N","1999",1999-09-25,"SIMRAD               ",10,2430,NA,NA,NA,NA,NA,NA,NA
"Osoyoos Lake N","2000",2000-07-05,"SIMRAD               ",10,8798,NA,NA,NA,NA,NA,NA,NA
"Osoyoos Lake N","2000",2000-07-06,"SIMRAD               ",10,9860,NA,NA,NA,NA,NA,NA,NA
"Osoyoos Lake N","2000",2000-09-27,"SIMRAD               ",10,10989,NA,NA,NA,NA,NA,NA,NA
"Osoyoos Lake N","2000",2000-09-28,"SIMRAD               ",10,12015,NA,NA,NA,NA,NA,NA,NA
"Osoyoos Lake N","2001",2001-06-11,"SIMRAD               ",10,20294,NA,NA,NA,NA,NA,NA,NA
"Osoyoos Lake N","2001",2001-07-25,"SIMRAD               ",10,24163,NA,NA,NA,NA,NA,NA,NA
"Osoyoos Lake N","2001",2001-11-26,"SIMRAD               ",10,23886,NA,NA,NA,NA,NA,NA,NA
"Osoyoos Lake N","2002",2002-04-24,"SIMRAD               ",10,11382,NA,NA,NA,NA,NA,NA,NA
"Osoyoos Lake N","2002",2002-10-29,"SIMRAD               ",10,6988,NA,NA,NA,NA,NA,NA,NA
"Osoyoos Lake N","2002",2002-11-25,"SIMRAD               ",10,15240,NA,NA,NA,NA,NA,NA,NA
"Osoyoos Lake N","2002",2003-02-24,"SIMRAD               ",10,11850,NA,NA,NA,NA,NA,NA,NA
"Osoyoos Lake N","2003",2003-05-26,"SIMRAD               ",10,6944,NA,NA,NA,NA,NA,NA,NA
"Osoyoos Lake N","2003",2003-09-20,"SIMRAD               ",10,7596,NA,NA,NA,NA,NA,NA,NA
"Osoyoos Lake N","2003",2004-03-03,"SIMRAD               ",10,4179,NA,NA,NA,NA,NA,NA,NA
"Osoyoos Lake N","2004",2004-07-21,"SIMRAD               ",10,5515,NA,NA,NA,NA,NA,NA,NA
"Osoyoos Lake N","2004",2004-11-03,"SIMRAD               ",10,4909,NA,NA,NA,NA,NA,NA,NA
"Osoyoos Lake N","2005",2005-05-26,"SIMRAD               ",10,11290,NA,NA,NA,NA,NA,NA,NA
"Osoyoos Lake N","2005",2005-08-05,"SIMRAD               ",10,21021,NA,NA,NA,NA,NA,NA,NA
"Osoyoos Lake N","2005",2005-09-13,"SIMRAD               ",10,55548,NA,NA,NA,NA,NA,NA,NA
"Osoyoos Lake N","2005",2005-11-28,"SIMRAD               ",10,15020,NA,NA,NA,NA,NA,NA,NA
"Osoyoos Lake N","2005",2006-01-18,"SIMRAD               ",10,10875,NA,NA,NA,NA,NA,NA,NA
"Osoyoos Lake N","2006",2006-05-17,"SIMRAD               ",10,6309,NA,NA,NA,NA,NA,NA,NA
"Osoyoos Lake N","2006",2006-11-22,"SIMRAD               ",10,15674,NA,NA,NA,NA,NA,NA,NA
"Osoyoos Lake N","2006",2007-03-14,"SIMRAD               ",10,7146,NA,NA,NA,NA,NA,NA,NA
"Osoyoos Lake N","2007",2007-07-18,"SIMRAD               ",10,16126,NA,NA,NA,NA,NA,NA,NA
"Osoyoos Lake N","2007",2007-08-15,"SIMRAD               ",10,18523,NA,NA,NA,NA,NA,NA,NA
"Osoyoos Lake S","1997",1997-09-09,"SIMRAD               ",8,88,NA,NA,NA,NA,NA,NA,NA
"Osoyoos Lake S","1997",1997-11-02,"SIMRAD               ",8,269,NA,NA,NA,NA,NA,NA,NA
"Osoyoos Lake S","1998",1998-05-08,"SIMRAD               ",8,1346,NA,NA,NA,NA,NA,NA,NA
"Osoyoos Lake S","1998",1998-10-02,"SIMRAD               ",8,300,NA,NA,NA,NA,NA,NA,NA
"Osoyoos_2005","2004",2005-02-19,"SIMRAD               ",14,4808,NA,NA,NA,NA,NA,NA,NA
"Osoyoos_2005","2006",2007-03-14,"SIMRAD               ",14,12593,NA,NA,NA,NA,NA,NA,NA
"Osoyoos_2005","2007",2007-07-18,"SIMRAD               ",14,31659,NA,NA,NA,NA,NA,NA,NA
"Osoyoos_2005","2007",2008-01-15,"SIMRAD               ",14,17958,NA,NA,NA,NA,NA,NA,NA
"Owikeno Lake","1978",1978-09-26,NA,NA,NA,2,0,25,180,123,57,0
"Owikeno Lake","1978",1978-09-27,NA,NA,NA,2,0,35,123,106,17,0
"Owikeno Lake","1987",1987-08-06,NA,NA,NA,5,3,0,640,274,362,4
"Owikeno Lake","1987",1987-08-07,NA,NA,NA,10,4,0,939,829,110,0
"Owikeno Lake","1987",1987-08-08,NA,NA,NA,1,1,0,112,102,10,0
"Owikeno Lake","1988",1988-09-10,NA,NA,NA,9,3,0,706,704,2,0
"Owikeno Lake","1988",1988-09-11,NA,NA,NA,11,8,0,487,461,26,0
"Owikeno Lake","1988",1988-09-12,NA,NA,NA,9,4,0,304,272,32,0
"Owikeno Lake","1989",1990-03-05,NA,NA,NA,5,1,0,142,66,76,0
"Owikeno Lake","1989",1990-03-06,NA,NA,NA,9,3,0,100,87,12,1
"Owikeno Lake","1989",1990-03-07,NA,NA,NA,9,3,0,193,192,0,1
"Owikeno Lake","1989",1990-03-08,NA,NA,NA,3,1,0,36,34,2,0
"Owikeno Lake","1990",1990-08-09,NA,NA,NA,2,1,0,342,113,229,0
"Owikeno Lake","1990",1990-08-10,NA,NA,NA,6,2,0,930,740,190,0
"Owikeno Lake","1990",1990-08-11,NA,NA,NA,4,3,0,487,399,88,0
"Owikeno Lake","1990",1990-08-12,NA,NA,NA,12,2,0,1865,1330,535,0
"Owikeno Lake","1990",1991-03-12,NA,NA,NA,4,0,0,198,87,110,1
"Owikeno Lake","1990",1991-03-13,NA,NA,NA,5,3,0,92,16,76,0
"Owikeno Lake","1990",1991-03-14,NA,NA,NA,10,2,0,370,173,197,0
"Owikeno Lake","1990",1991-03-15,NA,NA,NA,2,0,0,79,62,17,0
"Owikeno Lake","1991",1991-07-02,NA,NA,NA,3,2,0,292,189,101,2
"Owikeno Lake","1991",1991-07-03,NA,NA,NA,8,3,0,1432,1047,384,1
"Owikeno Lake","1991",1991-11-04,NA,NA,NA,3,2,0,131,129,2,0
"Owikeno Lake","1991",1991-11-05,NA,NA,NA,3,2,0,386,308,78,0
"Owikeno Lake","1991",1992-03-07,NA,NA,NA,5,1,0,649,341,307,1
"Owikeno Lake","1991",1992-03-08,NA,NA,NA,6,2,0,74,37,37,0
"Owikeno Lake","1991",1992-03-09,NA,NA,NA,7,2,0,349,217,132,0
"Owikeno Lake","1992",1992-07-17,NA,NA,NA,9,6,0,678,675,3,0
"Owikeno Lake","1992",1992-07-18,NA,NA,NA,6,2,0,355,166,188,1
"Owikeno Lake","1992",1992-07-19,NA,NA,NA,8,3,0,578,489,88,1
"Owikeno Lake","1992",1992-09-23,NA,NA,NA,5,2,0,281,280,1,0
"Owikeno Lake","1992",1992-09-25,NA,NA,NA,7,2,0,158,72,86,0
"Owikeno Lake","1992",1993-03-08,NA,NA,NA,4,1,0,318,194,122,2
"Owikeno Lake","1992",1993-03-09,NA,NA,NA,1,0,0,101,95,5,1
"Owikeno Lake","1992",1993-03-10,NA,NA,NA,4,1,0,244,95,149,0
"Owikeno Lake","1995",1995-08-23,NA,NA,NA,3,2,0,186,172,14,0
"Owikeno Lake","1995",1995-08-25,NA,NA,NA,7,3,0,469,434,34,1
"Owikeno Lake","1995",1995-08-26,NA,NA,NA,9,2,0,503,485,18,0
"Owikeno Lake","1995",1995-08-27,NA,NA,NA,10,4,0,812,295,516,1
"Owikeno Lake","1995",1995-08-28,NA,NA,NA,10,4,0,394,159,234,1
"Owikeno Lake","1995",1996-02-25,NA,NA,NA,9,2,0,222,181,41,0
"Owikeno Lake","1995",1996-02-26,NA,NA,NA,11,2,0,400,243,157,0
"Owikeno Lake","1996",1996-08-19,NA,NA,NA,3,1,0,173,170,2,1
"Owikeno Lake","1996",1996-08-20,NA,NA,NA,7,2,0,485,484,1,0
"Owikeno Lake","1996",1996-08-21,NA,NA,NA,6,2,0,73,43,30,0
"Owikeno Lake","1996",1996-08-22,NA,NA,NA,10,4,0,725,391,332,2
"Owikeno Lake (A)","1995",1995-08-23,"SIMRAD               ",13,3128,NA,NA,NA,NA,NA,NA,NA
"Owikeno Lake (A)","1995",1996-02-24,"SIMRAD               ",13,2546,NA,NA,NA,NA,NA,NA,NA
"Owikeno Lake (A)","1996",1996-08-18,"SIMRAD               ",6,3108,NA,NA,NA,NA,NA,NA,NA
"Owikeno Lake (A)","2002",2003-02-05,"SIMRAD               ",13,10563,NA,NA,NA,NA,NA,NA,NA
"Owikeno Lake (A)","2003",2004-02-05,"SIMRAD               ",13,9786,NA,NA,NA,NA,NA,NA,NA
"Owikeno Lake (A)","2005",2006-01-25,"SIMRAD               ",13,2547,NA,NA,NA,NA,NA,NA,NA
"Owikeno Lake (A)","2006",2007-02-15,"SIMRAD               ",13,8556,NA,NA,NA,NA,NA,NA,NA
"Owikeno Lake (A)","2007",2008-02-21,"SIMRAD               ",13,10489,NA,NA,NA,NA,NA,NA,NA
"Owikeno Lake (B)","1995",1995-08-23,"SIMRAD               ",8,1373,NA,NA,NA,NA,NA,NA,NA
"Owikeno Lake (B)","1995",1996-02-24,"SIMRAD               ",8,10803,NA,NA,NA,NA,NA,NA,NA
"Owikeno Lake (B)","1996",1996-08-18,"SIMRAD               ",4,2897,NA,NA,NA,NA,NA,NA,NA
"Owikeno Lake (B)","2002",2003-02-05,"SIMRAD               ",8,12774,NA,NA,NA,NA,NA,NA,NA
"Owikeno Lake (B)","2003",2004-02-05,"SIMRAD               ",8,17014,NA,NA,NA,NA,NA,NA,NA
"Owikeno Lake (B)","2003",2004-02-14,"SIMRAD               ",8,17014,NA,NA,NA,NA,NA,NA,NA
"Owikeno Lake (B)","2006",2007-02-15,"SIMRAD               ",8,8351,NA,NA,NA,NA,NA,NA,NA
"Owikeno Lake (B)","2007",2008-02-20,"SIMRAD               ",8,14925,NA,NA,NA,NA,NA,NA,NA
"Owikeno Lake (C)","1995",1995-08-23,"SIMRAD               ",1,146,NA,NA,NA,NA,NA,NA,NA
"Owikeno Lake (C)","2002",2003-02-05,"SIMRAD               ",1,846,NA,NA,NA,NA,NA,NA,NA
"Owikeno Lake (D)","1995",1995-08-23,"SIMRAD               ",4,944,NA,NA,NA,NA,NA,NA,NA
"Owikeno Lake (D)","1996",1996-08-18,"SIMRAD               ",3,924,NA,NA,NA,NA,NA,NA,NA
"Owikeno Lake (D)","2002",2003-02-05,"SIMRAD               ",4,4779,NA,NA,NA,NA,NA,NA,NA
"Phillips Lake","1984",1984-11-05,"FURUNO FM 22         ",9,422,NA,NA,NA,NA,NA,NA,NA
"Phillips Lake","1984",1984-11-06,NA,NA,NA,6,0,90,25,7,18,0
"Phillips Lake","1985",1985-10-15,"SIMRAD               ",9,3574,3,0,45,13,3,10,0
"Phillips Lake","1986",1986-05-02,NA,NA,NA,1,1,0,90,90,0,0
"Phillips Lake","1986",1986-05-11,NA,NA,NA,1,1,0,111,111,0,0
"Phillips Lake","1986",1986-08-22,"SIMRAD               ",9,3117,5,0,65,175,144,31,0
"Phillips Lake","1987",1987-08-09,"SIMRAD               ",9,4080,1,0,0,9,9,0,0
"Phillips Lake","1987",1987-08-10,NA,NA,NA,6,2,0,56,49,1,6
"Phillips_2005","2004",2005-02-24,"SIMRAD               ",8,3910,NA,NA,NA,NA,NA,NA,NA
"Port John Lake","1983",1983-08-23,"FURUNO FM 22         ",5,138,5,1,50,95,34,60,1
"Power Lake","1985",1985-08-23,"SIMRAD               ",6,1641,NA,NA,NA,NA,NA,NA,NA
"Power Lake","1985",1985-08-24,NA,NA,NA,4,0,60,47,43,4,0
"Power Lake","1986",1986-05-06,NA,NA,NA,1,1,0,19,19,0,0
"Power Lake","1986",1986-05-14,NA,NA,NA,1,1,0,11,11,0,0
"Quatse Lake","1984",1984-11-13,"SIMRAD               ",5,229,7,2,105,73,31,42,0
"Quatse Lake","1985",1985-09-14,"SIMRAD               ",5,592,2,1,30,19,11,8,0
"Quatse Lake","1985",1985-09-15,NA,NA,NA,3,0,45,54,22,32,0
"Quatse Lake","1985",1986-02-13,NA,NA,NA,7,1,102,47,19,28,0
"Quatse Lake","1986",1986-08-01,"SIMRAD               ",5,288,NA,NA,NA,NA,NA,NA,NA
"Quatse Lake","1986",1986-08-02,NA,NA,NA,7,2,105,32,11,21,0
"Quatse Lake","1986",1986-11-07,"SIMRAD               ",5,331,6,0,90,81,1,80,0
"Quatse Lake","1987",1987-07-20,"SIMRAD               ",5,186,1,0,0,1,0,1,0
"Quatse Lake","1987",1987-07-21,NA,NA,NA,4,2,0,17,1,16,0
"Quatse Lake","1988",1988-09-17,"SIMRAD               ",5,716,1,0,0,21,2,19,0
"Quatse Lake","1988",1988-09-18,NA,NA,NA,8,2,0,121,41,80,0
"Quatse Lake","1989",1989-04-28,"SIMRAD               ",5,250,NA,NA,NA,NA,NA,NA,NA
"Quatse Lake","1989",1989-08-08,"SIMRAD               ",5,392,NA,NA,NA,NA,NA,NA,NA
"Quatse_2005","2004",2005-01-11,"SIMRAD               ",7,368,NA,NA,NA,NA,NA,NA,NA
"Ruby Lake","2002",2002-09-17,"SIMRAD               ",7,1157,NA,NA,NA,NA,NA,NA,NA
"Sakinaw Lake","2002",2002-09-17,"SIMRAD               ",14,1976,NA,NA,NA,NA,NA,NA,NA
"Schoen Lake","1978",1978-11-20,"FURUNO FM 22         ",4,42,NA,NA,NA,NA,NA,NA,NA
"Schoen Lake","1987",1987-10-22,"SIMRAD               ",4,819,2,0,0,3,2,1,0
"Schoen Lake","1987",1987-10-23,NA,NA,NA,1,0,0,1,1,0,0
"Schoen Lake","1988",1988-09-19,"SIMRAD               ",4,662,3,0,0,18,18,0,0
"Schoen Lake","1988",1988-09-20,NA,NA,NA,3,0,0,24,23,0,1
"Schoen Lake","1989",1989-08-05,"SIMRAD               ",4,559,NA,NA,NA,NA,NA,NA,NA
"Schoen Lake","1991",1992-03-15,"SIMRAD               ",4,170,NA,NA,NA,NA,NA,NA,NA
"Schoen Lake","1992",1992-08-13,"SIMRAD               ",4,248,2,0,0,40,40,0,0
"Schoen Lake","1993",1993-11-14,"SIMRAD               ",4,399,NA,NA,NA,NA,NA,NA,NA
"Schoen Lake","1994",1994-10-10,"SIMRAD               ",4,432,NA,NA,NA,NA,NA,NA,NA
"Schoen Lake","1996",1997-03-25,"SIMRAD               ",4,354,NA,NA,NA,NA,NA,NA,NA
"Schoen Lake","1997",1998-02-13,"SIMRAD               ",4,459,NA,NA,NA,NA,NA,NA,NA
"Schoen Lake","2000",2000-07-19,"SIMRAD               ",4,248,NA,NA,NA,NA,NA,NA,NA
"Simpson Lake","1978",1978-07-20,NA,NA,NA,2,0,54,3,2,0,1
"Skaha Lake","1999",1999-08-14,"SIMRAD               ",6,921,NA,NA,NA,NA,NA,NA,NA
"Skaha Lake","1999",1999-09-23,"SIMRAD               ",6,1109,NA,NA,NA,NA,NA,NA,NA
"Skaha Lake","2000",2000-07-08,"SIMRAD               ",6,1024,NA,NA,NA,NA,NA,NA,NA
"Skaha Lake","2000",2000-07-09,"SIMRAD               ",6,1122,NA,NA,NA,NA,NA,NA,NA
"Skaha Lake","2000",2000-09-30,"SIMRAD               ",6,1468,NA,NA,NA,NA,NA,NA,NA
"Skaha Lake","2000",2000-10-01,"SIMRAD               ",6,1601,NA,NA,NA,NA,NA,NA,NA
"Skaha Lake","2001",2001-06-14,"SIMRAD               ",6,1270,NA,NA,NA,NA,NA,NA,NA
"Skaha Lake","2001",2001-07-23,"SIMRAD               ",6,1889,NA,NA,NA,NA,NA,NA,NA
"Skaha Lake","2001",2001-10-19,"SIMRAD               ",6,2062,NA,NA,NA,NA,NA,NA,NA
"Skaha Lake","2002",2002-04-25,"SIMRAD               ",9,1095,NA,NA,NA,NA,NA,NA,NA
"Skaha Lake","2002",2002-08-29,"SIMRAD               ",9,2038,NA,NA,NA,NA,NA,NA,NA
"Skaha Lake","2002",2002-11-01,"SIMRAD               ",9,1767,NA,NA,NA,NA,NA,NA,NA
"Skaha Lake","2002",2002-11-26,"SIMRAD               ",9,1788,NA,NA,NA,NA,NA,NA,NA
"Skaha Lake","2002",2003-02-26,"SIMRAD               ",9,2403,NA,NA,NA,NA,NA,NA,NA
