"survey_date","lake_name","ats_year","count_trawl","count_acoustic"
"1979-07-14","Lowe Lake",1979,76,NA
"1979-07-19","Great Central Lake",1979,334,NA
"1979-07-19","Kitlope Lake",1979,34,NA
"1979-07-20","Kitlope Lake",1979,24,NA
"1979-07-23","Lowe Lake",1979,453,NA
"1979-07-25","Kennedy Lake (Clay)",1979,182,NA
"1979-07-26","Kennedy Lake (Clay)",1979,660,NA
"1979-07-26","Kennedy Lake (Main)",1979,123,NA
"1979-07-27","Kennedy Lake (Main)",1979,690,NA
"1979-07-28","Ian Lake",1979,6,NA
"1979-07-29","Ian Lake",1979,79,NA
"1979-08-01","Awun Lake",1979,250,NA
"1979-08-01","Mercer Lake",1979,461,NA
"1979-08-02","Mercer Lake",1979,164,NA
"1979-08-04","Eden Lake",1979,13,40
"1979-08-05","Eden Lake",1979,200,NA
"1979-08-22","Great Central Lake",1979,14,NA
"1979-08-23","Great Central Lake",1979,105,NA
"1979-08-28","Long Lake",1979,624,NA
"1979-09-11","Kennedy Lake (Clay)",1979,385,NA
"1979-09-12","Kennedy Lake (Clay)",1979,135,NA
"1979-09-12","Kennedy Lake (Main)",1979,773,NA
"1979-09-13","Kennedy Lake (Main)",1979,261,NA
"1979-10-04","Bonilla Lake",1979,949,32
"1979-10-08","Devon Lake",1979,294,70
"1979-10-09","Devon Lake",1979,459,NA
"1979-10-13","Lowe Lake",1979,193,36
"1979-10-14","Curtis Lake",1979,459,40
"1979-10-14","Lowe Lake",1979,76,NA
"1979-10-18","Kitlope Lake",1979,56,40
"1979-10-19","Kitlope Lake",1979,11,NA
"1979-11-01","Great Central Lake",1979,93,NA
"1979-11-02","Great Central Lake",1979,90,NA
"1979-11-06","Kennedy Lake (Clay)",1979,773,NA
"1979-11-07","Kennedy Lake (Clay)",1979,79,NA
"1979-11-07","Kennedy Lake (Main)",1979,502,NA
"1979-11-07","Nimpkish Lake",1979,57,NA
"1979-11-08","Woss Lake",1979,29,55
"1979-11-09","Woss Lake",1979,12,NA
"1979-11-27","Henderson Lake",1979,88,NA
"1979-12-19","Great Central Lake",1979,191,NA
"1980-01-14","Great Central Lake",1979,18,NA
"1980-01-15","Great Central Lake",1979,74,NA
"1980-01-22","Kennedy Lake (Main)",1979,533,150
"1980-01-23","Kennedy Lake (Clay)",1979,374,160
"1980-01-23","Kennedy Lake (Main)",1979,513,NA
"1980-02-26","Sproat Lake",1979,50,121
"1980-03-01","Hobiton Lake",1979,2,NA
"1980-03-02","Hobiton Lake",1979,55,NA
"1980-03-02","Sproat Lake",1979,13,NA
"1980-03-03","Sproat Lake",1979,83,NA
"1980-03-04","Sproat Lake",1979,14,NA
"1980-03-11","Hobiton Lake",1979,2,NA
"1980-05-13","Long Lake",1980,154,NA
"1980-05-14","Long Lake",1980,15,NA
"1980-07-25","Ian Lake",1980,3,NA
"1980-07-26","Ian Lake",1980,16,NA
"1980-07-27","Mercer Lake",1980,376,NA
"1980-07-30","Eden Lake",1980,83,NA
"1980-07-31","Awun Lake",1980,445,NA
"1980-08-14","Long Lake",1980,339,NA
"1980-08-15","Long Lake",1980,263,NA
"1980-08-27","Great Central Lake",1980,163,78
"1980-08-28","Great Central Lake",1980,56,NA
"1980-09-17","Bonilla Lake",1980,519,32
"1980-09-18","Bonilla Lake",1980,108,NA
"1980-09-18","Lowe Lake",1980,5,36
"1980-09-19","Lowe Lake",1980,5,NA
"1980-09-20","Devon Lake",1980,2172,70
"1980-09-21","Curtis Lake",1980,512,40
"1980-09-22","Curtis Lake",1980,688,NA
"1980-09-23","Great Central Lake",1980,21,NA
"1980-09-24","Great Central Lake",1980,77,NA
"1980-09-24","Kitlope Lake",1980,25,40
"1980-09-25","Kitlope Lake",1980,11,NA
"1980-10-20","Henderson Lake",1980,17,180
"1980-10-21","Henderson Lake",1980,31,NA
"1980-10-22","Long Lake",1980,212,NA
"1980-11-03","Vernon Lake",1980,6,NA
"1980-11-04","Nimpkish Lake",1980,47,88
"1980-11-05","Nimpkish Lake",1980,102,NA
"1980-11-06","Woss Lake",1980,29,55
"1980-11-27","Great Central Lake",1980,303,78
"1981-01-20","Sproat Lake",1980,25,121
"1981-01-21","Sproat Lake",1980,242,NA
"1981-02-03","Kennedy Lake (Main)",1980,890,150
"1981-02-04","Kennedy Lake (Clay)",1980,502,160
"1981-02-26","Long Lake",1980,421,NA
"1981-07-18","Bonilla Lake",1981,154,NA
"1981-07-19","Bonilla Lake",1981,592,NA
"1981-07-20","Curtis Lake",1981,734,40
"1981-07-29","Great Central Lake",1981,202,78
"1981-07-30","Great Central Lake",1981,1,NA
"1981-08-05","Sproat Lake",1981,27,121
"1981-08-06","Sproat Lake",1981,154,NA
"1981-08-12","Henderson Lake",1981,9,180
"1981-08-13","Henderson Lake",1981,39,NA
"1981-08-13","Hobiton Lake",1981,165,99
"1981-08-14","Hobiton Lake",1981,4,NA
"1981-08-15","Woss Lake",1981,133,NA
"1981-08-16","Nimpkish Lake",1981,126,88
"1981-08-17","Nimpkish Lake",1981,2,NA
"1981-08-19","Bonilla Lake",1981,32,32
"1981-08-20","Bonilla Lake",1981,440,NA
"1981-08-24","Long Lake",1981,27,NA
"1981-08-25","Long Lake",1981,287,NA
"1981-09-02","Kennedy Lake (Clay)",1981,381,160
"1981-09-03","Kennedy Lake (Clay)",1981,178,NA
"1981-09-03","Kennedy Lake (Main)",1981,259,NA
"1981-09-04","Kennedy Lake (Clay)",1981,126,NA
"1981-09-04","Kennedy Lake (Main)",1981,933,150
"1981-09-15","Great Central Lake",1981,105,NA
"1981-09-16","Great Central Lake",1981,44,NA
"1981-09-17","Woss Lake",1981,14,55
"1981-09-18","Nimpkish Lake",1981,129,88
"1981-09-18","Woss Lake",1981,51,NA
"1981-09-20","Bonilla Lake",1981,471,32
"1981-09-21","Bonilla Lake",1981,39,NA
"1981-09-21","Curtis Lake",1981,195,40
"1981-09-22","Curtis Lake",1981,158,NA
"1981-09-22","Devon Lake",1981,324,70
"1981-09-25","Long Lake",1981,119,NA
"1981-09-26","Long Lake",1981,77,NA
"1981-09-28","Great Central Lake",1981,701,NA
"1981-09-30","Sproat Lake",1981,190,NA
"1981-10-07","Awun Lake",1981,5,40
"1981-10-08","Awun Lake",1981,20,NA
"1981-10-08","Eden Lake",1981,50,NA
"1981-10-09","Eden Lake",1981,13,NA
"1981-10-09","Mercer Lake",1981,269,42
"1981-10-11","Ian Lake",1981,8,90
"1981-10-14","Lowe Lake",1981,16,36
"1981-10-15","Lowe Lake",1981,10,NA
"1981-10-21","Henderson Lake",1981,29,180
"1981-10-22","Henderson Lake",1981,1,NA
"1981-10-22","Hobiton Lake",1981,115,99
"1981-12-09","Great Central Lake",1981,189,NA
"1981-12-15","Kennedy Lake (Main)",1981,1085,150
"1981-12-16","Kennedy Lake (Clay)",1981,161,160
"1982-02-02","Great Central Lake",1981,324,78
"1982-03-06","Henderson Lake",1981,16,180
"1982-03-10","Kennedy Lake (Main)",1981,422,150
"1982-03-11","Kennedy Lake (Clay)",1981,172,NA
"1982-03-12","Kennedy Lake (Clay)",1981,79,NA
"1982-04-13","Bonilla Lake",1982,28,32
"1982-04-14","Bonilla Lake",1982,207,NA
"1982-06-15","Henderson Lake",1982,146,NA
"1982-06-17","Nimpkish Lake",1982,8,NA
"1982-06-18","Nimpkish Lake",1982,11,NA
