"survey_date","lake_name","ats_year","count_trawl","count_acoustic"
"1978-11-20","Schoen Lake",1978,NA,36
"1978-11-21","Vernon Lake",1978,NA,36
"1978-11-29","Nimpkish Lake",1978,NA,88
"1978-12-05","Great Central Lake",1978,NA,78
"1979-03-21","Long Lake (A)",1978,NA,90
"1979-03-22","Long Lake (B)",1978,NA,70
"1979-07-18","Great Central Lake",1979,NA,78
"1979-07-22","Lowe Lake",1979,NA,36
"1979-07-27","Ian Lake",1979,NA,90
"1979-07-31","Awun Lake",1979,NA,40
"1979-08-27","Long Lake (A)",1979,NA,90
"1979-08-28","Long Lake (B)",1979,NA,70
"1979-11-06","Nimpkish Lake",1979,NA,88
"1979-12-20","Great Central Lake",1979,NA,78
"1980-03-10","Hobiton Lake",1979,NA,99
"1980-07-24","Ian Lake",1980,NA,90
"1980-07-26","Mercer Lake",1980,NA,42
"1980-07-29","Eden Lake",1980,NA,40
"1980-07-30","Awun Lake",1980,NA,40
"1980-08-11","Henderson Lake",1980,NA,180
"1980-08-14","Long Lake (A)",1980,NA,90
"1980-08-15","Long Lake (B)",1980,NA,70
"1980-09-12","Hobiton Lake",1980,NA,99
"1980-10-22","Long Lake (A)",1980,NA,90
"1980-10-23","Long Lake (B)",1980,NA,70
"1981-02-24","Hobiton Lake",1980,NA,99
"1981-02-26","Long Lake (A)",1980,NA,90
"1981-02-27","Long Lake (B)",1980,NA,70
"1981-08-08","Woss Lake",1981,NA,55
"1981-08-25","Long Lake (A)",1981,NA,90
"1981-08-26","Long Lake (B)",1981,NA,70
"1981-09-14","Great Central Lake",1981,NA,78
"1981-09-25","Long Lake (A)",1981,NA,90
"1981-09-26","Long Lake (B)",1981,NA,70
"1981-09-29","Sproat Lake",1981,NA,121
"1981-10-07","Eden Lake",1981,NA,40
"1981-12-03","Sproat Lake",1981,NA,121
"1981-12-12","Great Central Lake",1981,NA,78
"1982-03-10","Kennedy Lake (Clay)",1981,NA,160
"1982-06-14","Henderson Lake",1982,NA,180
"1982-07-24","Long Lake (A)",1982,NA,90
"1982-07-26","Long Lake (B)",1982,NA,70
"1982-08-10","Henderson Lake",1982,NA,180
"1982-08-15","Long Lake (A)",1982,NA,90
"1982-08-16","Long Lake (B)",1982,NA,70
"1982-08-17","Nimpkish Lake",1982,NA,88
"1982-08-19","Woss Lake",1982,NA,55
"1982-09-14","Kennedy Lake (Clay)",1982,NA,160
"1982-09-21","Hobiton Lake",1982,NA,99
"1982-09-22","Hobiton Lake",1982,NA,99
"1982-09-30","Ian Lake",1982,NA,90
"1982-10-02","Yakoun Lake",1982,NA,120
"1982-11-10","Sproat Lake",1982,NA,121
"1982-11-24","Long Lake (A)",1982,NA,90
"1982-11-26","Long Lake (B)",1982,NA,70
"1983-03-25","Kennedy Lake (Clay)",1982,NA,160
"1983-06-03","Long Lake (A)",1983,NA,90
"1983-06-04","Long Lake (B)",1983,NA,70
"1983-06-21","Muriel Lake",1983,NA,80
"1983-06-28","Hobiton Lake",1983,NA,99
"1983-06-29","Hobiton Lake",1983,NA,99
"1983-07-18","Long Lake (A)",1983,NA,90
"1983-07-19","Long Lake (B)",1983,NA,70
"1983-08-24","Long Lake (A)",1983,NA,90
"1983-08-25","Long Lake (B)",1983,NA,70
"1983-09-03","Yakoun Lake",1983,NA,120
"1983-09-10","Yakoun Lake",1983,NA,120
"1983-11-02","Henderson Lake",1983,NA,180
"1983-11-15","Long Lake (A)",1983,NA,90
"1983-11-15","Long Lake (B)",1983,NA,70
"1984-03-08","Hobiton Lake",1983,NA,99
"1984-04-18","Hobiton Lake",1984,NA,99
"1984-05-10","Hobiton Lake",1984,NA,99
"1984-05-16","Hobiton Lake",1984,NA,99
"1984-05-31","Hobiton Lake",1984,NA,99
"1984-06-07","Hobiton Lake",1984,NA,99
"1984-06-12","Hobiton Lake",1984,NA,99
"1984-06-27","Muriel Lake",1984,NA,80
"1984-06-29","Hobiton Lake",1984,NA,99
"1984-07-05","Hobiton Lake",1984,NA,99
"1984-07-10","Kennedy Lake (Clay)",1984,NA,160
"1984-07-13","Hobiton Lake",1984,NA,99
"1984-07-15","Kennedy Lake (Clay)",1984,NA,160
"1984-07-23","Kennedy Lake (Clay)",1984,NA,160
"1984-08-01","Kennedy Lake (Clay)",1984,NA,160
"1984-08-14","Kennedy Lake (Clay)",1984,NA,160
"1984-08-15","Cheewhat Lake",1984,NA,30
"1984-08-16","Hobiton Lake",1984,NA,99
"1984-08-29","Devon Lake",1984,NA,70
"1984-09-08","Ian Lake",1984,NA,90
"1984-09-09","Yakoun Lake",1984,NA,120
"1984-09-13","Long Lake (A)",1984,NA,90
"1984-09-14","Long Lake (B)",1984,NA,70
"1984-09-26","Kennedy Lake (Clay)",1984,NA,160
"1984-09-28","Kennedy Lake (Main)",1984,NA,150
"1984-11-05","Phillips Lake",1984,NA,72
"1984-11-10","Long Lake (A)",1984,NA,90
"1984-11-11","Long Lake (B)",1984,NA,70
"1984-11-19","Kennedy Lake (Main)",1984,NA,150
"1984-12-18","Hobiton Lake",1984,NA,99
"1985-01-25","Kennedy Lake (Clay)",1984,NA,160
"1985-01-26","Kennedy Lake (Clay)",1984,NA,160
"1985-01-27","Kennedy Lake (Clay)",1984,NA,160
"1985-02-16","Hobiton Lake",1984,NA,99
"1985-05-30","Hobiton Lake",1985,NA,99
"1985-05-31","Kennedy Lake (Clay)",1985,NA,160
"1985-06-04","Hobiton Lake",1985,NA,99
"1985-06-10","Hobiton Lake",1985,NA,99
"1985-06-24","Hobiton Lake",1985,NA,99
"1985-06-26","Muriel Lake",1985,NA,80
"1985-06-28","Kennedy Lake (Clay)",1985,NA,160
"1985-07-01","Kennedy Lake (Clay)",1985,NA,160
"1985-07-03","Hobiton Lake",1985,NA,99
"1985-07-09","Hobiton Lake",1985,NA,99
"1985-07-10","Kennedy Lake (Clay)",1985,NA,160
"1985-07-13","Kennedy Lake (Clay)",1985,NA,160
"1985-07-30","Hobiton Lake",1985,NA,99
"1985-08-13","Kennedy Lake (Clay)",1985,NA,160
"1985-08-17","Kennedy Lake (Clay)",1985,NA,160
"1985-08-18","Hobiton Lake",1985,NA,99
"1985-08-20","Cheewhat Lake",1985,NA,30
"1985-08-22","Muchalat Lake",1985,NA,45
"1985-08-23","Power Lake",1985,NA,42
"1985-08-24","Jansen Lake",1985,NA,40
"1985-08-24","Megin Lake",1985,NA,48
"1985-08-29","Awun Lake",1985,NA,40
"1985-08-31","Ian Lake",1985,NA,90
"1985-09-01","Yakoun Lake",1985,NA,120
"1985-09-05","Skidegate Lake NE",1985,NA,35
"1985-09-05","Skidegate Lake SW",1985,NA,9
"1985-09-11","Long Lake (A)",1985,NA,90
"1985-09-11","Long Lake (B)",1985,NA,70
"1985-09-12","Long Lake (A)",1985,NA,90
"1985-09-12","Long Lake (B)",1985,NA,70
"1985-09-15","Heydon Lake",1985,NA,48
"1985-09-19","Hobiton Lake",1985,NA,99
"1985-09-19","Kennedy Lake (Clay)",1985,NA,160
"1985-09-27","Sproat Lake",1985,NA,121
"1985-10-25","Tahltan Lake",1985,NA,98
"1985-11-01","Kennedy Lake (Clay)",1985,NA,160
"1985-11-06","Muriel Lake",1985,NA,80
"1985-11-10","Woss Lake",1985,NA,55
"1985-11-27","Hobiton Lake",1985,NA,99
"1985-12-11","Great Central Lake",1985,NA,78
"1986-01-21","Muriel Lake",1985,NA,80
"1986-01-23","Hobiton Lake",1985,NA,99
"1986-01-25","Hobiton Lake",1985,NA,99
"1986-02-10","Long Lake (A)",1985,NA,90
"1986-02-11","Long Lake (B)",1985,NA,70
"1986-02-13","Jansen Lake",1985,NA,40
"1986-03-20","Hobiton Lake",1985,NA,99
"1986-03-21","Hobiton Lake",1985,NA,99
"1986-03-22","Hobiton Lake",1985,NA,99
"1986-05-09","Hobiton Lake",1986,NA,99
"1986-05-10","Hobiton Lake",1986,NA,99
"1986-06-05","Hobiton Lake",1986,NA,99
"1986-06-12","Hobiton Lake",1986,NA,99
"1986-06-25","Kennedy Lake (Clay)",1986,NA,160
"1986-06-29","Hobiton Lake",1986,NA,99
"1986-07-06","Hobiton Lake",1986,NA,99
"1986-07-14","Hobiton Lake",1986,NA,99
"1986-07-24","Muriel Lake",1986,NA,80
"1986-07-29","Long Lake (A)",1986,NA,90
"1986-07-29","Long Lake (B)",1986,NA,70
"1986-07-30","Long Lake (A)",1986,NA,90
"1986-07-30","Long Lake (B)",1986,NA,70
"1986-08-01","Quatse Lake",1986,NA,25
"1986-08-02","Cheewhat Lake",1986,NA,30
"1986-08-12","Yakoun Lake",1986,NA,120
"1986-08-15","Skidegate Lake NE",1986,NA,35
"1986-08-15","Skidegate Lake SW",1986,NA,9
"1986-08-20","Muriel Lake",1986,NA,80
"1986-08-29","Henderson Lake",1986,NA,180
"1986-08-30","Hobiton Lake",1986,NA,99
"1986-09-04","Awun Lake",1986,NA,40
"1986-09-05","Awun Lake",1986,NA,40
"1986-09-05","Ian Lake",1986,NA,90
"1986-09-06","Eden Lake",1986,NA,40
"1986-09-11","Heydon Lake",1986,NA,48
"1986-09-26","Hobiton Lake",1986,NA,99
"1986-10-07","Kennedy Lake (Main)",1986,NA,150
"1986-10-08","Kennedy Lake (Clay)",1986,NA,160
"1986-10-08","Kennedy Lake (Main)",1986,NA,150
"1986-11-03","Muriel Lake",1986,NA,80
"1986-11-04","Muriel Lake",1986,NA,80
"1986-11-05","Muriel Lake",1986,NA,80
"1986-11-07","Muchalat Lake",1986,NA,45
"1986-11-08","Long Lake (A)",1986,NA,90
"1986-11-08","Long Lake (B)",1986,NA,70
"1986-11-09","Long Lake (A)",1986,NA,90
"1986-11-09","Long Lake (B)",1986,NA,70
"1986-11-19","Kennedy Lake (Main)",1986,NA,150
"1987-01-20","Hobiton Lake",1986,NA,99
"1987-04-20","Hobiton Lake",1987,NA,99
"1987-05-12","Hobiton Lake",1987,NA,99
"1987-06-02","Hobiton Lake",1987,NA,99
"1987-06-10","Hobiton Lake",1987,NA,99
"1987-07-14","Vernon Lake",1987,NA,36
"1987-07-15","Woss Lake",1987,NA,55
"1987-07-17","Long Lake (B)",1987,NA,70
"1987-07-18","Long Lake (A)",1987,NA,90
"1987-07-31","Yakoun Lake",1987,NA,120
"1987-08-02","Skidegate Lake NE",1987,NA,35
"1987-08-02","Skidegate Lake SW",1987,NA,9
"1987-09-07","Heydon Lake",1987,NA,48
"1987-09-08","Long Lake (A)",1987,NA,90
"1987-09-09","Long Lake (B)",1987,NA,70
"1987-09-09","Tuya Lake",1987,NA,80
"1987-09-25","Hobiton Lake",1987,NA,99
"1987-10-17","Hobiton Lake",1987,NA,99
"1987-10-27","Skidegate Lake NE",1987,NA,35
"1987-10-27","Skidegate Lake SW",1987,NA,9
"1987-11-28","Megin Lake",1987,NA,48
"1988-05-29","Kennedy Lake (Main)",1988,NA,150
"1988-06-01","Hobiton Lake",1988,NA,99
"1988-07-12","Vernon Lake",1988,NA,36
"1988-07-14","Nimpkish Lake",1988,NA,88
"1988-07-18","Kennedy Lake (Main)",1988,NA,150
"1988-07-30","Devon Lake",1988,NA,70
"1988-08-02","Skidegate Lake NE",1988,NA,35
"1988-08-02","Skidegate Lake SW",1988,NA,9
"1988-08-03","Yakoun Lake",1988,NA,120
"1988-08-08","Nahwitti Lake",1988,NA,40
"1988-08-17","Maggie Lake",1988,NA,48
"1988-08-26","Hobiton Lake",1988,NA,99
"1988-08-28","Tahltan Lake",1988,NA,98
"1988-09-13","Long Lake (A)",1988,NA,90
"1988-09-13","Long Lake (B)",1988,NA,70
"1988-10-11","Sproat Lake",1988,NA,121
"1988-10-17","Kennedy Lake (Main)",1988,NA,150
"1988-10-26","Muriel Lake",1988,NA,80
"1989-02-24","Kennedy Lake (Main)",1988,NA,150
"1989-04-28","Quatse Lake",1989,NA,25
"1989-04-30","Nahwitti Lake",1989,NA,40
"1989-05-06","Skidegate Lake NE",1989,NA,35
"1989-05-06","Skidegate Lake SW",1989,NA,9
"1989-05-11","Yakoun Lake",1989,NA,120
"1989-05-29","Hobiton Lake",1989,NA,99
"1989-05-30","Cheewhat Lake",1989,NA,30
"1989-05-31","Muriel Lake",1989,NA,80
"1989-06-21","Henderson Lake",1989,NA,180
"1989-06-24","Long Lake (A)",1989,NA,90
"1989-06-24","Long Lake (B)",1989,NA,70
"1989-07-01","Cheewhat Lake",1989,NA,30
"1989-07-10","Hobiton Lake",1989,NA,99
"1989-07-28","Cheewhat Lake",1989,NA,30
"1989-07-29","Hobiton Lake",1989,NA,99
"1989-08-04","Vernon Lake",1989,NA,36
"1989-08-05","Schoen Lake",1989,NA,36
"1989-08-08","Quatse Lake",1989,NA,25
"1989-08-12","Skidegate Lake NE",1989,NA,35
"1989-08-12","Skidegate Lake SW",1989,NA,9
"1989-08-14","Yakoun Lake",1989,NA,120
"1989-08-16","Ian Lake",1989,NA,90
"1989-08-31","Hobiton Lake",1989,NA,99
"1989-09-13","Nimpkish Lake",1989,NA,88
"1989-09-14","Nimpkish Lake",1989,NA,88
"1989-09-15","Long Lake (A)",1989,NA,90
"1989-09-15","Long Lake (B)",1989,NA,70
"1989-09-21","Hobiton Lake",1989,NA,99
"1989-09-28","Kennedy Lake (Clay)",1989,NA,160
"1989-09-30","Nahmint Lake",1989,NA,45
"1989-10-25","Hobiton Lake",1989,NA,99
"1990-03-01","Long Lake (A)",1989,NA,90
"1990-03-01","Long Lake (B)",1989,NA,70
"1990-04-26","Muriel Lake",1990,NA,80
"1990-05-27","Kennedy Lake (Clay)",1990,NA,160
"1990-05-29","Hobiton Lake",1990,NA,99
"1990-06-02","Cheewhat Lake",1990,NA,30
"1990-06-18","Hobiton Lake",1990,NA,99
"1990-06-19","Cheewhat Lake",1990,NA,30
"1990-06-22","Long Lake (A)",1990,NA,90
"1990-06-27","Hobiton Lake",1990,NA,99
"1990-07-18","Kennedy Lake (Clay)",1990,NA,160
"1990-08-17","Yakoun Lake",1990,NA,120
"1990-08-19","Skidegate Lake NE",1990,NA,33
"1990-08-19","Skidegate Lake SW",1990,NA,9
"1990-10-15","Great Central Lake",1990,NA,78
"1990-10-16","Great Central Lake",1990,NA,78
"1990-10-18","Great Central Lake",1990,NA,78
"1990-10-18","Sproat Lake",1990,NA,121
"1991-02-06","Sproat Lake",1990,NA,121
"1991-02-09","Sproat Lake",1990,NA,121
"1991-03-07","Great Central Lake",1990,NA,78
"1991-05-23","Hobiton Lake",1991,NA,99
"1991-06-06","Cheewhat Lake",1991,NA,30
"1991-06-25","Henderson Lake",1991,NA,180
"1991-06-26","Hobiton Lake",1991,NA,99
"1991-07-21","Hobiton Lake",1991,NA,99
"1991-07-22","Cheewhat Lake",1991,NA,30
"1991-08-12","Takla Lake",1991,NA,117
"1991-08-15","Hobiton Lake",1991,NA,99
"1991-08-22","Link Lake",1991,NA,90
"1991-09-07","Kwinageese Lake",1991,NA,40
"1991-09-08","Kwinageese Lake",1991,NA,40
"1991-10-16","Sproat Lake",1991,NA,121
"1991-10-22","Eden Lake",1991,NA,40
"1991-10-23","Kennedy Lake (Main)",1991,NA,150
"1991-10-24","Awun Lake",1991,NA,40
"1991-10-25","Yakoun Lake",1991,NA,120
"1991-10-29","Skidegate Lake NE",1991,NA,35
"1991-10-29","Skidegate Lake SW",1991,NA,9
"1992-03-04","Long Lake (A)",1991,NA,90
"1992-03-04","Long Lake (B)",1991,NA,70
"1992-03-15","Schoen Lake",1991,NA,36
"1992-05-27","Hobiton Lake",1992,NA,99
"1992-06-16","Hobiton Lake",1992,NA,99
"1992-06-17","Cheewhat Lake",1992,NA,30
"1992-06-23","Henderson Lake",1992,NA,180
"1992-06-24","Hobiton Lake",1992,NA,99
"1992-07-13","Long Lake (A)",1992,NA,90
"1992-07-13","Long Lake (B)",1992,NA,70
"1992-07-13","Sproat Lake",1992,NA,121
"1992-07-15","Great Central Lake",1992,NA,78
"1992-08-01","Skidegate Lake NE",1992,NA,35
"1992-08-01","Skidegate Lake SW",1992,NA,9
"1992-08-02","Yakoun Lake",1992,NA,120
"1992-08-06","Cheewhat Lake",1992,NA,30
"1992-08-06","Hobiton Lake",1992,NA,99
"1992-08-07","Hobiton Lake",1992,NA,99
"1992-08-09","Nimpkish Lake",1992,NA,88
"1992-08-11","Vernon Lake",1992,NA,36
"1992-08-19","Hobiton Lake",1992,NA,99
"1992-09-01","Hobiton Lake",1992,NA,99
"1992-09-02","Hobiton Lake",1992,NA,99
"1992-09-03","Hobiton Lake",1992,NA,99
"1992-09-04","Hobiton Lake",1992,NA,99
"1992-10-12","Long Lake (A)",1992,NA,90
"1992-10-12","Long Lake (B)",1992,NA,70
"1992-11-30","Cheewhat Lake",1992,NA,30
"1993-02-10","Kennedy Lake (Clay)",1992,NA,160
"1993-02-11","Kennedy Lake (Main)",1992,NA,150
"1993-02-23","Cheewhat Lake",1992,NA,30
"1993-06-30","Hobiton Lake",1993,NA,99
"1993-07-13","Cheewhat Lake",1993,NA,30
"1993-07-14","Hobiton Lake",1993,NA,99
"1993-07-15","Hobiton Lake",1993,NA,99
"1993-07-23","Long Lake (A)",1993,NA,90
"1993-07-23","Long Lake (B)",1993,NA,70
"1993-07-27","Sproat Lake",1993,NA,121
"1993-07-28","Great Central Lake",1993,NA,78
"1993-08-11","Hobiton Lake",1993,NA,99
"1993-08-12","Hobiton Lake",1993,NA,99
"1993-08-17","Skidegate Lake NE",1993,NA,35
"1993-08-17","Skidegate Lake SW",1993,NA,9
"1993-08-20","Eden Lake",1993,NA,40
"1993-08-21","Ian Lake",1993,NA,90
"1993-08-23","Yakoun Lake",1993,NA,120
"1993-08-30","Tuya Lake",1993,NA,80
"1993-09-05","Nakina Lake",1993,NA,49
"1993-09-07","L Trapper Lake",1993,NA,25
"1993-09-10","Trapper Lake",1993,NA,45
"1993-10-12","Sproat Lake",1993,NA,121
"1993-10-13","Great Central Lake",1993,NA,78
"1993-10-21","Kennedy Lake (Clay)",1993,NA,160
"1993-10-22","Kennedy Lake (Main)",1993,NA,150
"1993-10-27","Hobiton Lake",1993,NA,99
"1993-11-14","Schoen Lake",1993,NA,36
"1993-11-18","Woss Lake",1993,NA,55
"1993-11-19","Vernon Lake",1993,NA,36
"1993-11-19","Woss Lake",1993,NA,55
"1994-01-31","Sproat Lake",1993,NA,121
"1994-02-02","Great Central Lake",1993,NA,78
"1994-02-09","Kennedy Lake (Main)",1993,NA,150
"1994-02-10","Kennedy Lake (Clay)",1993,NA,160
"1994-02-15","Henderson Lake",1993,NA,180
"1994-02-18","Cheewhat Lake",1993,NA,30
"1994-02-19","Hobiton Lake",1993,NA,99
"1994-03-05","Nimpkish Lake",1993,NA,88
"1994-03-08","Long Lake (A)",1993,NA,90
"1994-03-08","Long Lake (B)",1993,NA,70
"1994-06-22","Hobiton Lake",1994,NA,99
"1994-06-24","Cheewhat Lake",1994,NA,30
"1994-06-25","Cheewhat Lake",1994,NA,30
"1994-06-26","Henderson Lake",1994,NA,180
"1994-06-27","Henderson Lake",1994,NA,180
"1994-07-26","Hobiton Lake",1994,NA,99
"1994-07-27","Hobiton Lake",1994,NA,99
"1994-07-28","Cheewhat Lake",1994,NA,30
"1994-07-29","Cheewhat Lake",1994,NA,30
"1994-08-04","Yakoun Lake",1994,NA,120
"1994-08-10","Henderson Lake",1994,NA,180
"1994-08-13","Hobiton Lake",1994,NA,99
"1994-08-14","Hobiton Lake",1994,NA,99
"1994-08-23","Sustut Lake",1994,NA,25
"1994-08-25","Johanson Lake",1994,NA,48
"1994-08-28","Skidegate Lake SW",1994,NA,9
"1994-08-30","Skidegate Lake NE",1994,NA,35
"1994-08-31","Yakoun Lake",1994,NA,120
"1994-09-02","Awun Lake",1994,NA,40
"1994-09-02","Tuya Lake",1994,NA,80
"1994-09-06","Ian Lake",1994,NA,90
"1994-09-07","Ian Lake",1994,NA,90
"1994-09-08","Eden Lake",1994,NA,40
"1994-09-08","Ian Lake",1994,NA,90
"1994-09-08","L Trapper Lake",1994,NA,25
"1994-09-11","Trapper Lake",1994,NA,45
"1994-09-13","Tatsamenie Lake",1994,NA,63
"1994-09-18","Tahltan Lake",1994,NA,98
"1994-09-26","Nakina Lake",1994,NA,49
"1994-10-02","Muchalat Lake",1994,NA,45
"1994-10-03","Megin Lake",1994,NA,48
"1994-10-05","Vernon Lake",1994,NA,36
"1994-10-06","Woss Lake",1994,NA,55
"1994-10-10","Schoen Lake",1994,NA,36
"1994-10-19","Sproat Lake",1994,NA,121
"1994-10-20","Great Central Lake",1994,NA,78
"1994-10-28","Kennedy Lake (Clay)",1994,NA,160
"1994-11-01","Kennedy Lake (Main)",1994,NA,150
"1994-11-17","Henderson Lake",1994,NA,180
"1994-11-23","Cheewhat Lake",1994,NA,30
"1994-11-24","Hobiton Lake",1994,NA,99
"1995-01-13","Kennedy Lake (Clay)",1994,NA,160
"1995-01-24","Sproat Lake",1994,NA,121
"1995-02-07","Nimpkish Lake",1994,NA,88
"1995-03-02","Henderson Lake",1994,NA,180
"1995-03-03","Hobiton Lake",1994,NA,99
"1995-03-04","Cheewhat Lake",1994,NA,30
"1995-03-23","Long Lake (A)",1994,NA,90
"1995-03-23","Long Lake (B)",1994,NA,70
"1995-03-27","Megin Lake",1994,NA,48
"1995-06-23","Henderson Lake",1995,NA,180
"1995-06-23","Hobiton Lake",1995,NA,99
"1995-06-24","Cheewhat Lake",1995,NA,30
"1995-06-24","Hobiton Lake",1995,NA,99
"1995-06-25","Cheewhat Lake",1995,NA,30
"1995-06-25","Hobiton Lake",1995,NA,99
"1995-06-26","Cheewhat Lake",1995,NA,30
"1995-07-13","Sproat Lake",1995,NA,121
"1995-07-14","Great Central Lake",1995,NA,78
"1995-07-14","Sproat Lake",1995,NA,121
"1995-07-15","Great Central Lake",1995,NA,78
"1995-07-17","Muriel Lake",1995,NA,80
"1995-07-24","Kennedy Lake (Main)",1995,NA,150
"1995-07-25","Kennedy Lake (Clay)",1995,NA,160
"1995-07-25","Kennedy Lake (Main)",1995,NA,150
"1995-07-26","Kennedy Lake (Clay)",1995,NA,160
"1995-07-28","Cheewhat Lake",1995,NA,30
"1995-07-29","Cheewhat Lake",1995,NA,30
"1995-07-29","Hobiton Lake",1995,NA,99
"1995-07-30","Cheewhat Lake",1995,NA,30
"1995-07-30","Hobiton Lake",1995,NA,99
"1995-07-31","Hobiton Lake",1995,NA,99
"1995-08-01","Muriel Lake",1995,NA,80
"1995-08-09","Nimpkish Lake",1995,NA,88
"1995-08-12","Woss Lake",1995,NA,154
"1995-08-13","Vernon Lake",1995,NA,63
"1995-08-14","Muchalat Lake",1995,NA,45
"1995-08-14","Yakoun Lake",1995,NA,120
"1995-08-18","Yakoun Lake",1995,NA,120
"1995-08-23","Owikeno Lake (A)",1995,NA,169
"1995-08-23","Owikeno Lake (B)",1995,NA,104
"1995-08-23","Owikeno Lake (C)",1995,NA,11
"1995-08-23","Owikeno Lake (D)",1995,NA,43
"1995-08-30","Hobiton Lake",1995,NA,99
"1995-08-30","Long Lake (B)",1995,NA,70
"1995-08-30","Skidegate Lake NE",1995,NA,35
"1995-08-30","Skidegate Lake SW",1995,NA,9
"1995-08-31","Hobiton Lake",1995,NA,99
"1995-08-31","Long Lake (A)",1995,NA,90
"1995-09-03","Yakoun Lake",1995,NA,120
"1995-09-05","Ian Lake",1995,NA,90
"1995-09-06","Ian Lake",1995,NA,90
"1995-09-09","Tuya Lake",1995,NA,80
"1995-09-14","L Trapper Lake",1995,NA,25
"1995-09-15","Trapper Lake",1995,NA,45
"1995-09-18","Tatsamenie Lake",1995,NA,135
"1995-10-01","Bear Lake",1995,NA,54
"1995-10-06","Swan Lake",1995,NA,72
"1995-10-09","Kitwanga Lake",1995,NA,24
"1995-10-11","Henderson Lake",1995,NA,180
"1995-10-27","Kennedy Lake (Clay)",1995,NA,160
"1995-10-28","Kennedy Lake (Main)",1995,NA,150
"1995-11-21","Sproat Lake",1995,NA,121
"1995-11-23","Great Central Lake",1995,NA,78
"1996-01-30","Sproat Lake",1995,NA,121
"1996-02-01","Great Central Lake",1995,NA,78
"1996-02-11","Kennedy Lake (Main)",1995,NA,150
"1996-02-12","Henderson Lake",1995,NA,180
"1996-02-15","Hobiton Lake",1995,NA,99
"1996-02-16","Cheewhat Lake",1995,NA,30
"1996-02-24","Owikeno Lake (A)",1995,NA,169
"1996-02-24","Owikeno Lake (B)",1995,NA,104
"1996-03-22","Muriel Lake",1995,NA,80
"1996-07-03","Henderson Lake",1996,NA,180
"1996-07-25","Yakoun Lake",1996,NA,120
"1996-07-27","Henderson Lake",1996,NA,180
"1996-07-30","Hobiton Lake",1996,NA,99
"1996-07-31","Cheewhat Lake",1996,NA,30
"1996-08-12","Yakoun Lake",1996,NA,120
"1996-08-15","Long Lake (A)",1996,NA,90
"1996-08-15","Long Lake (B)",1996,NA,70
"1996-08-18","Owikeno Lake (A)",1996,NA,78
"1996-08-18","Owikeno Lake (B)",1996,NA,52
"1996-08-18","Owikeno Lake (D)",1996,NA,33
"1996-09-09","Skidegate Lake NE",1996,NA,35
"1996-09-09","Skidegate Lake SW",1996,NA,9
"1996-09-10","Tuya Lake",1996,NA,80
"1996-09-12","Ian Lake",1996,NA,90
"1996-09-13","Tahltan Lake",1996,NA,98
"1996-09-16","Tatsamenie Lake",1996,NA,63
"1996-10-29","Muriel Lake",1996,NA,80
"1996-10-30","Kennedy Lake (Main)",1996,NA,150
"1996-10-31","Kennedy Lake (Clay)",1996,NA,160
"1997-02-04","Henderson Lake",1996,NA,180
"1997-02-07","Cheewhat Lake",1996,NA,30
"1997-02-08","Hobiton Lake",1996,NA,99
"1997-03-03","Woss Lake",1996,NA,55
"1997-03-04","Vernon Lake",1996,NA,36
"1997-03-25","Schoen Lake",1996,NA,36
"1997-06-11","Henderson Lake",1997,NA,180
"1997-06-26","Tatsamenie Lake",1997,NA,144
"1997-07-24","Great Central Lake",1997,NA,78
"1997-07-29","Osoyoos Lake N",1997,NA,70
"1997-08-03","Henderson Lake",1997,NA,180
"1997-08-06","Tatsamenie Lake",1997,NA,144
"1997-08-27","Long Lake (A)",1997,NA,90
"1997-08-27","Long Lake (B)",1997,NA,70
"1997-09-04","Tatsamenie Lake",1997,NA,144
"1997-09-09","Osoyoos Lake C",1997,NA,12
"1997-09-09","Osoyoos Lake N",1997,NA,70
"1997-09-09","Osoyoos Lake S",1997,NA,48
"1997-09-15","Yakoun Lake",1997,NA,120
"1997-09-18","Ian Lake",1997,NA,90
"1997-09-22","Skidegate Lake NE",1997,NA,35
"1997-09-22","Skidegate Lake SW",1997,NA,9
"1997-09-24","Tuya Lake",1997,NA,80
"1997-09-26","Tuya Lake",1997,NA,80
"1997-09-27","Tahltan Lake",1997,NA,98
"1997-10-01","Tatsamenie Lake",1997,NA,144
"1997-10-02",NA,1997,NA,182
"1997-10-16","Kennedy Lake (Clay)",1997,NA,160
"1997-10-16","Kennedy Lake (Main)",1997,NA,150
"1997-10-20","Muriel Lake",1997,NA,80
"1997-11-02","Osoyoos Lake C",1997,NA,12
"1997-11-02","Osoyoos Lake S",1997,NA,48
"1997-11-03","Osoyoos Lake N",1997,NA,70
"1997-11-14","Henderson Lake",1997,NA,180
"1997-11-19","Sproat Lake",1997,NA,121
"1998-02-02","Long Lake (A)",1997,NA,90
"1998-02-02","Long Lake (B)",1997,NA,70
"1998-02-05","Woss Lake",1997,NA,55
"1998-02-06","Vernon Lake",1997,NA,36
"1998-02-13","Schoen Lake",1997,NA,36
"1998-02-16","Kennedy Lake (Clay)",1997,NA,160
"1998-02-16","Kennedy Lake (Main)",1997,NA,150
"1998-02-22","Henderson Lake",1997,NA,180
"1998-03-02","Muriel Lake",1997,NA,80
"1998-03-02","Nimpkish Lake",1997,NA,88
"1998-03-05","Sproat Lake",1997,NA,121
