"Lake","Code","Latitude","Longitude","Transect","Depth Min (m)","Depth Max (m)","Length (m)","Area (ha)"
"Devon Lake",29,"53° 27' N","129° 45' W",4,15,20,458,131
"Devon Lake",29,"53° 27' N","129° 45' W",4,20,30,388,112
"Devon Lake",29,"53° 27' N","129° 45' W",4,30,40,277,68
"Devon Lake",29,"53° 27' N","129° 45' W",4,40,50,104,26
"Devon Lake",29,"53° 27' N","129° 45' W",4,50,60,0,10
"Devon Lake",29,"53° 27' N","129° 45' W",4,60,70,0,4
"Devon Lake",29,"53° 27' N","129° 45' W",5,2,5,894,167
"Devon Lake",29,"53° 27' N","129° 45' W",5,3,5,894,167
"Devon Lake",29,"53° 27' N","129° 45' W",5,5,10,876,152
"Devon Lake",29,"53° 27' N","129° 45' W",5,10,15,857,141
"Devon Lake",29,"53° 27' N","129° 45' W",5,15,20,844,131
"Devon Lake",29,"53° 27' N","129° 45' W",5,20,30,820,112
"Devon Lake",29,"53° 27' N","129° 45' W",5,30,40,615,68
"Devon Lake",29,"53° 27' N","129° 45' W",5,40,50,0,26
"Devon Lake",29,"53° 27' N","129° 45' W",5,50,60,0,10
"Devon Lake",29,"53° 27' N","129° 45' W",5,60,70,0,4
"Devon Lake",29,"53° 27' N","129° 45' W",6,2,5,900,167
"Devon Lake",29,"53° 27' N","129° 45' W",6,3,5,900,167
"Devon Lake",29,"53° 27' N","129° 45' W",6,5,10,857,152
"Devon Lake",29,"53° 27' N","129° 45' W",6,10,15,814,141
"Devon Lake",29,"53° 27' N","129° 45' W",6,15,20,763,131
"Devon Lake",29,"53° 27' N","129° 45' W",6,20,30,651,112
"Devon Lake",29,"53° 27' N","129° 45' W",6,30,40,0,68
"Devon Lake",29,"53° 27' N","129° 45' W",6,40,50,0,26
"Devon Lake",29,"53° 27' N","129° 45' W",6,50,60,0,10
"Devon Lake",29,"53° 27' N","129° 45' W",6,60,70,0,4
"Devon Lake",29,"53° 27' N","129° 45' W",7,2,5,1100,167
"Devon Lake",29,"53° 27' N","129° 45' W",7,3,5,1100,167
"Devon Lake",29,"53° 27' N","129° 45' W",7,5,10,1072,152
"Devon Lake",29,"53° 27' N","129° 45' W",7,10,15,1024,141
"Devon Lake",29,"53° 27' N","129° 45' W",7,15,20,955,131
"Devon Lake",29,"53° 27' N","129° 45' W",7,20,30,643,112
"Devon Lake",29,"53° 27' N","129° 45' W",7,30,40,436,68
"Devon Lake",29,"53° 27' N","129° 45' W",7,40,50,401,26
"Devon Lake",29,"53° 27' N","129° 45' W",7,50,60,0,10
"Devon Lake",29,"53° 27' N","129° 45' W",7,60,70,0,4
"Dragon Lake",214,"52° 34' N","122° 25' W",1,2,5,1145,173
"Dragon Lake",214,"52° 34' N","122° 25' W",1,3,5,0,0
"Dragon Lake",214,"52° 34' N","122° 25' W",1,5,10,1058,116
"Dragon Lake",214,"52° 34' N","122° 25' W",2,2,5,1210,173
"Dragon Lake",214,"52° 34' N","122° 25' W",2,3,5,0,0
"Dragon Lake",214,"52° 34' N","122° 25' W",2,5,10,1133,116
"Dragon Lake",214,"52° 34' N","122° 25' W",3,2,5,1206,173
"Dragon Lake",214,"52° 34' N","122° 25' W",3,3,5,0,0
"Dragon Lake",214,"52° 34' N","122° 25' W",3,5,10,1131,116
"Dragon Lake",214,"52° 34' N","122° 25' W",4,2,5,798,173
"Dragon Lake",214,"52° 34' N","122° 25' W",4,3,5,0,0
"Dragon Lake",214,"52° 34' N","122° 25' W",4,5,10,464,116
"Eden Lake",25,"53° 51' N","132° 43' W",1,2,5,775,556
"Eden Lake",25,"53° 51' N","132° 43' W",1,3,5,775,556
"Eden Lake",25,"53° 51' N","132° 43' W",1,5,10,714,507
"Eden Lake",25,"53° 51' N","132° 43' W",1,10,15,699,481
"Eden Lake",25,"53° 51' N","132° 43' W",1,15,20,641,454
"Eden Lake",25,"53° 51' N","132° 43' W",1,20,30,578,397
"Eden Lake",25,"53° 51' N","132° 43' W",1,30,40,512,307
"Eden Lake",25,"53° 51' N","132° 43' W",1,40,50,429,239
"Eden Lake",25,"53° 51' N","132° 43' W",1,50,60,0,203
"Eden Lake",25,"53° 51' N","132° 43' W",1,60,70,0,170
"Eden Lake",25,"53° 51' N","132° 43' W",2,2,5,685,556
"Eden Lake",25,"53° 51' N","132° 43' W",2,3,5,685,556
"Eden Lake",25,"53° 51' N","132° 43' W",2,5,10,669,507
"Eden Lake",25,"53° 51' N","132° 43' W",2,10,15,623,481
"Eden Lake",25,"53° 51' N","132° 43' W",2,15,20,590,454
"Eden Lake",25,"53° 51' N","132° 43' W",2,20,30,553,397
"Eden Lake",25,"53° 51' N","132° 43' W",2,30,40,513,307
"Eden Lake",25,"53° 51' N","132° 43' W",2,40,50,478,239
"Eden Lake",25,"53° 51' N","132° 43' W",2,50,60,0,203
"Eden Lake",25,"53° 51' N","132° 43' W",2,60,70,0,170
"Eden Lake",25,"53° 51' N","132° 43' W",3,2,5,1279,556
"Eden Lake",25,"53° 51' N","132° 43' W",3,3,5,1279,556
"Eden Lake",25,"53° 51' N","132° 43' W",3,5,10,1050,507
"Eden Lake",25,"53° 51' N","132° 43' W",3,10,15,960,481
"Eden Lake",25,"53° 51' N","132° 43' W",3,15,20,922,454
"Eden Lake",25,"53° 51' N","132° 43' W",3,20,30,790,397
"Eden Lake",25,"53° 51' N","132° 43' W",3,30,40,722,307
"Eden Lake",25,"53° 51' N","132° 43' W",3,40,50,630,239
"Eden Lake",25,"53° 51' N","132° 43' W",3,50,60,0,203
"Eden Lake",25,"53° 51' N","132° 43' W",3,60,70,0,170
"Eden Lake",25,"53° 51' N","132° 43' W",4,2,5,763,556
"Eden Lake",25,"53° 51' N","132° 43' W",4,3,5,763,556
"Eden Lake",25,"53° 51' N","132° 43' W",4,5,10,619,507
"Eden Lake",25,"53° 51' N","132° 43' W",4,10,15,478,481
"Eden Lake",25,"53° 51' N","132° 43' W",4,15,20,386,454
"Eden Lake",25,"53° 51' N","132° 43' W",4,20,30,267,397
"Eden Lake",25,"53° 51' N","132° 43' W",4,30,40,0,307
"Eden Lake",25,"53° 51' N","132° 43' W",4,40,50,0,239
"Eden Lake",25,"53° 51' N","132° 43' W",4,50,60,0,203
"Eden Lake",25,"53° 51' N","132° 43' W",4,60,70,0,170
"Ellerslie Lake",181,"52° 32' N","127° 57' W",1,2,5,1867,2447
"Ellerslie Lake",181,"52° 32' N","127° 57' W",1,3,5,1867,2447
"Ellerslie Lake",181,"52° 32' N","127° 57' W",1,5,10,1861,2332
"Ellerslie Lake",181,"52° 32' N","127° 57' W",1,10,15,1839,2183
"Ellerslie Lake",181,"52° 32' N","127° 57' W",1,15,20,1822,2055
"Ellerslie Lake",181,"52° 32' N","127° 57' W",1,20,30,1811,1926
"Ellerslie Lake",181,"52° 32' N","127° 57' W",1,30,40,1761,1768
"Ellerslie Lake",181,"52° 32' N","127° 57' W",1,40,50,1717,1606
"Ellerslie Lake",181,"52° 32' N","127° 57' W",1,50,60,1656,1436
"Ellerslie Lake",181,"52° 32' N","127° 57' W",2,2,5,878,2447
"Ellerslie Lake",181,"52° 32' N","127° 57' W",2,3,5,878,2447
"Ellerslie Lake",181,"52° 32' N","127° 57' W",2,5,10,867,2332
"Ellerslie Lake",181,"52° 32' N","127° 57' W",2,10,15,856,2183
"Ellerslie Lake",181,"52° 32' N","127° 57' W",2,15,20,844,2055
"Ellerslie Lake",181,"52° 32' N","127° 57' W",2,20,30,828,1926
"Ellerslie Lake",181,"52° 32' N","127° 57' W",2,30,40,800,1768
"Ellerslie Lake",181,"52° 32' N","127° 57' W",2,40,50,767,1606
"Ellerslie Lake",181,"52° 32' N","127° 57' W",2,50,60,739,1436
"Ellerslie Lake",181,"52° 32' N","127° 57' W",3,2,5,928,2447
"Ellerslie Lake",181,"52° 32' N","127° 57' W",3,3,5,928,2447
"Ellerslie Lake",181,"52° 32' N","127° 57' W",3,5,10,917,2332
"Ellerslie Lake",181,"52° 32' N","127° 57' W",3,10,15,900,2183
"Ellerslie Lake",181,"52° 32' N","127° 57' W",3,15,20,889,2055
"Ellerslie Lake",181,"52° 32' N","127° 57' W",3,20,30,878,1926
"Ellerslie Lake",181,"52° 32' N","127° 57' W",3,30,40,850,1768
"Ellerslie Lake",181,"52° 32' N","127° 57' W",3,40,50,828,1606
"Ellerslie Lake",181,"52° 32' N","127° 57' W",3,50,60,806,1436
"Ellerslie Lake",181,"52° 32' N","127° 57' W",4,2,5,1211,2447
"Ellerslie Lake",181,"52° 32' N","127° 57' W",4,3,5,1211,2447
"Ellerslie Lake",181,"52° 32' N","127° 57' W",4,5,10,1189,2332
"Ellerslie Lake",181,"52° 32' N","127° 57' W",4,10,15,1128,2183
"Ellerslie Lake",181,"52° 32' N","127° 57' W",4,15,20,1106,2055
"Ellerslie Lake",181,"52° 32' N","127° 57' W",4,20,30,1094,1926
"Ellerslie Lake",181,"52° 32' N","127° 57' W",4,30,40,1067,1768
"Ellerslie Lake",181,"52° 32' N","127° 57' W",4,40,50,1044,1606
"Ellerslie Lake",181,"52° 32' N","127° 57' W",4,50,60,1017,1436
"Ellerslie Lake",181,"52° 32' N","127° 57' W",5,2,5,1083,2447
"Ellerslie Lake",181,"52° 32' N","127° 57' W",5,3,5,1083,2447
"Ellerslie Lake",181,"52° 32' N","127° 57' W",5,5,10,1050,2332
"Ellerslie Lake",181,"52° 32' N","127° 57' W",5,10,15,1028,2183
"Ellerslie Lake",181,"52° 32' N","127° 57' W",5,15,20,1006,2055
"Ellerslie Lake",181,"52° 32' N","127° 57' W",5,20,30,961,1926
"Ellerslie Lake",181,"52° 32' N","127° 57' W",5,30,40,889,1768
"Ellerslie Lake",181,"52° 32' N","127° 57' W",5,40,50,822,1606
"Ellerslie Lake",181,"52° 32' N","127° 57' W",5,50,60,783,1436
"Ellerslie Lake",181,"52° 32' N","127° 57' W",6,2,5,2033,2447
"Ellerslie Lake",181,"52° 32' N","127° 57' W",6,3,5,2033,2447
"Ellerslie Lake",181,"52° 32' N","127° 57' W",6,5,10,2006,2332
"Ellerslie Lake",181,"52° 32' N","127° 57' W",6,10,15,1983,2183
"Ellerslie Lake",181,"52° 32' N","127° 57' W",6,15,20,1967,2055
"Ellerslie Lake",181,"52° 32' N","127° 57' W",6,20,30,1956,1926
"Ellerslie Lake",181,"52° 32' N","127° 57' W",6,30,40,1778,1768
"Ellerslie Lake",181,"52° 32' N","127° 57' W",6,40,50,1611,1606
"Ellerslie Lake",181,"52° 32' N","127° 57' W",6,50,60,1400,1436
"Ellerslie Lake",181,"52° 32' N","127° 57' W",7,2,5,1633,2447
"Ellerslie Lake",181,"52° 32' N","127° 57' W",7,3,5,1633,2447
"Ellerslie Lake",181,"52° 32' N","127° 57' W",7,5,10,1583,2332
"Ellerslie Lake",181,"52° 32' N","127° 57' W",7,10,15,1361,2183
"Ellerslie Lake",181,"52° 32' N","127° 57' W",7,15,20,1094,2055
"Ellerslie Lake",181,"52° 32' N","127° 57' W",7,20,30,483,1926
"Ellerslie Lake",181,"52° 32' N","127° 57' W",7,30,40,0,1768
"Ellerslie Lake",181,"52° 32' N","127° 57' W",7,40,50,0,1606
"Ellerslie Lake",181,"52° 32' N","127° 57' W",7,50,60,0,1436
"Ellerslie Lake",181,"52° 32' N","127° 57' W",8,2,5,1133,2447
"Ellerslie Lake",181,"52° 32' N","127° 57' W",8,3,5,1133,2447
"Ellerslie Lake",181,"52° 32' N","127° 57' W",8,5,10,772,2332
"Ellerslie Lake",181,"52° 32' N","127° 57' W",8,10,15,411,2183
"Ellerslie Lake",181,"52° 32' N","127° 57' W",8,15,20,0,2055
"Ellerslie Lake",181,"52° 32' N","127° 57' W",8,20,30,0,1926
"Ellerslie Lake",181,"52° 32' N","127° 57' W",8,30,40,0,1768
"Ellerslie Lake",181,"52° 32' N","127° 57' W",8,40,50,0,1606
"Ellerslie Lake",181,"52° 32' N","127° 57' W",8,50,60,0,1436
"Ellerslie Lake",181,"52° 32' N","127° 57' W",9,2,5,656,2447
"Ellerslie Lake",181,"52° 32' N","127° 57' W",9,3,5,656,2447
"Ellerslie Lake",181,"52° 32' N","127° 57' W",9,5,10,544,2332
"Ellerslie Lake",181,"52° 32' N","127° 57' W",9,10,15,444,2183
"Ellerslie Lake",181,"52° 32' N","127° 57' W",9,15,20,367,2055
"Ellerslie Lake",181,"52° 32' N","127° 57' W",9,20,30,311,1926
"Ellerslie Lake",181,"52° 32' N","127° 57' W",9,30,40,167,1768
"Ellerslie Lake",181,"52° 32' N","127° 57' W",9,40,50,0,1606
"Ellerslie Lake",181,"52° 32' N","127° 57' W",9,50,60,0,1436
"Ellerslie Lake",181,"52° 32' N","127° 57' W",10,2,5,950,2447
"Ellerslie Lake",181,"52° 32' N","127° 57' W",10,3,5,950,2447
"Ellerslie Lake",181,"52° 32' N","127° 57' W",10,5,10,900,2332
"Ellerslie Lake",181,"52° 32' N","127° 57' W",10,10,15,856,2183
"Ellerslie Lake",181,"52° 32' N","127° 57' W",10,15,20,778,2055
"Ellerslie Lake",181,"52° 32' N","127° 57' W",10,20,30,717,1926
"Ellerslie Lake",181,"52° 32' N","127° 57' W",10,30,40,506,1768
"Ellerslie Lake",181,"52° 32' N","127° 57' W",10,40,50,0,1606
"Ellerslie Lake",181,"52° 32' N","127° 57' W",10,50,60,0,1436
"Ellerslie Lake",181,"52° 32' N","127° 57' W",11,2,5,783,2447
"Ellerslie Lake",181,"52° 32' N","127° 57' W",11,3,5,783,2447
"Ellerslie Lake",181,"52° 32' N","127° 57' W",11,5,10,744,2332
"Ellerslie Lake",181,"52° 32' N","127° 57' W",11,10,15,711,2183
"Ellerslie Lake",181,"52° 32' N","127° 57' W",11,15,20,689,2055
"Ellerslie Lake",181,"52° 32' N","127° 57' W",11,20,30,672,1926
"Ellerslie Lake",181,"52° 32' N","127° 57' W",11,30,40,633,1768
"Ellerslie Lake",181,"52° 32' N","127° 57' W",11,40,50,600,1606
"Ellerslie Lake",181,"52° 32' N","127° 57' W",11,50,60,556,1436
"Ellerslie Lake",181,"52° 32' N","127° 57' W",12,2,5,1578,2447
"Ellerslie Lake",181,"52° 32' N","127° 57' W",12,3,5,1578,2447
"Ellerslie Lake",181,"52° 32' N","127° 57' W",12,5,10,1556,2332
"Ellerslie Lake",181,"52° 32' N","127° 57' W",12,10,15,1539,2183
"Ellerslie Lake",181,"52° 32' N","127° 57' W",12,15,20,1517,2055
"Ellerslie Lake",181,"52° 32' N","127° 57' W",12,20,30,1500,1926
"Ellerslie Lake",181,"52° 32' N","127° 57' W",12,30,40,1467,1768
"Ellerslie Lake",181,"52° 32' N","127° 57' W",12,40,50,1422,1606
"Ellerslie Lake",181,"52° 32' N","127° 57' W",12,50,60,1367,1436
"Ellerslie Lake",181,"52° 32' N","127° 57' W",13,2,5,1472,2447
"Ellerslie Lake",181,"52° 32' N","127° 57' W",13,3,5,1472,2447
"Ellerslie Lake",181,"52° 32' N","127° 57' W",13,5,10,1444,2332
"Ellerslie Lake",181,"52° 32' N","127° 57' W",13,10,15,1417,2183
"Ellerslie Lake",181,"52° 32' N","127° 57' W",13,15,20,1400,2055
"Ellerslie Lake",181,"52° 32' N","127° 57' W",13,20,30,1367,1926
"Ellerslie Lake",181,"52° 32' N","127° 57' W",13,30,40,1322,1768
"Ellerslie Lake",181,"52° 32' N","127° 57' W",13,40,50,1244,1606
"Ellerslie Lake",181,"52° 32' N","127° 57' W",13,50,60,1156,1436
"Ellerslie Lake",181,"52° 32' N","127° 57' W",14,2,5,1589,2447
"Ellerslie Lake",181,"52° 32' N","127° 57' W",14,3,5,1589,2447
"Ellerslie Lake",181,"52° 32' N","127° 57' W",14,5,10,1572,2332
"Ellerslie Lake",181,"52° 32' N","127° 57' W",14,10,15,1544,2183
"Ellerslie Lake",181,"52° 32' N","127° 57' W",14,15,20,1517,2055
"Ellerslie Lake",181,"52° 32' N","127° 57' W",14,20,30,1494,1926
"Ellerslie Lake",181,"52° 32' N","127° 57' W",14,30,40,1456,1768
"Ellerslie Lake",181,"52° 32' N","127° 57' W",14,40,50,1372,1606
"Ellerslie Lake",181,"52° 32' N","127° 57' W",14,50,60,1294,1436
"Fred Wright Lake",11,"55° 58' N","128° 47' W",1,2,5,925,353
"Fred Wright Lake",11,"55° 58' N","128° 47' W",1,3,5,925,343
"Fred Wright Lake",11,"55° 58' N","128° 47' W",1,5,10,848,287
"Fred Wright Lake",11,"55° 58' N","128° 47' W",1,10,15,794,226
"Fred Wright Lake",11,"55° 58' N","128° 47' W",1,15,20,748,176
"Fred Wright Lake",11,"55° 58' N","128° 47' W",1,20,30,663,127
"Fred Wright Lake",11,"55° 58' N","128° 47' W",1,30,40,331,54
"Fred Wright Lake",11,"55° 58' N","128° 47' W",1,40,50,0,6
"Fred Wright Lake",11,"55° 58' N","128° 47' W",2,2,5,2350,353
"Fred Wright Lake",11,"55° 58' N","128° 47' W",2,3,5,2350,343
"Fred Wright Lake",11,"55° 58' N","128° 47' W",2,5,10,2147,287
"Fred Wright Lake",11,"55° 58' N","128° 47' W",2,10,15,2028,226
"Fred Wright Lake",11,"55° 58' N","128° 47' W",2,15,20,1873,176
"Fred Wright Lake",11,"55° 58' N","128° 47' W",2,20,30,1575,127
"Fred Wright Lake",11,"55° 58' N","128° 47' W",2,30,40,1276,54
"Fred Wright Lake",11,"55° 58' N","128° 47' W",2,40,50,298,6
"Fred Wright Lake",11,"55° 58' N","128° 47' W",3,2,5,407,353
"Fred Wright Lake",11,"55° 58' N","128° 47' W",3,3,5,407,343
"Fred Wright Lake",11,"55° 58' N","128° 47' W",3,5,10,285,287
"Fred Wright Lake",11,"55° 58' N","128° 47' W",3,10,15,0,226
"Fred Wright Lake",11,"55° 58' N","128° 47' W",3,15,20,0,176
"Fred Wright Lake",11,"55° 58' N","128° 47' W",3,20,30,0,127
"Fred Wright Lake",11,"55° 58' N","128° 47' W",3,30,40,0,54
"Fred Wright Lake",11,"55° 58' N","128° 47' W",3,40,50,0,6
"Fred Wright Lake",11,"55° 58' N","128° 47' W",4,2,5,512,353
"Fred Wright Lake",11,"55° 58' N","128° 47' W",4,3,5,444,343
"Fred Wright Lake",11,"55° 58' N","128° 47' W",4,5,10,504,287
"Fred Wright Lake",11,"55° 58' N","128° 47' W",4,10,15,429,226
"Fred Wright Lake",11,"55° 58' N","128° 47' W",4,15,20,379,176
"Fred Wright Lake",11,"55° 58' N","128° 47' W",4,20,30,248,127
"Fred Wright Lake",11,"55° 58' N","128° 47' W",4,30,40,0,54
"Fred Wright Lake",11,"55° 58' N","128° 47' W",4,40,50,0,6
"Fulmore_2005",248,NA,NA,1,2,5,420,824
"Fulmore_2005",248,NA,NA,1,3,5,420,824
"Fulmore_2005",248,NA,NA,1,5,10,416,749
"Fulmore_2005",248,NA,NA,1,10,15,387,686
"Fulmore_2005",248,NA,NA,1,15,20,311,618
"Fulmore_2005",248,NA,NA,1,20,30,235,513
"Fulmore_2005",248,NA,NA,1,30,40,0,431
"Fulmore_2005",248,NA,NA,1,40,50,0,376
"Fulmore_2005",248,NA,NA,2,2,5,533,824
"Fulmore_2005",248,NA,NA,2,3,5,533,824
"Fulmore_2005",248,NA,NA,2,5,10,526,749
"Fulmore_2005",248,NA,NA,2,10,15,508,686
"Fulmore_2005",248,NA,NA,2,15,20,485,618
"Fulmore_2005",248,NA,NA,2,20,30,445,513
"Fulmore_2005",248,NA,NA,2,30,40,397,431
"Fulmore_2005",248,NA,NA,2,40,50,330,376
"Fulmore_2005",248,NA,NA,3,2,5,1254,824
"Fulmore_2005",248,NA,NA,3,3,5,1254,824
"Fulmore_2005",248,NA,NA,3,5,10,1243,749
"Fulmore_2005",248,NA,NA,3,10,15,1213,686
"Fulmore_2005",248,NA,NA,3,15,20,1186,618
"Fulmore_2005",248,NA,NA,3,20,30,1113,513
"Fulmore_2005",248,NA,NA,3,30,40,1031,431
"Fulmore_2005",248,NA,NA,3,40,50,942,376
"Fulmore_2005",248,NA,NA,4,2,5,1610,824
"Fulmore_2005",248,NA,NA,4,3,5,1610,824
"Fulmore_2005",248,NA,NA,4,5,10,1601,749
"Fulmore_2005",248,NA,NA,4,10,15,1582,686
"Fulmore_2005",248,NA,NA,4,15,20,1516,618
"Fulmore_2005",248,NA,NA,4,20,30,1367,513
"Fulmore_2005",248,NA,NA,4,30,40,1260,431
"Fulmore_2005",248,NA,NA,4,40,50,1161,376
"Fulmore_2005",248,NA,NA,5,2,5,2316,824
"Fulmore_2005",248,NA,NA,5,3,5,2316,824
"Fulmore_2005",248,NA,NA,5,5,10,2306,749
"Fulmore_2005",248,NA,NA,5,10,15,2257,686
"Fulmore_2005",248,NA,NA,5,15,20,2184,618
"Fulmore_2005",248,NA,NA,5,20,30,1888,513
"Fulmore_2005",248,NA,NA,5,30,40,1514,431
"Fulmore_2005",248,NA,NA,5,40,50,1235,376
"Fulmore_2005",248,NA,NA,6,2,5,1082,824
"Fulmore_2005",248,NA,NA,6,3,5,1082,824
"Fulmore_2005",248,NA,NA,6,5,10,1059,749
"Fulmore_2005",248,NA,NA,6,10,15,1044,686
"Fulmore_2005",248,NA,NA,6,15,20,999,618
"Fulmore_2005",248,NA,NA,6,20,30,413,513
"Fulmore_2005",248,NA,NA,6,30,40,0,431
"Fulmore_2005",248,NA,NA,6,40,50,0,376
"Fulmore_2005",248,NA,NA,7,2,5,1223,824
"Fulmore_2005",248,NA,NA,7,3,5,1223,824
"Fulmore_2005",248,NA,NA,7,5,10,1223,749
"Fulmore_2005",248,NA,NA,7,10,15,1089,686
"Fulmore_2005",248,NA,NA,7,15,20,161,618
"Fulmore_2005",248,NA,NA,7,20,30,0,513
"Fulmore_2005",248,NA,NA,7,30,40,0,431
"Fulmore_2005",248,NA,NA,7,40,50,0,376
"Fulmore_2005",248,NA,NA,8,2,5,940,824
"Fulmore_2005",248,NA,NA,8,3,5,940,824
"Fulmore_2005",248,NA,NA,8,5,10,380,749
"Fulmore_2005",248,NA,NA,8,10,15,181,686
"Fulmore_2005",248,NA,NA,8,15,20,0,618
"Fulmore_2005",248,NA,NA,8,20,30,0,513
"Fulmore_2005",248,NA,NA,8,30,40,0,431
"Fulmore_2005",248,NA,NA,8,40,50,0,376
"Glendale Lake",120,"50° 37' N","125° 38' W",1,2,5,575,109
"Glendale Lake",120,"50° 37' N","125° 38' W",1,3,5,575,109
"Glendale Lake",120,"50° 37' N","125° 38' W",1,5,10,545,96
"Glendale Lake",120,"50° 37' N","125° 38' W",1,10,15,405,78
"Glendale Lake",120,"50° 37' N","125° 38' W",1,15,20,240,53
"Glendale Lake",120,"50° 37' N","125° 38' W",1,20,30,0,20
"Glendale Lake",120,"50° 37' N","125° 38' W",2,2,5,490,109
"Glendale Lake",120,"50° 37' N","125° 38' W",2,3,5,490,109
"Glendale Lake",120,"50° 37' N","125° 38' W",2,5,10,470,96
"Glendale Lake",120,"50° 37' N","125° 38' W",2,10,15,420,78
"Glendale Lake",120,"50° 37' N","125° 38' W",2,15,20,370,53
"Glendale Lake",120,"50° 37' N","125° 38' W",2,20,30,0,20
"Glendale Lake",120,"50° 37' N","125° 38' W",3,2,5,655,109
"Glendale Lake",120,"50° 37' N","125° 38' W",3,3,5,655,109
"Glendale Lake",120,"50° 37' N","125° 38' W",3,5,10,600,96
"Glendale Lake",120,"50° 37' N","125° 38' W",3,10,15,530,78
"Glendale Lake",120,"50° 37' N","125° 38' W",3,15,20,465,53
"Glendale Lake",120,"50° 37' N","125° 38' W",3,20,30,245,20
"Glendale Lake",120,"50° 37' N","125° 38' W",4,2,5,2105,109
"Glendale Lake",120,"50° 37' N","125° 38' W",4,3,5,2105,109
"Glendale Lake",120,"50° 37' N","125° 38' W",4,5,10,2065,96
"Glendale Lake",120,"50° 37' N","125° 38' W",4,10,15,2005,78
"Glendale Lake",120,"50° 37' N","125° 38' W",4,15,20,1855,53
"Glendale Lake",120,"50° 37' N","125° 38' W",4,20,30,555,20
"Great Central Lake",1,"49° 22' N","125° 15' W",1,2,5,1260,5085
"Great Central Lake",1,"49° 22' N","125° 15' W",1,3,5,1260,5085
"Great Central Lake",1,"49° 22' N","125° 15' W",1,5,10,1250,5054
"Great Central Lake",1,"49° 22' N","125° 15' W",1,10,15,1240,5022
"Great Central Lake",1,"49° 22' N","125° 15' W",1,15,20,1230,4959
"Great Central Lake",1,"49° 22' N","125° 15' W",1,20,30,1220,4863
"Great Central Lake",1,"49° 22' N","125° 15' W",1,30,40,1179,4735
"Great Central Lake",1,"49° 22' N","125° 15' W",1,40,50,1144,4606
"Great Central Lake",1,"49° 22' N","125° 15' W",1,50,60,1110,4475
"Great Central Lake",1,"49° 22' N","125° 15' W",1,60,70,1075,4345
"Great Central Lake",1,"49° 22' N","125° 15' W",1,70,80,1029,4195
"Great Central Lake",1,"49° 22' N","125° 15' W",1,80,90,983,4020
"Great Central Lake",1,"49° 22' N","125° 15' W",1,90,100,970,3815
"Great Central Lake",1,"49° 22' N","125° 15' W",2,2,5,2150,5085
"Great Central Lake",1,"49° 22' N","125° 15' W",2,3,5,2150,5085
"Great Central Lake",1,"49° 22' N","125° 15' W",2,5,10,2140,5054
"Great Central Lake",1,"49° 22' N","125° 15' W",2,10,15,2140,5022
"Great Central Lake",1,"49° 22' N","125° 15' W",2,15,20,2136,4959
"Great Central Lake",1,"49° 22' N","125° 15' W",2,20,30,2114,4863
"Great Central Lake",1,"49° 22' N","125° 15' W",2,30,40,2050,4735
"Great Central Lake",1,"49° 22' N","125° 15' W",2,40,50,1986,4606
"Great Central Lake",1,"49° 22' N","125° 15' W",2,50,60,1935,4475
"Great Central Lake",1,"49° 22' N","125° 15' W",2,60,70,1884,4345
"Great Central Lake",1,"49° 22' N","125° 15' W",2,70,80,1794,4195
"Great Central Lake",1,"49° 22' N","125° 15' W",2,80,90,1704,4020
"Great Central Lake",1,"49° 22' N","125° 15' W",2,90,100,1666,3815
"Great Central Lake",1,"49° 22' N","125° 15' W",3,2,5,1560,5085
"Great Central Lake",1,"49° 22' N","125° 15' W",3,3,5,1560,5085
"Great Central Lake",1,"49° 22' N","125° 15' W",3,5,10,1554,5054
"Great Central Lake",1,"49° 22' N","125° 15' W",3,10,15,1548,5022
"Great Central Lake",1,"49° 22' N","125° 15' W",3,15,20,1525,4959
"Great Central Lake",1,"49° 22' N","125° 15' W",3,20,30,1502,4863
"Great Central Lake",1,"49° 22' N","125° 15' W",3,30,40,1444,4735
"Great Central Lake",1,"49° 22' N","125° 15' W",3,40,50,1397,4606
"Great Central Lake",1,"49° 22' N","125° 15' W",3,50,60,1362,4475
"Great Central Lake",1,"49° 22' N","125° 15' W",3,60,70,1316,4345
"Great Central Lake",1,"49° 22' N","125° 15' W",3,70,80,1281,4195
"Great Central Lake",1,"49° 22' N","125° 15' W",3,80,90,1260,4020
"Great Central Lake",1,"49° 22' N","125° 15' W",3,90,100,1200,3815
"Great Central Lake",1,"49° 22' N","125° 15' W",4,2,5,1370,5085
"Great Central Lake",1,"49° 22' N","125° 15' W",4,3,5,1370,5085
"Great Central Lake",1,"49° 22' N","125° 15' W",4,5,10,1365,5054
"Great Central Lake",1,"49° 22' N","125° 15' W",4,10,15,1360,5022
"Great Central Lake",1,"49° 22' N","125° 15' W",4,15,20,1350,4959
"Great Central Lake",1,"49° 22' N","125° 15' W",4,20,30,1326,4863
